btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,sp500_close_30,class_y0
110957.69032944,122.196,122.9883333333,50,-4.0169151566,-4.9402728349,-6.7106091065,-9.7658258917,-20.3834591263,103.85,1693.0854408602,1
137070.45420054,120.414,121.435,50,-1.4602871749,-1.9180429636,-2.3573321061,-3.9619018306,12.459655465,117.62,1692.0157204301,1
150265.03015484,119.4,120.6683333333,58.3333333333,-0.8147340607,-0.8683736919,-1.4417673702,8.0290785079,3.5985015507,121.94,1691.8476129032,0
147322.39414353,118.39,119.7,58.3333333333,-0.8164398904,-1.2335016988,5.1498174438,1.4948984331,-0.6087046844,121.25,1691.6123010753,1
151248.73546243,117.422,119.0733333333,58.3333333333,-0.7750549517,4.1270460919,1.3495096342,0.225013676,1.0587320364,122.49,1691.3087096774,1
163133.87006263,121.352,118.435,66.6666666667,3.4658721149,1.2174262774,0.4237345196,0.9399541216,0.8211762068,123.5,1689.841139785,1
176317.24391153,122.652,121.815,66.6666666667,1.0757059711,0.4450070762,0.7962443298,0.6650004764,0.508824746,124.5,1687.2300215054,1
195251.00517463,123.444,123.1933333333,66.6666666667,0.6391764114,0.9511466854,0.9152849017,0.9623392491,1.4158537522,125.79,1684.5124516129,1
206633.15144413,124.564,124.0033333333,75,0.9033793674,0.8645412001,0.8789961978,1.0640819238,0.7123100953,126.8,1684.177139785,1
214499.85635236,125.542,125.0333333333,75,0.7829070189,0.7733397219,0.8615113805,0.5843401946,0.456370294,127.38,1684.7396774194,1
222071.1292156,126.438,125.9483333333,83.3333333333,0.7126569129,0.7636149546,0.546202022,0.4631479854,0.4699256768,127.58,1685.280172043,1
234645.2770254,128.176,127.5016666667,83.3333333333,1.3533084917,1.3376721766,1.5461262036,2.0910041585,3.7120826401,132.83,1685.7905591398,1
255901.5575973,130.08,129.3833333333,91.6666666667,1.4578623801,1.6442504514,2.0402105038,2.8253529173,1.9386231945,135.43,1686.6170752688,1
278133.6367099,133.272,132.1933333333,91.6666666667,2.3710771324,2.849753842,3.643029897,3.6085035255,5.2783838564,142.75,1686.6193978495,0
251800.7403932,135.308,133.9866666667,83.3333333333,1.5377088124,1.8046545963,1.1688452484,0.7839562753,-3.7104713058,137.54,1687.9851612903,1
268567.7928729,138.5,136.7466666667,91.6666666667,2.3504508874,2.0100429492,2.0338495341,0.4115823729,4.5336360516,143.94,1690.2536129032,1
291575.0238488,142.514,140.8983333333,91.6666666667,2.8144776092,3.0334412129,2.2851269984,5.2829261504,6.0322162493,152.89,1693.037655914,1
329542.0064892,148.63,146.4283333333,91.6666666667,4.072134566,3.7705722434,6.2642534264,7.1295621138,8.2269079784,166,1695.7958924731,1
335209.35237081,153.396,151.6233333333,91.6666666667,3.087416106,4.7868879589,4.8713052614,4.2908497675,0.3547915565,166.6,1698.5277849462,1
368317.07348101,161.91,157.8516666667,91.6666666667,5.3923725374,5.6070566589,5.4653367954,4.0845512039,7.8143108514,180.15,1701.3454623656,1
410182.14063571,171.072,166.55,91.6666666667,5.5262174039,5.3997176926,4.4573209306,6.5085856177,5.202860384,189.74,1704.8580645161,1
434508.15539061,181.286,176.5533333333,91.6666666667,5.7641037523,5.1484026958,6.7462730755,6.2122541876,7.2216479911,203.94,1707.8155913979,0
378914.22838431,186.86,183.3833333333,83.3333333333,3.1040008599,3.7913031857,2.4503006305,1.0740207538,-5.0736064836,194,1711.1032258065,0
346134.68547731,190.862,186.8166666667,75,2.2686316898,0.8822118994,-0.5580042621,-4.4478303887,-3.8220542938,187.5,1714.6252688172,0
336490.36475832,190.748,188.9783333333,66.6666666667,-0.0633879704,-1.3799500591,-4.2471494091,-3.8339208719,-3.84578745,180.39,1718.0005376344,1
346585.93059242,191.598,191.29,66.6666666667,0.4430148558,-1.2516434281,0.0223442571,1.9445435325,7.734874515,194.99,1721.2435483871,1
358834.59515212,190.13,192.435,75,-0.733019285,0.3521275147,1.7435214509,4.5381759013,1.3414772875,196.62,1724.6639784946,1
375579.10164282,192.294,192.5566666667,75,1.0861761629,2.3132337771,4.3662408527,2.6819240216,4.0223707557,204,1728.4768817204,0
350084.95357282,194.482,193.1683333333,66.6666666667,1.1394761413,2.3857920392,0.6027645472,0.2334081771,-3.5555544015,197.58,1731.6639784946,1
363826.44431942,199.278,195.9916666667,66.6666666667,2.507062637,1.2001096675,1.1529871275,-0.2817046866,2.9921450284,203.54,1734.0526881721,0
358863.63531771,200.908,199.7566666667,58.3333333333,0.8230367405,0.6934266037,-0.416221447,1.1534450303,-0.6852549677,202.14,1736.5510752688,1
365463.73357711,202.556,201.5666666667,58.3333333333,0.8210777414,0.0207544878,1.2128574509,0.3232136622,1.3316822922,204.86,1738.8951612903,1
376691.69653681,203.618,203.7966666667,58.3333333333,0.5122178244,1.5291608809,1.0414994985,1.9048767315,2.4780711709,210,1741.0564516129,1
404953.48468521,209.476,207.4866666667,58.3333333333,2.7651948552,2.7084573119,3.8396947384,5.0937009615,7.7093307521,227.29,1743.5994623656,1
447537.18551391,217.348,215.0466666667,66.6666666667,3.5357458049,4.590995998,5.6774339,7.2771152645,6.844899777,242.9,1745.5548387097,1
487563.89238161,229.566,224.9966666667,75,5.28112335,6.2684836145,7.531954429,7.4432662675,8.041632758,263.24,1747.9365591398,1
537267.74418281,246.794,239.805,83.3333333333,7.0199289633,8.1553934114,8.3040809644,9.0336715582,10.0257103584,291,1748.8016129032,1
577453.90282611,271.594,261.3283333333,83.3333333333,9.2806692452,9.6735038685,10.616371899,11.9037414694,13.7817725805,333.9,1750.8016129032,1
621815.11460561,294.476,283.2016666667,83.3333333333,8.167704076,8.4984051508,8.6506626151,7.9631387435,2.1445049064,341.24,1752.5494623656,0
554577.70712421,310.496,299.23,75,5.7000497443,5.1146539909,3.4776352017,-1.6744334877,-5.4933718818,323,1754.1231182796,1
581521.08536811,326.63,316.065,83.3333333333,5.346276633,4.1764182016,0.9746334086,0.3896976598,6.2727672013,343.63,1755.6494623656,1
601269.36686991,339.422,331.3516666667,83.3333333333,3.973636798,1.5216028523,1.3139688343,4.7176391924,3.1625111835,354.94,1756.8672043011,1
639959.16880181,351.322,348.435,91.6666666667,3.2788014976,3.5623756454,6.5809581545,6.7350536311,10.3075960787,393.5,1758.8301075269,1
671597.64624461,366.464,362.26,91.6666666667,4.0076053699,6.3828496828,6.4195438432,8.0480601731,5.7885242676,416.88,1761.2134408602,0
639274.44000651,384.264,374.0533333333,83.3333333333,4.8674205225,4.5160838528,4.9672747426,2.2971140746,-1.1942961183,412.07,1763.761827957,1
657257.90004561,402.388,392.6416666667,83.3333333333,4.6776998393,5.0564970033,3.3061306448,2.0649338334,5.3241637852,434.53,1766.1376344086,1
683249.49521991,426.872,414.8866666667,83.3333333333,5.9261542473,4.8307937895,4.5115502968,7.3644735044,9.4047832236,478.1,1768.3720430108,1
740338.57417371,481.974,467.2283333333,83.3333333333,10.6143587968,11.8208174292,16.1591886117,21.5767010249,33.7486188263,669,1770.1774193548,0
668777.62820661,505.786,490.98,75,5.0237301416,6.5782367066,6.9962610137,5.7919999088,-22.1646190086,536.01,1771.6446236559,1
726489.13542781,543.186,521.3216666667,75,7.4847649753,8.0249152729,7.5649592893,-5.5268704792,11.1108780502,600,1772.6521505376,1
757209.86672191,600.28,572.655,75,10.0997244962,10.2734598143,2.4484068103,14.7549197198,18.3989613895,720,1774.473655914,1
782334.99518581,663.804,632.7333333333,83.3333333333,10.2005859043,4.3135776739,13.1396432347,14.1540258269,9.9090902644,794,1776.6838709678,1
802673.85979891,695.832,691.3616666667,83.3333333333,4.2920414392,10.9062065512,10.8379827182,7.0574933825,4.2058965006,829.15,1778.7661290323,0
782543.17231021,748.64,713.2016666667,75,8.010428162,7.23531569,3.5141004568,0.316605553,-3.5726853945,800.01,1780.7349462366,1
805585.22463551,792.416,760.18,75,6.2290805692,3.1866103641,0.9457837307,-0.6842726543,2.204140086,811.95,1782.6827956989,1
835378.24972371,831.676,813.0633333333,75,4.8218521992,3.5500426829,3.3314247437,6.7834798128,11.3628195396,915.01,1784.4940860215,1
865703.77946771,865.472,853.7266666667,83.3333333333,3.8545686571,3.7667366962,6.2132107264,8.2177460466,5.0726725536,963.98,1786.347311828,1
902602.37311321,902.238,890.0566666667,83.3333333333,4.0050136211,5.8994383751,7.1312044714,5.0153969373,4.958121321,1012,1788.3225806452,1
924475.68646011,968.626,940.53,83.3333333333,6.9411639817,8.1254199557,7.046286761,8.0330938647,11.1080664085,1131.99,1789.9760215054,0
911568.12736871,1028.954,993.775,75,6.2787934885,5.0077869757,4.9861584497,5.000177014,-1.1077123804,1119.52,1791.5359139785,0
850023.74654771,1036.694,1016.6283333333,75,0.8273503702,-0.2339801757,-1.9646806745,-8.5010542161,-15.8943960517,955,1792.981827957,1
881540.47185601,1053.392,1038.49,75,1.6612492852,0.8370312763,-2.5866471011,-3.3261144615,9.2421671287,1037.11,1794.0476344086,1
894108.06353461,1061.796,1053.66,75,0.8128857039,-1.7609094723,-1.9786418362,4.9792352715,0.7163034142,1055,1794.4844086022,1
908541.57331671,1061.8,1073.4983333333,75,0.0003533569,0.2773697912,5.6679584055,3.8808540439,7.0454046736,1135,1794.8582795699,0
853278.91632711,1042.67,1055.4783333333,66.6666666667,-1.7862091316,1.7408375984,-0.7596055784,-1.4975600747,-10.0405248231,1020.51,1794.6703225807,0
800590.25458291,1014.652,1004.71,66.6666666667,-3.1726732557,-6.2763833518,-8.6072789405,-16.4336207476,-22.826716672,809.72,1795.7780645161,0
720737.83079991,943.818,961.0933333333,58.3333333333,-8.2534041164,-10.495830999,-16.3429095566,-19.4941019233,-16.1614871747,693.3,1796.8008602151,1
748202.91350951,890.218,917.6816666667,58.3333333333,-5.8613559499,-9.0880461057,-8.7705531999,-1.7424714639,12.6765442469,787,1797.6951612903,1
776712.95223991,843.796,891.8316666667,58.3333333333,-4.5893289321,-3.2265299594,3.3068656115,13.0410420046,13.4055397623,899.91,1798.763655914,1
799407.63217321,834.868,866.3683333333,58.3333333333,-0.8915659174,4.5922217712,11.5101247532,10.9269150063,8.4482902504,979.07,1799.3525806452,0
767699.25014191,847.694,842.23,50,1.5150545042,5.934189924,3.686738483,-1.1726621566,-10.7936145637,879.04,1798.4264516129,0
753725.72600761,883.278,851.615,50,4.568634445,2.5416569945,-1.0796372615,-5.8436010174,-0.8935874711,871.22,1797.1008602151,1
768492.67708631,903.074,883.7283333333,58.3333333333,2.3693225714,-0.3897317263,-3.3357390519,0.393198704,1.679984879,888.47,1795.7376344086,0
761066.12505169,893.25,894.3583333333,50,-1.1226014055,-3.5153243195,-1.0892275715,-1.1870476217,-4.0540801224,850.78,1794.3830107527,1
772704.12545869,869.804,888.0416666667,50,-2.5502255576,-0.4893783061,-0.3546419178,-1.3719553162,1.3101694901,861.98,1793.056344086,0
713897.42135469,832.196,840.0033333333,41.6666666667,-4.8138115828,-5.7938676107,-8.285151774,-10.4006875997,-22.1115446896,690.5,1792.5280645161,0
670863.39299529,792.676,805.7666666667,41.6666666667,-5.14456749,-6.8507055822,-7.7829140688,-12.3294558482,-2.5473670069,675,1791.5470967742,0
533793.21465729,719.48,747.23,41.6666666667,-10.6573113082,-12.3081191047,-16.8475486363,-14.2155506096,-25.8837342123,520,1792.6290322581,1
590527.32392989,686.324,713.7333333333,50,-4.33469475,-5.74591081,-0.2906995168,0.8376342282,27.5590026687,685.1,1793.5184946237,0
549567.58331009,635.924,673.6033333333,41.6666666667,-6.9159262699,-3.117021665,-3.306906551,7.9815072796,-11.5959881095,610,1794.6411827957,0
530349.41234679,616.73,629.1083333333,33.3333333333,-2.9905599865,-3.1013582314,4.4927670956,-7.040350691,-2.4847132725,595.07,1795.6926021505,1
548022.64633319,604.538,616.0516666667,33.3333333333,-1.8971204181,4.0995330305,-3.7202901822,0.2175587814,2.9198308353,612.66,1796.7028602151,1
561122.81049859,631.49,612.9083333333,41.6666666667,4.608798894,-1.1287520497,2.360326637,4.7828465917,6.6458623481,654.76,1798.3242150538,0
548327.00646819,625.088,635.0733333333,41.6666666667,-0.9571404608,1.7025714514,3.098333026,3.1875841214,-0.2706941053,653.57,1800.3025591398,1
554980.01611894,638.89,634.075,41.6666666667,2.1435379565,3.3006007637,3.4275240732,1.8183549357,3.9074039767,679.01,1802.2212258065,1
583008.65447674,669.284,656.9083333333,50,4.5490672138,4.9563763084,4.3932142952,6.7251684955,9.5429330142,747.83,1804.5667741936,0
566746.99164944,690.968,677.9166666667,41.6666666667,3.2587991068,2.4120332964,3.3062757637,3.0057116572,-3.5315096999,723.98,1806.8381290323,0
553361.80079624,703.016,694.9733333333,41.6666666667,1.7602757284,2.2680181868,1.7215562568,-2.1891321219,-0.846754544,715,1809.0401290323,1
561483.1066141,718.018,707.18,50,2.1747846595,1.7416298301,-0.8588045645,0.4775480031,1.8018505503,728.01,1811.1800860215,1
568083.3457699,729.518,721.1,58.3333333333,1.625739171,-0.3535592897,0.7057575136,1.4820135425,1.1621765346,736.51,1813.1372473118,0
560164.02543966,726.518,729.9316666667,50,-0.4056934234,0.3757606457,0.7832657089,0.2739732882,-0.6142299582,732,1815.4315053764,1
568071.66330174,733.282,731.2483333333,58.3333333333,0.9167040402,1.3575686863,1.2094747316,1.2331238301,3.0804776184,751.88,1817.772,1
583205.83230914,747.12,741.7666666667,66.6666666667,1.8473759047,1.8587572433,2.0909508128,3.4435411983,3.8066047782,784.19,1818.9583010753,1
598066.09513734,763.4,757.5,66.6666666667,2.1198436849,2.3592604725,3.3504239493,3.4853971148,3.1641894514,808.24,1820.0048172043,1
609056.23808494,781.856,774.2983333333,66.6666666667,2.360879845,3.1046572959,3.1127171883,2.7657733934,2.3673573354,828.79,1820.9787526882,1
633132.18768134,816.456,802.38,75,4.2430885948,4.5337413389,4.7761201924,5.5820855629,8.7968137905,905,1821.8634408602,1
659019.09407264,849.324,833.5866666667,75,3.9392390309,3.972397594,4.2418003082,5.1790217947,1.5612297989,915.8,1822.3975913979,0
624955.57286464,849.486,838.6033333333,66.6666666667,0.0206475971,-0.7652378665,-1.8094362671,-7.1125612959,-15.7863523906,785,1823.5430322581,1
651271.33139414,852.296,845.1466666667,75,0.3441919776,-0.1615993619,-3.1477370793,-5.5022205184,4.7819113538,823.94,1824.746,1
676573.57559574,851.49,847.7066666667,83.3333333333,-0.0974874175,-2.3210627195,-3.6151602256,2.470435857,0.1589603601,825.5,1825.9306881721,1
689419.73611584,841.012,851.6766666667,83.3333333333,-1.1926542122,-1.8811252149,2.7539505103,1.7399700886,3.320979817,851.63,1827.357311828,1
705550.65262884,836.482,850.275,83.3333333333,-0.4989712655,3.3228740158,2.8365282364,4.1753121746,5.0296445322,895,1828.6613548387,0
693361.47714984,848.292,837.7433333333,83.3333333333,1.4505603353,0.6177225807,0.7706433209,-0.5045249272,-6.0386943866,844.04,1829.8304516129,0
673995.08555664,848.202,844.0766666667,75,-0.0109326129,-0.0534058561,-1.1782010805,-4.2821238868,-2.525553387,823.99,1829.3963225807,0
664265.54164247,846.448,842.8333333333,66.6666666667,-0.2138066987,-1.0975033276,-3.1398859475,-1.690481728,-0.855410069,815.99,1830.0369247312,1
676533.31613887,844.154,845.5633333333,66.6666666667,-0.2708823697,-1.5960140951,-0.1151206646,1.0900956966,3.0356014621,841.14,1831.1006451613,0
668317.86447538,827.716,839.195,58.3333333333,-1.9229406523,-0.8940022188,-0.3501518294,-0.0975227095,-3.2306468812,814.4,1831.7073763441,0
651202.92493788,818.346,822.63,50,-1.1421229242,-0.7962653085,-0.7765503883,-2.6826263135,-2.1346057458,796.97,1832.0624946237,1
656689.76645873,815.746,816.955,50,-0.3184390602,-0.184196308,-1.2574622314,-0.2708699065,1.5928659328,810,1832.3670752688,1
665107.77450375,820.962,820.1333333333,58.3333333333,0.6292209238,0.0276257893,1.1137166794,2.737877892,3.8828898512,841.5,1832.6162795699,0
658139.61779898,817.938,821.805,50,-0.3627825661,0.3541835127,1.1837799321,0.9792369318,-1.9244159876,826.02,1832.8001935484,0
650470.01842877,820.036,819.0966666667,41.6666666667,0.2559679663,0.8536113943,0.6071932148,-1.0306551034,-0.1368942191,824.88,1833.2323655914,0
642160.92435383,824.436,819.8966666667,33.3333333333,0.5444533189,0.2823501655,-0.9178297298,-0.4145366009,-0.6921789826,819.2,1833.6094623656,0
634765.91486177,824.836,822.3633333333,25,0.0493218499,-0.9090701504,-0.570621538,-0.7874851975,-0.8827914124,810.95,1833.0333333333,0
618990.71232397,812.422,817.3633333333,25,-1.5313845299,-1.4331266655,-1.8652041476,-2.4517167301,-4.0206420478,780,1829.7416129032,1
627696.27633737,808.578,811.485,33.3333333333,-0.4708636045,-0.5543559508,-0.5084149402,-0.3212267041,3.3781886396,806.81,1826.5509677419,1
637400.41359924,806.55,809.6066666667,41.6666666667,-0.2473745279,-0.1361734142,0.1126992519,2.1793699017,0.9805511638,814.67,1823.4775268817,0
612206.17697264,793.1,797.45,33.3333333333,-1.7131684382,-1.9207626946,-1.2208029102,-3.5202986851,-8.021148534,750.95,1820.1180645161,1
632248.99310954,788.3,792.25,41.6666666667,-0.6000450061,0.2551042544,-0.7859238741,-1.669161393,4.682825748,785.51,1817.6956989247,1
639293.51467197,791.142,789.285,50,0.3610798044,-0.3931974044,-0.8511135938,2.7339038764,0.7849820047,794.21,1814.2803225807,1
652419.06282787,789.78,792.6166666667,50,-0.1695315698,-0.4570522532,2.0643131737,0.7550568866,0.7251317685,799.99,1811.6466666667,1
660147.22288428,787.43,791.9833333333,50,-0.2905320754,1.6421220392,0.6285541363,0.5503402021,0.3755486357,803,1808.8350537634,1
668443.28705175,799.686,791.73,58.3333333333,1.5668827998,0.7878970627,0.7888687488,0.8207372389,1.2659258421,813.23,1806.166344086,1
672518.969513159,805.084,802.2366666667,66.6666666667,0.6735550674,0.6456983331,0.6192205212,0.741056464,0.216187086,814.94,1803.6051612903,0
667587.13596288,807.942,805.6533333333,66.6666666667,0.3566553822,0.2645362857,0.227532169,-0.2916646675,-0.799516421,806.99,1798.3267741936,0
659995.13279814,808.542,807.1166666667,66.6666666667,0.0748606596,-0.0003113344,-0.4223903933,-0.7416791329,-0.6838418448,802,1793.9575268817,0
651515.63046253,804.408,804.1733333333,66.6666666667,-0.5215613506,-0.9684331488,-1.3633065604,-1.6452016301,-2.6065614154,780.01,1789.7802150538,0
630863.02371383,794.56,797.6716666667,58.3333333333,-1.2491854458,-1.6155285788,-1.8875326314,-2.4893780247,-2.372194634,764,1787.2195698925,0
564500.76587203,772.564,779.635,50,-2.8992771224,-3.4242172977,-4.337675782,-5.2032329653,-8.0342712967,705.01,1786.5390322581,0
550999.65051103,746.962,757.2183333333,50,-3.4473510422,-4.1382283416,-4.6487839836,-5.7870786585,-3.5398860202,680.49,1785.9423655914,1
566061.583218229,723.838,737.03,50,-3.1093907963,-3.2350981416,-3.5227326441,-1.2669633179,1.0059593845,688,1785.4306451613,1
637922.120170429,704.934,717.8333333333,50,-2.5752801883,-2.6260515768,-0.8233116702,0.5349755048,0.0639916251,688.34,1785.0947311828,0
597859.68281813,687.156,699.9616666667,41.6666666667,-2.4738774406,-1.0837789765,-0.2650766286,-0.9005946352,-1.8651808955,677,1786.0609677419,0
582347.895559929,676.552,681.295,33.3333333333,-1.5636552545,-1.069597563,-1.7614498789,-2.6741706308,-3.4831603662,650.04,1787.3051612903,0
554202.08194353,661.276,664.4783333333,25,-2.381136527,-3.2279105048,-4.3252112148,-5.5552263745,-7.6272923827,609.4,1789.0127956989,1
622580.227339829,657.602,662.5633333333,25,-0.5417732125,-0.6932144219,-0.3025589307,1.2877417871,10.202775957,670.34,1791.4327956989,0
601817.587245429,651.206,657.3066666667,25,-0.9522205597,-0.7239804757,0.1957461544,4.107265423,-1.988245111,655.83,1793.8667741936,0
575420.016326229,640.386,646.1716666667,25,-1.6705949223,-1.2174535613,0.9191593792,-3.7226489097,-5.4570527085,621,1796.3034408602,1
595322.455648029,636.72,639.265,33.3333333333,-0.570333828,1.1939058107,-1.8090509047,-1.7194538016,2.0181451053,633.66,1798.8449462366,0
580488.515713129,641.438,635.2166666667,33.3333333333,0.7661208953,-1.5930428701,-1.4613087898,0.5365631695,-0.9450187663,627.7,1801.4361290323,0
569360.03733863,632.24,638.3666666667,33.3333333333,-1.4244298021,-1.2834759749,0.1077162697,-0.8474981482,-0.74997753,623.01,1803.2461290323,0
534393.33883733,613.446,620.51,33.3333333333,-3.0929780096,-2.5019593348,-4.0086608149,-5.5404818392,-10.3309861483,561.86,1805.7678494624,1
564006.27595193,605.516,608.0966666667,33.3333333333,-1.3195619364,-2.1539886968,-2.5569786736,-3.4604792454,3.4100276574,581.35,1808.1653763441,1
582082.36697313,600.96,606.41,33.3333333333,-0.732239849,-0.6790451197,-0.6554009829,4.1823915999,4.9547555423,610.77,1810.5720430108,0
561214.21206833,597.438,602.4816666667,33.3333333333,-0.5691171611,-0.5239020689,2.7451259576,2.4126751077,-0.129405327,609.9,1812.9572043011,0
509373.39989123,579.934,587.1133333333,33.3333333333,-3.0276070889,-1.2017623241,-2.7390256512,-6.585916248,-13.0424271691,535.49,1815.9880645161,0
393611.41326923,574.562,572.445,33.3333333333,-0.9797192329,-2.0771559555,-4.4211264547,-6.5669870186,-0.0915468681,534.34,1818.8974193548,1
442722.31543353,575.34,576.3416666667,33.3333333333,0.1333806879,-1.0719630257,-1.3861489253,4.4419901966,8.9755272614,585.24,1821.3944086022,0
425674.24492893,569.764,576.6166666667,33.3333333333,-0.9342670837,-1.1354825229,2.8334990258,4.2960219727,-0.3834833159,584.7,1824.5231182796,0
403039.91994153,558.124,566.785,33.3333333333,-2.0051547242,0.754163387,1.0360668054,-2.9336634227,-5.4838435294,551.8,1827.7362365591,1
417343.86158423,564.522,559.6833333333,33.3333333333,1.1604658173,1.4734689887,-1.0272171022,-1.3490839953,2.7856755387,567.46,1830.7638709678,0
410906.46306282,570.77,564.8083333333,33.3333333333,1.135025394,-0.8251000728,-0.9723056584,1.283463277,-0.2187489847,565.38,1833.6275268817,1
475821.28343292,589.26,588.59,41.6666666667,2.9333587346,3.7625692473,6.8447068395,8.8742224899,17.9671939644,677.69,1835.3815053764,0
447789.96642952,607.26,603.2166666667,41.6666666667,2.8711628659,4.9599144647,5.6846607734,8.6363656524,-0.6944626597,673.27,1838.8311827957,0
435070.35224752,630.88,617.715,33.3333333333,3.8782807169,4.1514320114,5.6081590101,-0.5713584671,-0.4482542744,669,1842.1410752688,0
424665.65485412,651.298,637.3283333333,25,3.3086041772,4.1904424677,-0.4018080312,-0.255480717,-0.0627071596,669.57,1845.3923655914,0
403216.22864822,664.608,648.2133333333,25,2.222411939,-1.7137835674,-2.0535572032,-2.8562086677,-5.6497101757,632.79,1848.4716129032,0
393517.20733553,653.07,657.1733333333,25,-1.779409564,-2.0506462901,-2.584776962,-3.8458118633,-2.0419135508,620.02,1851.2626881721,1
402638.68208298,646.47,650.8916666667,33.3333333333,-1.0055430658,-1.1448652637,-1.5055846317,0.5664781403,3.1748698315,638.4,1853.8139784946,0
389288.36045688,638.35,643.6233333333,25,-1.2502338109,-1.5471154737,-0.1795839064,0.7515809159,-1.6717079997,628.02,1856.1351612903,1
398454.98054204,630.856,637.3083333333,33.3333333333,-1.1517621165,-0.0272751017,0.644271048,-0.6210283438,0.4296513122,631.72,1857.5020430108,1
411196.34181494,631.288,631.5383333333,41.6666666667,0.0681528418,0.5956694399,-0.264064024,0.4397579639,0.4498646157,634.95,1858.8759139785,1
417924.49451066,635.49,632.9083333333,41.6666666667,0.6665115877,0.0394220267,0.6097987022,0.6998723972,0.9498801788,641.02,1858.7379569893,0
409247.65967552,633.574,634.645,41.6666666667,-0.3016382485,0.0408791893,-0.0887115183,-0.3579995853,-1.6658793494,630.99,1858.0930107527,1
411449.87768999,635.144,634.185,41.6666666667,0.247905087,0.2024685307,0.120003169,-0.2949353359,1.0760086776,637.58,1857.3986021505,0
408153.37015628,635.722,635.1183333333,41.6666666667,0.0912328252,0.0015748776,-0.3145268895,0.3611493404,-0.3537099968,634.99,1856.6703225807,0
398988.28219542,632.954,633.2866666667,41.6666666667,-0.4407611146,-0.788421438,-0.4959354675,-1.2819075401,-2.2101050835,622.97,1857.0764516129,0
384080.48454882,627.152,629.4616666667,41.6666666667,-0.9262554982,-0.7413495354,-1.3471356064,-1.8438484112,-1.477591739,613.84,1858.2723655914,0
377000.56738811,623.308,624.4933333333,41.6666666667,-0.6192405215,-1.0430528213,-1.2728337628,-0.8041981025,-0.130804466,610.01,1858.6817204301,0
366093.90210811,613.456,617.42,41.6666666667,-1.6090683398,-1.9229079256,-1.8271755396,-2.0019674399,-3.8731304138,585.6,1859.9446236559,0
343675.72926521,600.458,606.2133333333,33.3333333333,-2.1594577982,-2.1467959768,-2.3698640561,-3.4893938512,-3.1056572886,569.99,1862.3908602151,0
330061.43103091,589.298,594.6,33.3333333333,-1.8826789331,-1.9839507316,-2.6016661535,-1.9659340234,-0.8262107582,564.31,1864.6912903226,0
323962.67979049,579.098,584.5816666667,25,-1.7402275398,-2.1425833082,-1.5657342731,-0.7957727653,-0.7653347724,558.22,1866.8690322581,1
337636.73973259,574.056,580.2466666667,25,-0.8424302653,-0.0847552282,0.9222121252,1.7964235669,4.3581819062,585.9,1866.0939784946,0
329529.35753088,573.214,575.675,16.6666666667,-0.1437172815,0.5967677202,1.0710938797,1.9893082058,-0.3795654947,583.77,1865.9151612903,0
319218.99496708,575.512,574.5933333333,16.6666666667,0.3991482816,0.7054880415,1.1957623128,-0.3854474839,-0.3913294732,581.48,1864.6019354839,0
270013.03864328,557.45,558.76,8.3333333333,-3.4811889842,-4.1601525372,-6.9995973517,-10.3096132802,-20.2278970872,475,1863.1672043011,1
304973.09422118,545.652,548.21,16.6666666667,-2.2220173142,-3.8670671193,-5.0295676609,-7.3486867547,5.5305235777,502.01,1862.39,0
297526.53595666,526.852,536.7083333333,16.6666666667,-3.49688667,-4.2762169639,-5.5711794608,1.7571793524,-2.016164873,491.99,1861.594516129,0
266089.49052176,502.098,515.71,16.6666666667,-4.7656116031,-5.8591821356,-1.0696104851,-4.3696775164,-6.7231901599,460,1860.8065591398,0
245102.83956186,476.766,494.22,16.6666666667,-4.9134010429,-1.0847770318,-3.289877235,-3.926733416,-1.1302766722,454.81,1860.9368817204,1
268007.64742196,477.562,477.135,25,0.166880777,-1.1740299232,-0.8933182732,2.0216176701,5.1735120124,478.98,1861.9069892473,0
233528.98136966,464.96,471.135,25,-2.6824125347,-2.8489744502,-1.5575692136,-1.7712154843,-8.7159429811,438.9,1863.1722580645,1
260473.95867476,456.768,462.6383333333,33.3333333333,-1.7384906989,-0.4923158336,-0.2796622208,-3.0062493374,2.7034443062,451.03,1864.3515053764,1
276173.26884476,455.208,456.0066666667,41.6666666667,-0.3420385928,-0.1449790729,-1.9178094347,1.4812573384,0.2590703706,450,1864.0221505376,1
282640.58678064,457.202,456.8066666667,41.6666666667,0.4336696555,-0.7512909337,1.9035930821,1.50366747,2.7482645694,464.8,1863.7196774194,0
277356.73840302,452.66,457.0466666667,41.6666666667,-0.9714820667,0.9646331619,0.3850294472,0.4480089854,-1.8522465985,459.97,1863.4521505376,0
269937.49046619,454.282,451.735,41.6666666667,0.3661047255,-0.2182301697,-0.3773303498,-1.9401278093,-2.0280090202,447.11,1861.8039784946,1
275781.91293959,454.79,454.1633333333,50,0.1123151305,0.0756263204,-0.8152530959,-0.2967563446,1.4344963309,453.57,1860.6934408602,0
267775.30886919,452.688,452.6066666667,41.6666666667,-0.470325626,-1.2749731748,-1.0825487002,-0.6098185403,-2.6541334115,441.69,1860.9280645161,0
