btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_low_30,btc_close_30,trfee_value_30,sp500_close_30,google_trend_3,wikipedia_trend_2,wikipedia_trend_3,class_y0
163323.12794053,378.754,380.725,41.6666666667,-1.7878591492,-2.038835219,-2.1703515997,-3.8552581954,-6.7285458773,356.81,370.96,375.9438709677,362.1367956989,374.5221075269,12.4236709845,1910.7779569893,11,5379,5410,1
178962.63245773,373.02,375.4383333333,41.6666666667,-1.5372184973,-1.5104516025,-2.4137560006,-3.1296487441,0.4692483891,358.78,377,374.5396774194,360.922516129,373.4313333333,12.4003268407,1912.8725806452,11,5075,5379,0
167866.83331873,366.516,368.965,33.3333333333,-1.7833425812,-2.5290436244,-3.0447346614,-1.2028290535,-2.8749064961,348.69,385,373.443311828,359.6671397849,371.823827957,12.2826915853,1915.0344086022,13,4517,5075,1
175783.68768892,360.39,364.6266666667,33.3333333333,-1.6544063415,-1.8225152985,-0.1871717722,-0.5153818529,1.8441427903,355.19,376.2,371.835311828,358.7497849462,370.7642150538,12.1165025756,1917.2,13,3506,4517,0
166243.01601126,353.982,358.6583333333,33.3333333333,-1.7518432137,-0.5076675477,-0.8333061934,0.187493958,-1.4691548743,351.03,378.98,370.778516129,358.2481935484,369.4744731183,12.1612113347,1919.2231182796,13,3829,3506,1
173246.95246206,353.938,354.4783333333,41.6666666667,-0.0123225142,-0.13271524,0.781348512,0.2499513729,1.9690576201,355.71,380,369.5606236559,357.9052258065,368.7450967742,12.2617601935,1922.7709677419,13,5071,3829,0
159990.69798086,349.306,350.8983333333,41.6666666667,-1.334288726,-0.9491342834,-1.8802266413,-2.0857625249,-6.1405826698,336.37,352.4,368.748172043,356.5214193548,366.683655914,12.3460861117,1925.8102150538,13,5373,5071,1
174110.46316766,348.796,348.7783333333,41.6666666667,-0.1467991565,-0.6445346432,-0.3696612329,-1.5390206594,3.0625413511,346.14,344.34,366.7302150538,355.1842150538,365.3785591398,12.4783152572,1929.8919354839,13,5338,5373,0
166584.70592238,345.358,346.995,41.6666666667,-0.9921678796,-0.8729211309,-1.8202473813,0.339920263,-2.382700825,337.99,341.22,365.4238709677,354.0924086022,363.6443225806,12.5314142865,1935.4080645161,13,5040,5338,0
151614.14806678,340.298,341.915,41.6666666667,-1.5006295075,-2.3680512894,-1.1105408292,-3.1970819194,-4.0114630138,324.55,344.5,363.6850967742,351.8711612903,361.1534623656,12.5805838389,1940.7720430108,11,4830,5040,0
143278.73120528,333.778,337.6416666667,33.3333333333,-1.9153944122,-0.8590973477,-2.1663102473,-2.0581149585,-0.1047669032,324.23,349.21,361.18,349.8741935484,358.7481505376,12.5775474086,1945.9790322581,11,4333,4830,1
154555.00368558,331.738,332.3983333333,41.6666666667,-0.6171088467,-1.5370213962,-1.2551282533,0.123039127,0.3508451572,326.45,350.09,358.7655268817,348.2439139785,356.4903225806,12.6005722085,1951.0435483871,11,5402,4333,1
168258.08165448,328.554,331.485,50,-0.9416843699,-0.5814302561,0.5619139965,0.8952544464,1.4396637355,329.96,333.33,356.5684301075,346.4353548387,354.5385376344,12.8894280652,1955.6440860215,11,6180,5402,1
183631.48154638,328.632,330.1916666667,50,0.0230643017,1.0316961305,1.4105171418,1.9403531341,2.4410425327,338.37,332.99,354.5973333333,345.0977634409,353.0987956989,12.9405906761,1961.0021505376,11,6211,6180,1
197920.27819948,333.69,332.1916666667,58.3333333333,1.5000580708,1.9012643143,2.4180706999,2.9072741822,3.3735058316,349.99,335.5,353.1534623656,344.1713333333,352.3870322581,13.0003050169,1966.8220430108,11,6257,6211,0
190677.15277472,337.25,335.1016666667,50,1.0684890768,1.2479000568,1.1839788305,0.5554469794,-2.2626118728,342.16,316.61,352.438172043,343.4599569892,351.1374408602,13.0963550075,1972.2978494624,11,7201,6257,1
194448.18526392,341.228,338.6066666667,58.3333333333,1.1862350341,1.1228778587,0.6834896341,-0.6615184647,0.9395749435,346.19,318.24,351.1850537634,342.732516129,350.1254193548,13.011460873,1977.635483871,10,7072,7201,1
204985.34474282,348.138,345.1516666667,58.3333333333,1.9901583795,1.8774373411,1.3787478443,3.1994277029,5.4592804623,365.37,322.74,350.2211182796,342.2037849462,350.4037634409,13.1669794069,1982.7559139785,10,4779,7072,1
224258.41934252,353.748,351.1866666667,66.6666666667,1.5927596569,1.1475731133,2.284301442,2.9566646912,0.4540489201,366.43,320,350.5329247312,342.5883870968,350.7808602151,13.1759914058,1988.109139785,10,4819,4779,1
231960.84116104,357.88,356.565,66.6666666667,1.1470727691,1.9994939296,2.3528002583,0.7995601563,1.1450713925,370.09,328.8,350.9033978495,343.1540645161,351.420688172,13.2125479293,1993.3231182796,10,6538,4819,1
276001.24325664,374.774,369.3383333333,75,4.4127732627,5.2810728425,5.2216703025,7.6054809938,14.065890595,426.64,336.27,351.5021290323,344.3251827957,355.688172043,13.2573382672,1998.1989247312,10,6645,6538,0
226116.73127464,389.882,382.4666666667,75,3.9558467144,3.5799882774,4.6219680632,6.3604163986,-1.3450577979,417.85,340.4,355.7672903226,346.247311828,359.5147311828,13.4423590338,2002.5790322581,10,6842,6645,0
204459.02083974,396.924,391.565,75,1.8429505576,2.190175967,2.5385441585,-3.2251290597,-5.1052003216,399.97,340.6,359.3929892473,348.2789677419,361.9519354839,13.4853524081,2006.8747311828,10,7659,6842,0
190030.25176874,399.036,393.6016666667,66.6666666667,0.5682230944,0.4240110199,-4.1232821718,-5.5123943588,-5.9195883961,376.97,343.4,361.8310752688,349.4170107527,362.894172043,13.3858043195,2010.759139785,9,6531,7659,1
199710.74402422,402.878,397.5066666667,66.6666666667,1.0105895843,-2.2532356684,-2.5559616252,-1.281342277,3.3569038421,389.86,357.3,362.7735698925,350.944516129,364.6816989247,13.272081171,2014.2403225807,9,4416,6531,0
175401.30483542,395.09,400.3466666667,58.3333333333,-1.914221517,-2.0565124467,-1.0402831551,1.3993694654,-0.5581649113,388.72,360.28,364.5632043011,352.4633333333,366.3158709677,13.3748428474,2017.4967741936,9,4626,4416,0
160196.04888252,385.88,391.7216666667,50,-2.3172114863,-1.6202142775,-0.1870895713,-1.9590862779,-3.3600076446,374.87,369.85,366.2649677419,353.7283870968,367.1298064516,13.3757700748,2020.976344086,9,6534,4626,1
169181.03010592,381.69,384.7383333333,58.3333333333,-1.0759837647,0.1349173931,-0.9390780898,-1.1295346791,1.1009382863,379.04,381.55,367.0772043011,355.0687096774,368.238688172,13.3896826197,2024.0150537634,9,7015,6534,0
152800.13540562,377.586,377.4866666667,50,-1.1193715411,-2.2384403869,-2.7985322121,-2.5177944959,-6.1365272782,356.47,382.95,368.1889892473,355.1348387097,367.8967741935,13.3675215967,2027.0435483871,9,6166,7015,0
137551.24884222,369.854,373.1883333333,41.6666666667,-2.0886367711,-2.4712547361,-2.1750037666,-3.8129747931,-1.489422308,351.19,369,367.8488602151,354.6303870968,367.2779569892,13.3583082362,2030.4559139785,9,5765,6166,1
144256.94652847,362.94,367.065,41.6666666667,-1.8679621739,-1.4949508063,-2.3602471705,-0.4721071166,0.5452080747,354.29,375,367.2311397849,354.7656129032,366.8493333333,13.2499148116,2033.5741935484,10,5161,5765,1
152228.79335937,361.398,363.645,41.6666666667,-0.4156203739,-0.794760039,0.9858290407,2.2234547151,3.9017013554,367.17,375,366.8797849462,355.0535268817,367.3358924731,13.1360738611,2036.4435483871,10,3711,5161,1
171308.47009257,360.79,363.83,41.6666666667,-0.1610562066,1.3328115613,2.2735561844,3.1377302392,2.3737591229,375.99,371,367.3648172043,356.2040860215,368.3736129032,13.0923662683,2039.464516129,10,62269,3711,1
187465.16530407,364.97,363.5533333333,50,1.1395210736,1.7967569189,2.213939867,1.3700591228,0.3663591227,377.05,371.7,368.4008387097,357.7928172043,369.441655914,13.0279631461,2042.2537634409,10,5100,62269,0
174443.87125817,368.43,365.5583333333,50,0.9616969974,1.065819228,0.1205251856,-1.0060917831,-2.378542689,368.5,351.8,369.4465376344,358.6122795699,369.8897204301,13.0132943577,2045.1177419355,10,5134,5100,1
180662.26099179,371.802,368.6883333333,58.3333333333,0.9328201523,0.1905998515,-0.5371199056,-0.9888594198,0.4008238494,369.98,342.05,369.8936129032,359.594172043,370.393483871,12.9179737295,2047.65,10,5444,5134,1
194454.12823409,373.74,372.645,58.3333333333,0.5209761926,0.0577804601,-0.0450790942,1.1216527032,1.8424815571,376,350.7,370.3986021505,360.0010537634,371.3131182796,12.8184653457,2049.6834408602,10,5351,5444,0
187202.03626882,373.64,374.0316666667,58.3333333333,-0.026614152,-0.1248574707,0.6263709354,0.7391444784,-0.3641926003,375.48,353.01,371.2612903226,361.2742365591,372.0558494624,12.7157037251,2051.5147311828,11,4502,5351,1
190287.3350562,373.568,374.2016666667,66.6666666667,-0.0190885245,0.5707750166,0.6274254057,0.01989733,0.4039872604,376.09,366.67,372.0052043011,362.5320215054,372.8335268817,12.6289233245,2053.1788172043,11,3631,4502,0
183349.51008881,375.174,374.0616666667,58.3333333333,0.4311402742,0.4387193804,-0.0292013451,0.1382942825,-0.1273986955,376.53,374.31,372.7253763441,363.6897634409,373.4963225806,12.6941491268,2053.7251612903,11,3495,3631,1
189900.28907137,377.082,375.8983333333,66.6666666667,0.5091669249,0.1758382669,0.3558485559,0.3317792037,0.7909571029,379.52,363.38,373.392,364.8681075269,374.2405591398,12.7712545251,2055.1709677419,11,5957,3495,0
181443.05792429,376.776,376.79,66.6666666667,-0.0813625339,-0.0106550173,-0.1488691099,-0.1596043172,-1.1101657372,376.61,366.37,374.1397419355,365.8451827957,374.5958494624,12.803897521,2056.9189247312,11,6320,5957,0
169110.18461719,375.51,375.5066666667,58.3333333333,-0.3400337059,-0.5260389474,-0.6589190314,-1.3838570986,-1.65754846,369.89,358,374.5808387097,365.8081290323,374.4459139785,12.8650026755,2058.5023655914,11,6304,6320,1
177710.69924868,375.308,375.5916666667,58.3333333333,-0.0536513781,-0.0352145488,-0.3106050993,0.0891752196,1.8358988993,376,372.25,374.480516129,366.0469892473,374.6535268817,12.9107672666,2060.2008602151,11,6890,6304,0
175324.57046528,374.878,375.1533333333,50,-0.1145280193,-0.3408992999,-0.0844771541,0.7020584988,-0.4317819017,375.05,373.32,374.688516129,366.5744301075,374.6757204301,12.8242330959,2061.7762365591,10,5459,6890,1
177815.23881185,374.426,375.275,50,-0.119453829,0.128224148,0.723481684,0.1672730764,0.7663280544,376.03,373.03,374.7543010753,367.1458709677,374.8312688172,12.6915851874,2063.2483870968,10,3888,5459,0
165478.50954455,371.62,372.2383333333,50,-0.7619400169,-0.5380379061,-1.3293501745,-1.778134311,-4.3225966764,362.74,375.23,374.8294193548,366.7339569892,373.881655914,12.6773912176,2063.5484946237,10,4182,3888,0
146444.38773755,368.194,368.355,41.6666666667,-0.9502751032,-1.6468186038,-2.0518308378,-3.4609102839,-2.5992238914,352.02,374.01,373.9742795699,365.3121290323,372.2997634409,12.8101105356,2063.6475268817,10,6720,4182,0
139480.19925977,362.036,364.3633333333,33.3333333333,-1.7087243177,-2.0279599217,-2.9593892471,-2.2777855325,-1.9563471736,345.22,360,372.3919354839,363.9555268817,370.3052688172,12.7962585644,2061.6788172043,10,6203,6720,1
155639.94640617,356.94,359.8466666667,41.6666666667,-1.4097195236,-1.9537314181,-1.1641096654,-0.4465525523,1.0632420689,348.88,365.61,370.3995913979,362.2898924731,368.5944731183,12.7525313848,2060.0165591398,10,5577,6203,1
163719.57662373,351.936,356.1566666667,41.6666666667,-1.3724368694,-0.6348969177,0.0198787403,1.0079916972,0.9527413255,353.33,371.31,368.6889892473,361.1973333333,367.1459354839,12.6658331639,2056.1887096774,10,8865,5577,0
159874.33379654,350.01,351.8916666667,41.6666666667,-0.5403080457,-0.0255790842,0.6180102789,0.3953943839,-0.1619525577,351.67,373.16,367.3110967742,360.0891827957,365.8206021505,12.5495199535,2052.4441935484,9,6913,8865,1
166413.22689304,350.908,351.095,41.6666666667,0.2534788005,0.805935294,0.720166369,0.6038788908,1.3697103392,357.3,359.01,365.9837634409,359.0817204301,364.9571182796,12.4271449512,2048.7787096774,9,4059,6913,0
158320.38551248,351.666,350.59,41.6666666667,0.218379894,0.0071643502,-0.3080279748,-0.3810656834,-2.131841706,348.85,343.97,365.1619784946,358.0712688172,363.7019354839,12.5753705751,2044.7331182796,9,3847,4059,0
140137.01358798,347.696,347.8966666667,41.6666666667,-1.1715126658,-1.7025761636,-2.2161173656,-4.009031218,-5.88622073,329.05,345,363.8867956989,355.8924086022,361.2198494624,12.7026955316,2039.5972043011,9,5611,3847,0
117245.01994628,341.648,343.4133333333,33.3333333333,-1.7952243181,-2.2035422581,-3.3946264573,-4.0260188329,-2.1658169358,321.96,339.8,361.3946666667,353.0347526882,358.4136989247,12.7747900999,2037.3623655914,9,6988,5611,0
95641.4071608796,333.848,336.8183333333,33.3333333333,-2.3508982922,-3.28105045,-3.6641200313,-2.553069682,-2.9403224282,312.65,348,358.5758924731,349.6449892473,355.1468817204,12.9686929267,2038.4565591398,9,6328,6988,1
111637.02607468,326.21,331.2616666667,33.3333333333,-2.2660351742,-2.2995835412,-1.1040378116,-0.5731482495,1.7940259292,318.58,347.03,355.3000430108,346.5339569892,352.3790107527,13.0667251962,2039.2578494624,9,5563,6328,1
123015.91458318,322.768,327.14,41.6666666667,-1.0113936708,0.2073130941,0.9983564373,2.9676958701,4.1413658111,331.77,347.44,352.5405806452,344.1689247312,350.6100645161,13.0722552103,2040.0295483871,10,4905,5563,0
116657.83209858,320.96,322.3083333333,41.6666666667,-0.5571493919,-0.154982506,0.7734641348,0.2631832376,-3.6149993359,320.88,346.21,350.7621075269,342.0255698925,348.1341935484,12.9770673341,2040.7818709678,10,4041,4905,1
128470.59852478,322.872,322.7266666667,50,0.5851448636,1.4665116865,1.3573402723,-0.0346724971,3.5456543418,332.52,327.34,348.334172043,340.004516129,346.4705591398,13.0010551165,2042.2770752688,10,3612,4041,1
136150.37253384,327.722,325.2133333333,50,1.4939438437,1.4189233223,0.5114424928,2.5746634071,1.6036724724,336.9,315.23,346.7223870968,338.5393763441,345.1990967742,13.0852453894,2044.168516129,10,5168,3612,0
130265.49653616,328.668,326.945,41.6666666667,0.2949896786,-0.6666043545,0.3161939727,-1.2985362119,-4.2007448962,323.03,304.99,345.44,336.7052473118,343.0984946237,13.0531649763,2046.0067311828,10,4752,5168,0
126377.24838652,326.282,327.2,41.6666666667,-0.732376772,-0.0117211311,-1.1975129554,-2.5981056692,-0.9954664423,319.85,307.11,343.3278709677,334.6927311828,340.9052688172,12.8439358066,2048.0401075269,10,3904,4752,1
132783.51281525,327.934,326.6133333333,41.6666666667,0.5096839038,-0.2493087057,-0.8669690984,0.7999188006,2.5953040434,329.31,316.52,341.1244731183,332.8049032258,339.3783010753,13.0777433457,2050.1774623656,10,3104,3904,0
124095.97725808,324.916,326.0233333333,41.6666666667,-0.9316067672,-1.5654265771,-0.6869871375,-0.532747485,-3.6607990135,316.48,318.78,339.6544086022,330.6943655914,337.1765591398,13.4970471345,2052.2890107527,11,4621,3104,1
128217.05311167,321.06,323.7033333333,50,-1.1785369484,-0.4229849615,-0.2321578012,-1.6458887235,0.3690215665,317.64,319.9,337.4408817204,328.6750967742,335.1653763441,13.4240894546,2054.3719569893,11,10188,4621,0
121287.4269077,319.05,319.7183333333,50,-0.6320585115,-0.5412065288,-1.5867100528,-0.5496655725,-1.4683527115,313.36,327.49,335.4172473118,326.6944946237,332.9828387097,13.4808159638,2056.5129677419,11,5670,10188,0
112401.76712543,317.292,317.72,50,-0.5573086565,-1.3454618315,-0.5736827708,-1.0450349394,-0.6217171673,311.1,320.92,333.2429892473,324.8304301075,330.8095053763,13.5247121605,2058.0313978495,11,9927,5670,1
118739.96824522,315.838,317.91,50,-0.4479063473,0.3553168192,0.3507485701,1.2602992109,3.1423155892,321,316.63,331.056516129,323.1470537634,329.4186236559,13.4668644873,2057.9627311828,11,6162,9927,0
115652.53169127,315.306,315.5,41.6666666667,-0.1688148628,-0.3032739701,0.0850856104,0.4384869992,-2.2653415907,313.82,316.64,329.648516129,321.7209677419,327.6832903226,13.1255250813,2058.3064301075,11,5208,6162,1
119120.8130665,314.862,315.325,50,-0.1402716394,0.1917486287,0.462903894,-0.8768019535,0.5117376837,315.42,311.63,327.8967096774,320.3882795699,326.1931397849,12.9733242304,2057.8459354839,11,4134,5208,0
97368.0939201996,308.66,309.385,41.6666666667,-2.0865613595,-2.4527724075,-4.3178017397,-5.3440318142,-11.1998013121,280,311.22,326.3894193548,317.1270967742,322.6756989247,12.9032935377,2057.4418924731,11,5165,4134,0
55926.8153672996,299.246,301.2166666667,33.3333333333,-3.2813772818,-4.8873004996,-5.7612868025,-8.8977990457,-6.5957967792,264.55,310.26,322.7285591398,312.4250537634,318.1844086022,13.378651486,2057.0932258065,11,4629,5165,1
65455.0863693296,290.406,295.505,41.6666666667,-2.9629179877,-3.137312087,-4.3536620105,-0.9305923597,4.7346120597,276.8,310,318.2642365591,308.5460430108,314.7597849462,13.6256184077,2054.8569247312,11,5103,4629,0
65455.0863693296,283.004,288.1383333333,41.6666666667,-2.5098496696,-3.2652465079,-0.6203949065,2.3673060299,0,276.8,310.69,314.8299139785,305.7189462366,311.5450107527,13.5960172879,2051.3625591398,11,6776,5103,0
65455.0863693296,275.28,281.97,33.3333333333,-2.6121972063,-0.4652961799,1.5782040199,0,0,276.8,312.6,311.6068817204,303.0990752688,308.5462795699,13.597589764,2049.6563655914,11,8297,6776,0
65455.0863693296,274.24,275.5333333333,33.3333333333,-0.3722369439,1.1836530149,0,0,0,272.45,311.96,308.5972473118,300.656,305.7292688172,13.665134652,2050.326516129,11,7025,8297,1
75369.3359636396,280.234,277.5283333333,33.3333333333,2.1505723634,1.5045624393,2.0060832524,3.0091248786,6.0182497572,293.89,280,305.4917849462,298.0767311828,304.1817849462,13.8428151958,2049.7278494624,11,7232,7025,0
45920.5581184396,279.992,279.46,33.3333333333,-0.0876193947,-0.1095242433,-0.1460323244,-0.2190484866,-6.4563467305,275.6,255,303.9406666667,295.5618709677,301.558688172,13.9675756595,2049.1103655914,12,5995,7232,0
33161.6090742396,277.91,277.725,33.3333333333,-0.7666764664,-0.958345583,-1.2777941106,-4.9258160446,-3.3952853587,266.34,264.07,301.3199354839,292.617483871,298.4996989247,14.0116579826,2048.4837419355,12,4913,5995,1
43639.8592878396,276.034,276.1616666667,33.3333333333,-0.6894953511,-0.8618691889,-3.155242171,-1.5046898912,0.3859055762,267.1,276.8,298.2593763441,289.9520645161,295.6917849462,15.2330218257,2046.9528172043,12,4318,4913,0
-16916.3034287604,266.074,267.8616666667,33.3333333333,-3.9669041252,-6.4631925959,-6.465474551,-8.0005691471,-16.3870438705,227.01,276.8,295.4349247312,284.3990967742,290.457311828,15.2341556037,2044.9482365591,12,5980,4318,0
-141105.18851176,241.562,250.2966666667,25,-10.7883874759,-11.8713976623,-14.6967684302,-22.2381054334,-28.0891669962,172,276.8,290.2058924731,275.0255698925,281.9149247312,15.3192619534,2042.3549462366,12,7104,5980,1
-57616.7723264604,228.64,236.465,33.3333333333,-5.3430182351,-5.8299514543,-7.9019037978,-3.6593337614,20.7704994735,210.69,272.45,281.7080215054,267.1075483871,276.3073548387,15.4455049192,2038.5304731183,12,7127,7104,0
-92340.1206789604,216.968,225.205,33.3333333333,-4.9455820071,-6.2784539029,-2.9089239137,9.6811976276,-1.4081042183,208.02,271.03,276.0866021505,261.4369247312,270.7633763441,15.5247267474,2036.2167526882,12,9590,7127,0
-111462.01015836,203.422,214.0883333333,25,-5.8410858426,-3.2045963357,5.0902605512,-2.7498589099,-4.0916136015,199.69,262.08,270.5474623656,255.6396129032,264.9264301075,15.3905412738,2033.9057204301,10,6326,9590,1
-93256.8297964604,200.392,204.8266666667,33.3333333333,-1.3814308082,5.2955032388,0.1371711606,0.9098088501,5.9112313017,211.8,263.54,264.7159354839,250.2687956989,260.1169677419,15.2696599149,2031.5549032258,10,3978,6326,1
-80219.4306870604,209.378,203.05,41.6666666667,4.6558579337,0.6271975487,1.3056314711,4.0042540073,2.097276713,216.01,216,259.9086236559,245.9570967742,255.826172043,15.3491693556,2029.2672258065,10,4181,3978,0
-94348.6708727604,209.312,209.59,41.6666666667,-0.0313070766,0.3128922089,1.7810608123,-0.2840244324,-2.6653255777,211.94,152.4,255.6025591398,241.5103870968,251.4165591398,15.3328072141,2027.5280645161,10,6212,4181,1
-71188.0139620604,213.138,212.2866666667,41.6666666667,1.7594462988,3.2222112738,2.3258712646,2.4401685404,7.5456626584,227.75,168.5,251.2828602151,237.5096989247,248.3072903226,15.2809758465,2026.5131182796,10,5658,6212,1
-45782.6843488604,220.016,216.6283333333,50,3.1779354643,2.494611505,2.6270564357,5.2732474423,3.0008322263,234.08,198.04,248.2174408602,235.1115913979,245.8689892473,15.1940356335,2027.5325806452,10,6342,5658,0
-61050.9528350604,224.374,222.2866666667,50,1.958059842,1.9232556242,3.4527826916,1.4063427081,-0.18814681,233.42,192.17,245.7857204301,232.9020430108,243.6234623656,15.0902331955,2027.7939784946,10,6607,6342,1
-47257.1763557604,230.944,228.51,50,2.8272882699,4.2004417318,3.0853680896,3.1276360213,6.4434188525,249.33,195.02,243.5325376344,231.1866236559,242.5734623656,14.9210221905,2028.1301075269,12,6242,6607,1
-18496.2479278604,239.876,235.005,58.3333333333,3.8456100932,2.9205969519,2.8938518604,4.4348511956,2.4262835387,254.67,207.7,242.498516129,230.3864731183,242.0702795699,14.7532397821,2028.5482795699,12,3833,6242,1
37333.3656663396,249.404,245.6966666667,66.6666666667,3.8077789068,4.0095155769,5.4087363725,4.8913951325,7.3565067263,274.76,201.98,241.9606666667,230.6089247312,242.9814193548,14.8552785399,2029.6659139785,12,4025,3833,0
16173.5393900396,255.384,251.8333333333,58.3333333333,2.4042081086,3.0522968382,1.9219228335,1.6697424808,-4.0170217647,263.97,205,242.8794623656,230.2074193548,243.2841075269,14.8033442512,2029.3335483871,12,7066,4025,0
-11918.7953425604,255.87,252.165,58.3333333333,0.2069380409,-1.3521821621,-2.611670729,-7.5957594567,-11.1744971486,236.07,226.01,243.1918494624,228.8433763441,241.9015483871,14.6472985753,2026.6339784946,12,6908,7066,0
-37930.9647534604,253.19,252.5233333333,58.3333333333,-1.1054815863,-1.9884228675,-5.1033993988,-5.6465882159,-0.1186792832,235.12,225.55,241.819655914,227.2794408602,240.6663870968,14.4636454684,2025.8790322581,12,6662,6908,0
-58545.8016970604,247.924,249.155,50,-2.1768765918,-4.5602224213,-4.7412893068,-1.524685386,-2.9306914887,228.96,230.03,240.5523870968,226.2651827957,239.1537634409,14.2955226674,2023.3138709678,12,5496,6662,0
-77754.0807499604,236.344,242.7533333333,41.6666666667,-4.7321428503,-4.9109231217,-2.8230651127,-4.1752580275,-5.4198245663,218.04,241.33,239.0510967742,224.8037634409,237.0596774194,14.1404242244,2020.886344086,13,4584,5496,1
-59345.8281285604,228.934,234.775,50,-3.0246348564,-0.9871692833,-1.27666595,-0.4496531807,4.5205182049,226.93,254.67,237.0432258065,223.0815913979,235.8210967742,13.9021790945,2018.6103225807,13,3077,4584,1
-43733.0332289604,229.414,230.5233333333,50,0.2023029008,0.2825484468,1.3536284252,4.740354921,4.9601916372,238.38,243.1,235.8148817204,222.4406666667,235.5173333333,13.7355232092,2018.2972043011,13,3269,3077,0
-61232.5664694604,227.854,229.1766666667,41.6666666667,-0.6727962008,-0.1083223788,1.6621783504,0.2330084231,-4.494174791,227.94,225.91,235.5155483871,222.0539569892,234.6310537634,13.6536633971,2019.6598924731,13,4370,3269,0
-76216.0304521604,227.458,227.7116666667,41.6666666667,-0.1736929203,1.1378399912,0.0102805867,-2.4646749386,-0.4351750862,226.93,220,234.632172043,221.4911397849,233.758344086,13.5155664779,2020.2575268817,13,5201,4370,0
-89198.8164099604,227.44,225.6833333333,33.3333333333,-0.0083004774,-1.140505148,-3.174070743,-2.514018719,-4.5928623518,216.46,225.52,233.7623655914,220.404344086,232.335311828,13.3985865605,2022.4379569893,13,5716,5201,1
-78247.0293159604,226.728,226.7616666667,33.3333333333,-0.3162402107,-1.6353481727,-0.6824059666,-0.8060214068,2.9808195382,223.44,215.75,232.3243225806,219.4706021505,231.464516129,13.21334523,2024.3592473118,13,0,5716,1
-68583.3550063804,224.694,226.99,33.3333333333,-0.8716592543,0.0339696298,0.1903512018,2.5819579786,2.183096419,228.78,208.48,231.4663655914,219.4005376344,231.026688172,13.0743179398,2026.2084946237,11,5880,0,0
-82358.3645010804,223.872,224.5583333333,33.3333333333,-0.3638314864,-0.3459955865,1.0696266687,0.1140302339,-1.9550359513,223.92,221.79,231.0676774194,219.1591397849,230.408,12.8985264613,2028.0620430108,11,6006,5880,0
-101832.32114858,222.652,223.3766666667,33.3333333333,-0.5447981411,0.4672179116,-0.3706492973,-1.6475221555,-1.3400083597,220.91,223.79,230.4493548387,218.8892903226,229.7477849462,12.8832056623,2029.2,11,6097,6006,0
-108714.96799274,223.374,222.28,33.3333333333,0.330268466,-0.3323693021,-1.1708578757,-0.778768838,-0.2175293163,220.42,220.02,229.787311828,218.7399354839,229.1742150538,12.8972920315,2031.5965591398,11,7672,6097,0
-119391.26106924,222.61,222.7366666667,33.3333333333,-0.3449918468,-0.9770139132,-0.6510065672,-0.3065056709,-0.3954820256,219.57,210.43,229.2112688172,218.8847311828,228.6433763441,12.9424660663,2034.1608602151,11,7871,7672,1
-112426.65470206,221.55,222.675,41.6666666667,-0.4697756415,-0.0984605641,0.3153887011,0.5818477098,1.5591774452,223.02,210.59,228.6791397849,219.1287741935,228.4380645161,12.9506562796,2037.8095698925,11,7815,7871,1
-91014.1956777605,224.174,224.125,41.6666666667,1.1389989422,1.7587507677,2.4175107957,3.8240072064,6.0888369675,237,221.77,228.4718064516,219.5852688172,229.1445806452,13.1189447271,2041.9249462366,11,6489,7815,1
-71189.4426230605,231.392,229.6433333333,41.6666666667,3.0265412641,3.8375589092,5.2485725542,7.0932701086,8.0977032497,256.81,217.28,229.1749892473,220.8953763441,230.9997204301,13.334737436,2045.8553763441,11,5438,6489,0
-100362.71361546,234.434,232.0983333333,41.6666666667,1.3345592175,1.7670695282,1.8363668892,-0.2898681499,-8.6774395496,235.61,215,231.0164516129,221.4680645161,231.3778494624,13.3410114897,2049.3126881721,11,7377,5438,0
-112757.54302176,237.464,234.4783333333,41.6666666667,1.334562117,1.2784082849,-0.3250679426,-4.5364535388,-0.3954675279,234.69,215,231.3909892473,222.0704086022,231.6366236559,13.488642366,2052.2503225807,11,5864,7377,1
-99636.0018928605,241.804,238.67,50,1.8572239798,0.7993207328,-1.6334734395,1.8885096156,4.1724867592,244.6,217.99,231.6468387097,222.7744086022,232.4652688172,13.603702347,2055.7994623656,11,5400,5864,0
-112457.91351196,241.878,241.065,41.6666666667,0.0311992812,-1.985426711,0.2452442352,0.5656001168,-3.0412865256,237.37,218.01,232.4667741935,223.3988602151,232.7503655914,13.724476826,2059.1327956989,11,5701,5400,1
-103753.5737841,238.598,241.6633333333,41.6666666667,-1.3188586743,0.5207865445,0.8262045687,-0.8469365266,1.3474134724,240.61,221.37,232.7497204301,224.202,233.1979784946,13.7438485685,2062.2660215054,11,5604,5701,1
-94410.8845289605,240.568,239.745,50,0.8190539877,1.1226843666,0.1060835691,1.6797686164,2.0121237604,245,236.9,233.1957634409,225.179311828,233.896688172,13.7781974301,2065.9884946237,11,6728,5604,0
-97393.0965338105,242.71,241.375,50,0.8924435677,0.0724327699,1.1103392017,0.9918020663,-0.0285196278,245.84,227.75,233.8633763441,226.3787526882,234.551483871,13.8438758481,2069.5378494624,10,9003,6728,0
