btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_high_30,btc_low_30,btc_close_30,sp500_close_30,google_trend_2,google_trend_3,wikipedia_trend_2,class_y0
190838.901864,341.33,338.81,41.6666666667,2.1927998806,2.9480100989,3.4123522261,4.1824000586,2.3009323652,364.01,353.75,383.2805806452,395.8567526882,364.7684946237,380.1949892473,1966.3659784946,11,11,7712,0
170295.6262266,348.804,344.59,41.6666666667,2.1862453385,2.3440607439,2.5013288048,0.7200593312,-0.8608137029,360.85,322.04,380.3549677419,393.2881075269,362.1016774194,377.3235698925,1961.0146236559,11,11,7157,1
180268.8949324,355.486,351.0033333333,50,1.9366687764,1.9527718303,0.582406523,-0.2768563981,0.3071009067,362.77,275,377.4606021505,390.1846666667,359.7622150538,374.7725376344,1955.8799354839,11,11,6430,1
194519.3666439,364.148,359.2566666667,50,2.4330363992,1.5253285611,1.2667939597,2.3305977909,4.3540946751,378.48,295.89,374.9415698925,388.3245376344,357.8339354839,373.5058064516,1950.9662150538,11,11,4928,1
220603.113,371.522,368.89,58.3333333333,1.9723853142,1.8902485514,2.8072693028,4.0573535008,3.7606123266,392.99,312.37,373.6826666667,388.0480645161,356.9983225806,373.3814623656,1944.3922795699,11,11,4942,1
245425.2754571,379.396,376.8316666667,66.6666666667,2.0539541184,2.7826460738,3.6078277961,3.2346943566,2.7087763867,402.01,326.93,373.5633333333,388.7712258065,357.8221935484,374.1362150538,1938.6715698925,11,11,7950,0
226277.5850367,386.122,381.9166666667,66.6666666667,1.7819326665,2.1506406065,1.416155917,0.2439277122,-2.2209209623,394.52,349,374.2087311828,388.7492043011,358.5306021505,374.4744301075,1931.3809677419,11,11,8027,0
203501.0696158,390.512,385.76,66.6666666667,1.177362479,0.38317943,-0.7426315355,-2.4683354966,-2.7157500309,384.19,351.1,374.5288817204,388.5458924731,358.3943655914,374.2918924731,1924.628,11,11,7307,0
192993.2433285,391.62,389.3683333333,66.6666666667,0.2909104009,-0.5765150805,-1.6716122362,-1.3969578731,-0.0781657153,383.2,352.1,374.3437634409,387.6644946237,358.5112473118,374.2578924731,1920.1632043011,11,11,5958,1
200068.0687564,391.216,391.4466666667,66.6666666667,-0.1031693598,-0.8061557964,-0.3345674077,0.8560239039,1.7902135231,390.59,354.71,374.2652903226,387.6826021505,359.1739569892,374.818172043,1915.9575483871,13,11,5360,0
196825.69507662,388.046,390.6016666667,58.3333333333,-0.8017156111,-0.4469142734,0.3093643125,0.5031293264,-0.7839548703,389.06,368.07,374.8136774194,387.6243655914,360.4193333333,375.2556989247,1912.0341505376,13,11,4141,0
184743.89565182,385.384,386.9066666667,50,-0.686388634,-0.1790482848,-0.212675808,-1.2141204735,-1.6442860767,381,390.48,375.3408387097,387.4086021505,361.0835913979,375.3033978495,1909.6407741936,13,11,4228,1
192697.2187019,385.756,385.455,50,0.0966536905,0.1403585419,-0.4095931184,-0.2224122425,1.1994615917,385.79,385.92,375.3626236559,387.4669462366,361.9568817204,375.7071182796,1909.9623655914,13,11,5543,0
184381.56850593,385.434,385.1366666667,50,-0.0841072691,-0.5526874672,-0.4755983328,0.1087455391,-0.9819705135,382.05,370.1,375.7577849462,387.2663225806,362.9196774194,375.8971612903,1909.6268817204,13,11,5410,0
163323.12794053,378.754,380.725,41.6666666667,-1.7878591492,-2.038835219,-2.1703515997,-3.8552581954,-6.7285458773,356.81,370.96,375.9438709677,386.8310967742,362.1367956989,374.5221075269,1910.7779569893,13,11,5379,1
178962.63245773,373.02,375.4383333333,41.6666666667,-1.5372184973,-1.5104516025,-2.4137560006,-3.1296487441,0.4692483891,358.78,377,374.5396774194,385.1978494624,360.922516129,373.4313333333,1912.8725806452,13,11,5075,0
167866.83331873,366.516,368.965,33.3333333333,-1.7833425812,-2.5290436244,-3.0447346614,-1.2028290535,-2.8749064961,348.69,385,373.443311828,383.4350752688,359.6671397849,371.823827957,1915.0344086022,11,13,4517,1
175783.68768892,360.39,364.6266666667,33.3333333333,-1.6544063415,-1.8225152985,-0.1871717722,-0.5153818529,1.8441427903,355.19,376.2,371.835311828,382.0632688172,358.7497849462,370.7642150538,1917.2,11,13,3506,0
166243.01601126,353.982,358.6583333333,33.3333333333,-1.7518432137,-0.5076675477,-0.8333061934,0.187493958,-1.4691548743,351.03,378.98,370.778516129,380.5212473118,358.2481935484,369.4744731183,1919.2231182796,11,13,3829,1
173246.95246206,353.938,354.4783333333,41.6666666667,-0.0123225142,-0.13271524,0.781348512,0.2499513729,1.9690576201,355.71,380,369.5606236559,379.1423225806,357.9052258065,368.7450967742,1922.7709677419,11,13,5071,0
159990.69798086,349.306,350.8983333333,41.6666666667,-1.334288726,-0.9491342834,-1.8802266413,-2.0857625249,-6.1405826698,336.37,352.4,368.748172043,377.6326236559,356.5214193548,366.683655914,1925.8102150538,11,13,5373,1
174110.46316766,348.796,348.7783333333,41.6666666667,-0.1467991565,-0.6445346432,-0.3696612329,-1.5390206594,3.0625413511,346.14,344.34,366.7302150538,375.983655914,355.1842150538,365.3785591398,1929.8919354839,11,13,5338,0
166584.70592238,345.358,346.995,41.6666666667,-0.9921678796,-0.8729211309,-1.8202473813,0.339920263,-2.382700825,337.99,341.22,365.4238709677,374.1170967742,354.0924086022,363.6443225806,1935.4080645161,11,13,5040,0
151614.14806678,340.298,341.915,41.6666666667,-1.5006295075,-2.3680512894,-1.1105408292,-3.1970819194,-4.0114630138,324.55,344.5,363.6850967742,371.8013548387,351.8711612903,361.1534623656,1940.7720430108,10,11,4830,0
143278.73120528,333.778,337.6416666667,33.3333333333,-1.9153944122,-0.8590973477,-2.1663102473,-2.0581149585,-0.1047669032,324.23,349.21,361.18,368.9098064516,349.8741935484,358.7481505376,1945.9790322581,10,11,4333,1
154555.00368558,331.738,332.3983333333,41.6666666667,-0.6171088467,-1.5370213962,-1.2551282533,0.123039127,0.3508451572,326.45,350.09,358.7655268817,366.4458064516,348.2439139785,356.4903225806,1951.0435483871,10,11,5402,1
168258.08165448,328.554,331.485,50,-0.9416843699,-0.5814302561,0.5619139965,0.8952544464,1.4396637355,329.96,333.33,356.5684301075,363.9783225806,346.4353548387,354.5385376344,1955.6440860215,10,11,6180,1
183631.48154638,328.632,330.1916666667,50,0.0230643017,1.0316961305,1.4105171418,1.9403531341,2.4410425327,338.37,332.99,354.5973333333,362.2519784946,345.0977634409,353.0987956989,1961.0021505376,10,11,6211,1
197920.27819948,333.69,332.1916666667,58.3333333333,1.5000580708,1.9012643143,2.4180706999,2.9072741822,3.3735058316,349.99,335.5,353.1534623656,361.1078494624,344.1713333333,352.3870322581,1966.8220430108,10,11,6257,0
190677.15277472,337.25,335.1016666667,50,1.0684890768,1.2479000568,1.1839788305,0.5554469794,-2.2626118728,342.16,316.61,352.438172043,359.8677849462,343.4599569892,351.1374408602,1972.2978494624,10,11,7201,1
194448.18526392,341.228,338.6066666667,58.3333333333,1.1862350341,1.1228778587,0.6834896341,-0.6615184647,0.9395749435,346.19,318.24,351.1850537634,358.3585806452,342.732516129,350.1254193548,1977.635483871,9,10,7072,1
204985.34474282,348.138,345.1516666667,58.3333333333,1.9901583795,1.8774373411,1.3787478443,3.1994277029,5.4592804623,365.37,322.74,350.2211182796,358.152172043,342.2037849462,350.4037634409,1982.7559139785,9,10,4779,1
224258.41934252,353.748,351.1866666667,66.6666666667,1.5927596569,1.1475731133,2.284301442,2.9566646912,0.4540489201,366.43,320,350.5329247312,358.7120645161,342.5883870968,350.7808602151,1988.109139785,9,10,4819,1
231960.84116104,357.88,356.565,66.6666666667,1.1470727691,1.9994939296,2.3528002583,0.7995601563,1.1450713925,370.09,328.8,350.9033978495,358.8478494624,343.1540645161,351.420688172,1993.3231182796,9,10,6538,1
276001.24325664,374.774,369.3383333333,75,4.4127732627,5.2810728425,5.2216703025,7.6054809938,14.065890595,426.64,336.27,351.5021290323,363.0921935484,344.3251827957,355.688172043,1998.1989247312,9,10,6645,0
226116.73127464,389.882,382.4666666667,75,3.9558467144,3.5799882774,4.6219680632,6.3604163986,-1.3450577979,417.85,340.4,355.7672903226,368.506,346.247311828,359.5147311828,2002.5790322581,9,10,6842,0
204459.02083974,396.924,391.565,75,1.8429505576,2.190175967,2.5385441585,-3.2251290597,-5.1052003216,399.97,340.6,359.3929892473,371.6735053763,348.2789677419,361.9519354839,2006.8747311828,9,10,7659,0
190030.25176874,399.036,393.6016666667,66.6666666667,0.5682230944,0.4240110199,-4.1232821718,-5.5123943588,-5.9195883961,376.97,343.4,361.8310752688,373.9627741935,349.4170107527,362.894172043,2010.759139785,10,9,6531,1
199710.74402422,402.878,397.5066666667,66.6666666667,1.0105895843,-2.2532356684,-2.5559616252,-1.281342277,3.3569038421,389.86,357.3,362.7735698925,375.4459784946,350.944516129,364.6816989247,2014.2403225807,10,9,4416,0
175401.30483542,395.09,400.3466666667,58.3333333333,-1.914221517,-2.0565124467,-1.0402831551,1.3993694654,-0.5581649113,388.72,360.28,364.5632043011,378.2001505376,352.4633333333,366.3158709677,2017.4967741936,10,9,4626,0
160196.04888252,385.88,391.7216666667,50,-2.3172114863,-1.6202142775,-0.1870895713,-1.9590862779,-3.3600076446,374.87,369.85,366.2649677419,379.602688172,353.7283870968,367.1298064516,2020.976344086,10,9,6534,1
169181.03010592,381.69,384.7383333333,58.3333333333,-1.0759837647,0.1349173931,-0.9390780898,-1.1295346791,1.1009382863,379.04,381.55,367.0772043011,380.4721290323,355.0687096774,368.238688172,2024.0150537634,10,9,7015,0
152800.13540562,377.586,377.4866666667,50,-1.1193715411,-2.2384403869,-2.7985322121,-2.5177944959,-6.1365272782,356.47,382.95,368.1889892473,381.0546021505,355.1348387097,367.8967741935,2027.0435483871,10,9,6166,0
137551.24884222,369.854,373.1883333333,41.6666666667,-2.0886367711,-2.4712547361,-2.1750037666,-3.8129747931,-1.489422308,351.19,369,367.8488602151,380.1584731183,354.6303870968,367.2779569892,2030.4559139785,10,9,5765,1
144256.94652847,362.94,367.065,41.6666666667,-1.8679621739,-1.4949508063,-2.3602471705,-0.4721071166,0.5452080747,354.29,375,367.2311397849,379.8076774194,354.7656129032,366.8493333333,2033.5741935484,11,10,5161,1
152228.79335937,361.398,363.645,41.6666666667,-0.4156203739,-0.794760039,0.9858290407,2.2234547151,3.9017013554,367.17,375,366.8797849462,379.985311828,355.0535268817,367.3358924731,2036.4435483871,11,10,3711,1
171308.47009257,360.79,363.83,41.6666666667,-0.1610562066,1.3328115613,2.2735561844,3.1377302392,2.3737591229,375.99,371,367.3648172043,381.2057634409,356.2040860215,368.3736129032,2039.464516129,11,10,62269,1
187465.16530407,364.97,363.5533333333,50,1.1395210736,1.7967569189,2.213939867,1.3700591228,0.3663591227,377.05,371.7,368.4008387097,382.6901075269,357.7928172043,369.441655914,2042.2537634409,11,10,5100,0
174443.87125817,368.43,365.5583333333,50,0.9616969974,1.065819228,0.1205251856,-1.0060917831,-2.378542689,368.5,351.8,369.4465376344,383.0802365591,358.6122795699,369.8897204301,2045.1177419355,11,10,5134,1
180662.26099179,371.802,368.6883333333,58.3333333333,0.9328201523,0.1905998515,-0.5371199056,-0.9888594198,0.4008238494,369.98,342.05,369.8936129032,383.1751612903,359.594172043,370.393483871,2047.65,11,10,5444,1
194454.12823409,373.74,372.645,58.3333333333,0.5209761926,0.0577804601,-0.0450790942,1.1216527032,1.8424815571,376,350.7,370.3986021505,383.6237849462,360.0010537634,371.3131182796,2049.6834408602,11,10,5351,0
187202.03626882,373.64,374.0316666667,58.3333333333,-0.026614152,-0.1248574707,0.6263709354,0.7391444784,-0.3641926003,375.48,353.01,371.2612903226,384.3572473118,361.2742365591,372.0558494624,2051.5147311828,10,11,4502,1
190287.3350562,373.568,374.2016666667,66.6666666667,-0.0190885245,0.5707750166,0.6274254057,0.01989733,0.4039872604,376.09,366.67,372.0052043011,384.7206666667,362.5320215054,372.8335268817,2053.1788172043,10,11,3631,0
183349.51008881,375.174,374.0616666667,58.3333333333,0.4311402742,0.4387193804,-0.0292013451,0.1382942825,-0.1273986955,376.53,374.31,372.7253763441,385.0315483871,363.6897634409,373.4963225806,2053.7251612903,10,11,3495,1
189900.28907137,377.082,375.8983333333,66.6666666667,0.5091669249,0.1758382669,0.3558485559,0.3317792037,0.7909571029,379.52,363.38,373.392,385.2857849462,364.8681075269,374.2405591398,2055.1709677419,10,11,5957,0
181443.05792429,376.776,376.79,66.6666666667,-0.0813625339,-0.0106550173,-0.1488691099,-0.1596043172,-1.1101657372,376.61,366.37,374.1397419355,385.4332258065,365.8451827957,374.5958494624,2056.9189247312,10,11,6320,0
169110.18461719,375.51,375.5066666667,58.3333333333,-0.3400337059,-0.5260389474,-0.6589190314,-1.3838570986,-1.65754846,369.89,358,374.5808387097,385.2165591398,365.8081290323,374.4459139785,2058.5023655914,10,11,6304,1
177710.69924868,375.308,375.5916666667,58.3333333333,-0.0536513781,-0.0352145488,-0.3106050993,0.0891752196,1.8358988993,376,372.25,374.480516129,384.8298064516,366.0469892473,374.6535268817,2060.2008602151,10,11,6890,0
175324.57046528,374.878,375.1533333333,50,-0.1145280193,-0.3408992999,-0.0844771541,0.7020584988,-0.4317819017,375.05,373.32,374.688516129,384.3124731183,366.5744301075,374.6757204301,2061.7762365591,9,10,5459,1
177815.23881185,374.426,375.275,50,-0.119453829,0.128224148,0.723481684,0.1672730764,0.7663280544,376.03,373.03,374.7543010753,383.7766666667,367.1458709677,374.8312688172,2063.2483870968,9,10,3888,0
165478.50954455,371.62,372.2383333333,50,-0.7619400169,-0.5380379061,-1.3293501745,-1.778134311,-4.3225966764,362.74,375.23,374.8294193548,383.1708602151,366.7339569892,373.881655914,2063.5484946237,9,10,4182,0
146444.38773755,368.194,368.355,41.6666666667,-0.9502751032,-1.6468186038,-2.0518308378,-3.4609102839,-2.5992238914,352.02,374.01,373.9742795699,381.684172043,365.3121290323,372.2997634409,2063.6475268817,9,10,6720,0
139480.19925977,362.036,364.3633333333,33.3333333333,-1.7087243177,-2.0279599217,-2.9593892471,-2.2777855325,-1.9563471736,345.22,360,372.3919354839,379.5012688172,363.9555268817,370.3052688172,2061.6788172043,9,10,6203,1
155639.94640617,356.94,359.8466666667,41.6666666667,-1.4097195236,-1.9537314181,-1.1641096654,-0.4465525523,1.0632420689,348.88,365.61,370.3995913979,378.0597204301,362.2898924731,368.5944731183,2060.0165591398,9,10,5577,1
163719.57662373,351.936,356.1566666667,41.6666666667,-1.3724368694,-0.6348969177,0.0198787403,1.0079916972,0.9527413255,353.33,371.31,368.6889892473,376.2566451613,361.1973333333,367.1459354839,2056.1887096774,9,10,8865,0
159874.33379654,350.01,351.8916666667,41.6666666667,-0.5403080457,-0.0255790842,0.6180102789,0.3953943839,-0.1619525577,351.67,373.16,367.3110967742,374.3477849462,360.0891827957,365.8206021505,2052.4441935484,10,9,6913,1
166413.22689304,350.908,351.095,41.6666666667,0.2534788005,0.805935294,0.720166369,0.6038788908,1.3697103392,357.3,359.01,365.9837634409,372.9684086022,359.0817204301,364.9571182796,2048.7787096774,10,9,4059,0
158320.38551248,351.666,350.59,41.6666666667,0.218379894,0.0071643502,-0.3080279748,-0.3810656834,-2.131841706,348.85,343.97,365.1619784946,371.5911827957,358.0712688172,363.7019354839,2044.7331182796,10,9,3847,0
140137.01358798,347.696,347.8966666667,41.6666666667,-1.1715126658,-1.7025761636,-2.2161173656,-4.009031218,-5.88622073,329.05,345,363.8867956989,369.8084086022,355.8924086022,361.2198494624,2039.5972043011,10,9,5611,0
117245.01994628,341.648,343.4133333333,33.3333333333,-1.7952243181,-2.2035422581,-3.3946264573,-4.0260188329,-2.1658169358,321.96,339.8,361.3946666667,367.2618709677,353.0347526882,358.4136989247,2037.3623655914,10,9,6988,0
95641.4071608796,333.848,336.8183333333,33.3333333333,-2.3508982922,-3.28105045,-3.6641200313,-2.553069682,-2.9403224282,312.65,348,358.5758924731,364.2155698925,349.6449892473,355.1468817204,2038.4565591398,10,9,6328,1
111637.02607468,326.21,331.2616666667,33.3333333333,-2.2660351742,-2.2995835412,-1.1040378116,-0.5731482495,1.7940259292,318.58,347.03,355.3000430108,360.9557849462,346.5339569892,352.3790107527,2039.2578494624,10,9,5563,1
123015.91458318,322.768,327.14,41.6666666667,-1.0113936708,0.2073130941,0.9983564373,2.9676958701,4.1413658111,331.77,347.44,352.5405806452,358.677483871,344.1689247312,350.6100645161,2040.0295483871,11,10,4905,0
116657.83209858,320.96,322.3083333333,41.6666666667,-0.5571493919,-0.154982506,0.7734641348,0.2631832376,-3.6149993359,320.88,346.21,350.7621075269,356.4596129032,342.0255698925,348.1341935484,2040.7818709678,11,10,4041,1
128470.59852478,322.872,322.7266666667,50,0.5851448636,1.4665116865,1.3573402723,-0.0346724971,3.5456543418,332.52,327.34,348.334172043,354.4064301075,340.004516129,346.4705591398,2042.2770752688,11,10,3612,1
136150.37253384,327.722,325.2133333333,50,1.4939438437,1.4189233223,0.5114424928,2.5746634071,1.6036724724,336.9,315.23,346.7223870968,352.744516129,338.5393763441,345.1990967742,2044.168516129,11,10,5168,0
130265.49653616,328.668,326.945,41.6666666667,0.2949896786,-0.6666043545,0.3161939727,-1.2985362119,-4.2007448962,323.03,304.99,345.44,351.0219784946,336.7052473118,343.0984946237,2046.0067311828,11,10,4752,0
126377.24838652,326.282,327.2,41.6666666667,-0.732376772,-0.0117211311,-1.1975129554,-2.5981056692,-0.9954664423,319.85,307.11,343.3278709677,348.5632903226,334.6927311828,340.9052688172,2048.0401075269,11,10,3904,1
132783.51281525,327.934,326.6133333333,41.6666666667,0.5096839038,-0.2493087057,-0.8669690984,0.7999188006,2.5953040434,329.31,316.52,341.1244731183,346.7923225806,332.8049032258,339.3783010753,2050.1774623656,11,10,3104,0
124095.97725808,324.916,326.0233333333,41.6666666667,-0.9316067672,-1.5654265771,-0.6869871375,-0.532747485,-3.6607990135,316.48,318.78,339.6544086022,344.9493548387,330.6943655914,337.1765591398,2052.2890107527,11,11,4621,1
128217.05311167,321.06,323.7033333333,50,-1.1785369484,-0.4229849615,-0.2321578012,-1.6458887235,0.3690215665,317.64,319.9,337.4408817204,342.5763225806,328.6750967742,335.1653763441,2054.3719569893,11,11,10188,0
121287.4269077,319.05,319.7183333333,50,-0.6320585115,-0.5412065288,-1.5867100528,-0.5496655725,-1.4683527115,313.36,327.49,335.4172473118,340.3735698925,326.6944946237,332.9828387097,2056.5129677419,11,11,5670,0
112401.76712543,317.292,317.72,50,-0.5573086565,-1.3454618315,-0.5736827708,-1.0450349394,-0.6217171673,311.1,320.92,333.2429892473,338.0963225806,324.8304301075,330.8095053763,2058.0313978495,11,11,9927,1
118739.96824522,315.838,317.91,50,-0.4479063473,0.3553168192,0.3507485701,1.2602992109,3.1423155892,321,316.63,331.056516129,336.2322365591,323.1470537634,329.4186236559,2057.9627311828,11,11,6162,0
115652.53169127,315.306,315.5,41.6666666667,-0.1688148628,-0.3032739701,0.0850856104,0.4384869992,-2.2653415907,313.82,316.64,329.648516129,334.5,321.7209677419,327.6832903226,2058.3064301075,11,11,5208,1
119120.8130665,314.862,315.325,50,-0.1402716394,0.1917486287,0.462903894,-0.8768019535,0.5117376837,315.42,311.63,327.8967096774,332.6433763441,320.3882795699,326.1931397849,2057.8459354839,11,11,4134,0
97368.0939201996,308.66,309.385,41.6666666667,-2.0865613595,-2.4527724075,-4.3178017397,-5.3440318142,-11.1998013121,280,311.22,326.3894193548,330.9009247312,317.1270967742,322.6756989247,2057.4418924731,12,11,5165,0
55926.8153672996,299.246,301.2166666667,33.3333333333,-3.2813772818,-4.8873004996,-5.7612868025,-8.8977990457,-6.5957967792,264.55,310.26,322.7285591398,327.5384946237,312.4250537634,318.1844086022,2057.0932258065,12,11,4629,1
65455.0863693296,290.406,295.505,41.6666666667,-2.9629179877,-3.137312087,-4.3536620105,-0.9305923597,4.7346120597,276.8,310,318.2642365591,323.7605806452,308.5460430108,314.7597849462,2054.8569247312,12,11,5103,0
65455.0863693296,283.004,288.1383333333,41.6666666667,-2.5098496696,-3.2652465079,-0.6203949065,2.3673060299,0,276.8,310.69,314.8299139785,319.9847956989,305.7189462366,311.5450107527,2051.3625591398,12,11,6776,0
65455.0863693296,275.28,281.97,33.3333333333,-2.6121972063,-0.4652961799,1.5782040199,0,0,276.8,312.6,311.6068817204,316.4255698925,303.0990752688,308.5462795699,2049.6563655914,12,11,8297,0
65455.0863693296,274.24,275.5333333333,33.3333333333,-0.3722369439,1.1836530149,0,0,0,272.45,311.96,308.5972473118,313.0823870968,300.656,305.7292688172,2050.326516129,12,11,7025,1
75369.3359636396,280.234,277.5283333333,33.3333333333,2.1505723634,1.5045624393,2.0060832524,3.0091248786,6.0182497572,293.89,280,305.4917849462,311.7473548387,298.0767311828,304.1817849462,2049.7278494624,12,11,7232,0
45920.5581184396,279.992,279.46,33.3333333333,-0.0876193947,-0.1095242433,-0.1460323244,-0.2190484866,-6.4563467305,275.6,255,303.9406666667,309.8719784946,295.5618709677,301.558688172,2049.1103655914,10,12,5995,0
33161.6090742396,277.91,277.725,33.3333333333,-0.7666764664,-0.958345583,-1.2777941106,-4.9258160446,-3.3952853587,266.34,264.07,301.3199354839,307.2388172043,292.617483871,298.4996989247,2048.4837419355,10,12,4913,1
43639.8592878396,276.034,276.1616666667,33.3333333333,-0.6894953511,-0.8618691889,-3.155242171,-1.5046898912,0.3859055762,267.1,276.8,298.2593763441,304.2236129032,289.9520645161,295.6917849462,2046.9528172043,10,12,4318,0
-16916.3034287604,266.074,267.8616666667,33.3333333333,-3.9669041252,-6.4631925959,-6.465474551,-8.0005691471,-16.3870438705,227.01,276.8,295.4349247312,301.1085806452,284.3990967742,290.457311828,2044.9482365591,10,12,5980,0
-141105.18851176,241.562,250.2966666667,25,-10.7883874759,-11.8713976623,-14.6967684302,-22.2381054334,-28.0891669962,172,276.8,290.2058924731,295.7856989247,275.0255698925,281.9149247312,2042.3549462366,10,12,7104,1
-57616.7723264604,228.64,236.465,33.3333333333,-5.3430182351,-5.8299514543,-7.9019037978,-3.6593337614,20.7704994735,210.69,272.45,281.7080215054,290.9288602151,267.1075483871,276.3073548387,2038.5304731183,10,12,7127,0
-92340.1206789604,216.968,225.205,33.3333333333,-4.9455820071,-6.2784539029,-2.9089239137,9.6811976276,-1.4081042183,208.02,271.03,276.0866021505,285.6267526882,261.4369247312,270.7633763441,2036.2167526882,10,12,9590,0
-111462.01015836,203.422,214.0883333333,25,-5.8410858426,-3.2045963357,5.0902605512,-2.7498589099,-4.0916136015,199.69,262.08,270.5474623656,279.9021505376,255.6396129032,264.9264301075,2033.9057204301,12,10,6326,1
-93256.8297964604,200.392,204.8266666667,33.3333333333,-1.3814308082,5.2955032388,0.1371711606,0.9098088501,5.9112313017,211.8,263.54,264.7159354839,275.0110322581,250.2687956989,260.1169677419,2031.5549032258,12,10,3978,1
-80219.4306870604,209.378,203.05,41.6666666667,4.6558579337,0.6271975487,1.3056314711,4.0042540073,2.097276713,216.01,216,259.9086236559,270.2622795699,245.9570967742,255.826172043,2029.2672258065,12,10,4181,0
-94348.6708727604,209.312,209.59,41.6666666667,-0.0313070766,0.3128922089,1.7810608123,-0.2840244324,-2.6653255777,211.94,152.4,255.6025591398,265.4880645161,241.5103870968,251.4165591398,2027.5280645161,12,10,6212,1
-71188.0139620604,213.138,212.2866666667,41.6666666667,1.7594462988,3.2222112738,2.3258712646,2.4401685404,7.5456626584,227.75,168.5,251.2828602151,261.7422365591,237.5096989247,248.3072903226,2026.5131182796,12,10,5658,1
-45782.6843488604,220.016,216.6283333333,50,3.1779354643,2.494611505,2.6270564357,5.2732474423,3.0008322263,234.08,198.04,248.2174408602,258.8740215054,235.1115913979,245.8689892473,2027.5325806452,12,10,6342,0
-61050.9528350604,224.374,222.2866666667,50,1.958059842,1.9232556242,3.4527826916,1.4063427081,-0.18814681,233.42,192.17,245.7857204301,256.2853548387,232.9020430108,243.6234623656,2027.7939784946,12,10,6607,1
-47257.1763557604,230.944,228.51,50,2.8272882699,4.2004417318,3.0853680896,3.1276360213,6.4434188525,249.33,195.02,243.5325376344,254.5495913979,231.1866236559,242.5734623656,2028.1301075269,13,12,6242,1
-18496.2479278604,239.876,235.005,58.3333333333,3.8456100932,2.9205969519,2.8938518604,4.4348511956,2.4262835387,254.67,207.7,242.498516129,253.4246451613,230.3864731183,242.0702795699,2028.5482795699,13,12,3833,1
37333.3656663396,249.404,245.6966666667,66.6666666667,3.8077789068,4.0095155769,5.4087363725,4.8913951325,7.3565067263,274.76,201.98,241.9606666667,255.8738924731,230.6089247312,242.9814193548,2029.6659139785,13,12,4025,0
16173.5393900396,255.384,251.8333333333,58.3333333333,2.4042081086,3.0522968382,1.9219228335,1.6697424808,-4.0170217647,263.97,205,242.8794623656,256.3397204301,230.2074193548,243.2841075269,2029.3335483871,13,12,7066,0
-11918.7953425604,255.87,252.165,58.3333333333,0.2069380409,-1.3521821621,-2.611670729,-7.5957594567,-11.1744971486,236.07,226.01,243.1918494624,256.1157634409,228.8433763441,241.9015483871,2026.6339784946,13,12,6908,0
-37930.9647534604,253.19,252.5233333333,58.3333333333,-1.1054815863,-1.9884228675,-5.1033993988,-5.6465882159,-0.1186792832,235.12,225.55,241.819655914,254.4414623656,227.2794408602,240.6663870968,2025.8790322581,13,12,6662,0
-58545.8016970604,247.924,249.155,50,-2.1768765918,-4.5602224213,-4.7412893068,-1.524685386,-2.9306914887,228.96,230.03,240.5523870968,253.1082150538,226.2651827957,239.1537634409,2023.3138709678,13,12,5496,0
-77754.0807499604,236.344,242.7533333333,41.6666666667,-4.7321428503,-4.9109231217,-2.8230651127,-4.1752580275,-5.4198245663,218.04,241.33,239.0510967742,251.2816774194,224.8037634409,237.0596774194,2020.886344086,11,13,4584,1
-59345.8281285604,228.934,234.775,50,-3.0246348564,-0.9871692833,-1.27666595,-0.4496531807,4.5205182049,226.93,254.67,237.0432258065,249.5243870968,223.0815913979,235.8210967742,2018.6103225807,11,13,3077,1
-43733.0332289604,229.414,230.5233333333,50,0.2023029008,0.2825484468,1.3536284252,4.740354921,4.9601916372,238.38,243.1,235.8148817204,248.5271182796,222.4406666667,235.5173333333,2018.2972043011,11,13,3269,0
-61232.5664694604,227.854,229.1766666667,41.6666666667,-0.6727962008,-0.1083223788,1.6621783504,0.2330084231,-4.494174791,227.94,225.91,235.5155483871,247.8457634409,222.0539569892,234.6310537634,2019.6598924731,11,13,4370,0
-76216.0304521604,227.458,227.7116666667,41.6666666667,-0.1736929203,1.1378399912,0.0102805867,-2.4646749386,-0.4351750862,226.93,220,234.632172043,246.397311828,221.4911397849,233.758344086,2020.2575268817,11,13,5201,0
-89198.8164099604,227.44,225.6833333333,33.3333333333,-0.0083004774,-1.140505148,-3.174070743,-2.514018719,-4.5928623518,216.46,225.52,233.7623655914,244.9252043011,220.404344086,232.335311828,2022.4379569893,11,13,5716,1
-78247.0293159604,226.728,226.7616666667,33.3333333333,-0.3162402107,-1.6353481727,-0.6824059666,-0.8060214068,2.9808195382,223.44,215.75,232.3243225806,243.353311828,219.4706021505,231.464516129,2024.3592473118,11,13,0,1
-68583.3550063804,224.694,226.99,33.3333333333,-0.8716592543,0.0339696298,0.1903512018,2.5819579786,2.183096419,228.78,208.48,231.4663655914,242.2316129032,219.4005376344,231.026688172,2026.2084946237,11,11,5880,0
-82358.3645010804,223.872,224.5583333333,33.3333333333,-0.3638314864,-0.3459955865,1.0696266687,0.1140302339,-1.9550359513,223.92,221.79,231.0676774194,241.3210107527,219.1591397849,230.408,2028.0620430108,11,11,6006,0
