btc_sma10_1,btc_wma_10_1,btc_mom_1,btc_stcK_1,btc_stcD_1,btc_rsi_1,btc_macd_1,btc_lw_1,btc_ao_1,btc_cci_1,btc_open_0,class_y0
526.139,503.2018181818,-110.48,10.0069086464,12.3360299199,27.3547538519,-27.8581365236,89.9930913536,0.5482546201,-151.7030837438,454.81,1
517.506,494.6274545455,-82.02,22.8677839851,14.9785334049,33.7335452091,-30.6355814496,77.1322160149,0.951846738,-107.5853964529,478.98,0
505.306,480.3536363636,-146.99,4.9641478213,12.6129468176,29.1674951376,-33.5014113236,95.0358521787,0.2462296091,-119.3002060376,438.9,1
491.81,470.4852727273,-132.74,18.2093132398,15.3470816821,32.1437890122,-36.0041195161,81.7906867602,0.5318060953,-112.9560377767,451.03,1
478.653,463.2834545455,-129.29,20.4487506374,14.5407372328,32.4411134535,-38.0473066366,79.5512493626,0.2948137835,-93.3188563843,450,1
466.984,460.7647272727,-10.2,27.5879653238,22.0820097337,35.7082380751,-39.4076244575,72.4120346762,0.5350318471,-71.1819173336,464.8,0
465.111,458.8167272727,-45.74,22.754830302,23.5971820877,34.4921456101,-40.3148961434,77.245169698,0.0135135135,-59.8557358105,459.97,0
459.621,455.5438181818,-44.88,17.624651771,22.6558157989,33.1851530172,-40.9449032548,82.375348229,0.4354040682,-54.8191932544,447.11,1
455.779,454.4436363636,-6.43,21.2974017852,20.5589612861,35.054222989,-41.1717130448,78.7025982148,0.935840708,-45.5792937088,453.57,0
453.948,451.882,-13.14,15.4580613971,18.1267049844,33.2141127427,-41.2296166202,84.5419386029,0.1940686785,-45.3477587928,441.69,0
444.777,435.3678181818,-115.86,3.1817921229,13.3124184351,24.1754669772,-42.3381854769,96.8182078771,0.0090705619,-85.7644557364,363.1,1
439.179,431.4083636364,-16,48.8924143604,22.5107559602,38.0190539486,-42.9953302497,51.1075856396,0.7475927729,-69.7476839918,423,1
437.621,428.5430909091,-27.61,49.1391973676,33.7378012837,38.1044132311,-43.2303866279,50.8608026324,0.6400310318,-40.4360902758,424.91,0
434.148,424.6665454545,-35.9,44.9556378166,47.6624165149,37.1698708662,-43.2036287797,55.0443621834,0.141549526,-43.219439693,416.29,1
434.778,429.0941818182,-6.3,69.751454257,54.6154298137,45.674317279,-42.2424273747,30.248545743,0.876119403,-8.5237310772,459.99,1
440.398,444.7709090909,64.73,95.8986028789,70.2018983175,55.3201925025,-39.6524925836,4.1013971211,0.9293557349,41.7523094293,523.1,1
447.771,461.0621818182,82.89,91.3548820902,85.6683130754,56.5174796785,-35.9435021263,8.6451179098,0.5001852538,60.7793690119,529.26,0
453.069,470.5747272727,46.52,76.9895778301,88.0810209331,51.5714681975,-32.1228147348,23.0104221699,0.0728387962,45.3703261698,500.09,0
456.023,476.0367272727,41.42,68.8343499352,79.0596032851,48.9523686797,-28.6300962058,31.1656500648,0.1860968353,29.9255109822,482.1,1
462.234,484.7234545455,140.68,78.7714326882,74.8651201511,52.1417524845,-25.1306856361,21.2285673118,0.7024841132,37.8112779171,505.18,0
475.922,491.59,77,76.9463522405,74.8507116213,51.5052639338,-21.813874374,23.0536477595,0.5410114747,46.7754215286,501.07,0
483.296,495.3750909091,73.32,75.3806253302,77.0328034196,50.9308766579,-18.7876787115,24.6193746698,0.6,44.6003897752,497.98,0
489.954,496.594,73.7,72.1435089573,74.8234955093,49.6968929911,-16.1669852972,27.8564910427,0.414213198,35.6534922518,490,1
497.524,496.966,33.5,73.1040776139,73.5427373005,50.0833740941,-13.8690772538,26.8959223861,0.4910292729,32.0693732942,491.94,1
501.894,497.8161818182,-18.8,78.0029777628,74.416854778,52.1044538091,-11.6995994889,21.9970222372,0.52,37.7127059395,502.15,0
496.446,491.3845454545,-63.48,45.9824980111,65.696517796,45.2088673897,-10.2669347514,54.0175019889,0.0271458902,1.6281199144,466.71,0
489.346,484.5761818182,-41.09,40.9970830019,54.9941862586,43.8904760912,-9.4677695847,59.0029169981,0.2232277526,-12.9577885402,459.22,0
482.337,473.786,-53.11,15.7142857143,34.2312889091,39.1490715756,-9.5486623354,84.2857142857,0.0927545284,-44.3388069415,430,1
478.316,466.6156363636,-60.9,15.2419354839,23.9844347333,42.1431809799,-9.9493425087,84.7580645161,0.7869318182,-46.3028248607,440.41,1
472.736,461.1036363636,-52,19.3548387097,16.7703533026,43.3303595885,-10.4254108408,80.6451612903,0.5153674833,-39.5407823769,448,1
467.621,456.7607272727,-47.89,22.6320582878,19.0762774938,43.5383047678,-10.8864518482,77.3679417122,0.2864658058,-50.9433473461,449,1
464.044,455.5514545455,-29.03,39.9546093159,27.3138354378,46.5500227497,-11.0957255408,60.0453906841,0.9508654383,-32.6866416793,460.97,0
460.494,453.8161818182,-37.5,32.962282503,31.8496500356,45.1650252478,-11.2141615535,67.037717497,0.1093073593,-46.9019109976,452,0
455.194,449.9081818182,-63.2,16.210958608,29.7092834756,41.9452608568,-11.4911877615,83.789041392,0,-78.9144760206,439,0
448.778,446.7892727273,-28.48,15.4285714286,21.5339375132,41.7467570689,-11.842218558,84.5714285714,0.2884036145,-83.1328964447,435.88,0
445.426,443.9205454545,-26,11.1111111111,14.2502137159,40.6588666439,-12.2746518273,88.8888888889,0.348,-80.3642621719,431.64,0
442.327,440.754,-1.99,9.1348990912,11.8915272103,39.5596838676,-12.7870738441,90.8651009088,0.0728332119,-88.5850706832,429,1
443.327,440.3309090909,-2.9,23.285731146,14.5105804494,43.5113407965,-13.1023314743,76.714268854,0.9111279909,-56.9325447292,441.47,0
442.806,439.306,-10.31,20.8074534161,17.7426945511,42.9289953138,-13.2844757978,79.1925465839,0.808340016,-46.2645949367,439.6,1
443.243,441.0449090909,3.52,63.3260998225,35.8064281282,47.7178377126,-13.1091501394,36.6739001775,1.0010325245,-23.2156616195,452.78,1
443.897,443.2534545455,-5.58,77.0006577505,53.711403663,48.6720273769,-12.6408993413,22.9993422495,0.726984127,-2.6939084267,457.7,0
441.8,442.5449090909,-14.5,43.2580574435,61.1949383388,44.2408327963,-12.2303225161,56.7419425565,0.0982517483,-31.1139546328,437.67,1
440.6,442.6721818182,3.5,48.7393115545,56.3326755828,45.1149734831,-11.8096563165,51.2606884455,0.3087633088,-35.4394470205,442.48,0
440.612,442.4030909091,1.08,41.3286559965,44.4420083315,44.1081682739,-11.4317276403,58.6713440035,0.0205930807,-33.8802985261,439.12,1
441.408,443.3827272727,13,56.4130673098,48.8270116203,46.7148463042,-10.9645760599,43.5869326902,0.9344827586,-1.1140535562,444.07,0
442.708,444.2176363636,17.99,60.2294007491,52.6570413518,46.7148463042,-10.4409996627,39.7705992509,0.7710982659,12.108980245,446.27,1
444.638,445.0543636364,7.31,69.3867077239,62.0097252609,47.2580311076,-9.8648065883,30.6132922761,0.8103666245,16.0507072989,447.55,1
445.544,445.8583636364,11.37,73.8773415448,67.8311500059,48.0203318234,-9.2354352755,26.1226584552,0.6445131376,15.1838013822,449.07,0
446.466,446.1067272727,-5.46,68.3602771363,70.541442135,47.1192719387,-8.6189781264,31.6397228637,0.3429811867,11.916451062,446.91,1
446.063,446.4474545455,-7.05,72.029766487,71.4224617227,47.8205818736,-8.000471818,27.970233513,0.3609813084,8.2611625837,448.34,1
449.424,454.2541818182,49,85.2011300955,75.1970579063,62.8905689904,-6.7461630126,14.7988699045,0.9772985244,134.0757391248,489,1
454.822,462.3552727273,51.48,91.4488636364,82.8932534063,64.2523515849,-5.0642695983,8.5511363636,0.8423686405,172.5226464115,493.98,1
463.571,476.0221818182,90.87,99.9900398406,92.2133445242,72.1972692288,-2.6164810535,0.0099601594,0.9643908969,222.2716452228,529.99,0
472.036,486.9674545455,77.77,80.1446808511,90.5278614427,69.3309724206,0.0897656233,19.8553191489,0.5992994746,227.1646920316,523.75,1
480.28,497.2227272727,82.44,84.1191489362,88.0846232093,70.2848433051,2.8904454559,15.8808510638,0.3872620791,185.45032111,528.44,1
493.07,514.2445454545,126.59,92.0118153214,85.4252150362,77.5912577371,6.3221977358,7.9881846786,0.9772151899,245.190469862,573.5,1
506.527,530.3918181818,132.82,92.8777552649,89.6695731742,78.5865947566,10.0825025464,7.1222447351,0.7017921147,240.5520579482,581.87,0
518.891,542.4232727273,125.79,85.7635342186,90.2177016016,74.4877452138,13.682174725,14.2364657814,0.292987941,186.2509812948,572.7,1
532.266,553.654,132.32,90.661630633,89.7676400388,75.6725977754,17.0882774253,9.338369367,0.5082402977,160.6230211954,580.66,0
544.669,560.9456363636,83.37,85.2630893462,87.2294180659,71.9260782881,20.0232912457,14.7369106538,0.0653061224,129.8480117375,572.37,1
557.869,574.824,127.02,95.5309640349,90.4852280047,78.6147291875,23.2394035251,4.4690359651,0.9373767258,154.9382039544,621,1
571.251,587.5387272727,97.81,99.1487550543,93.3142694785,79.3554099003,26.5186316798,0.8512449457,0.4285714286,148.439351588,627.8,1
581.351,598.4003636364,107.22,78.3847489868,91.0214893587,79.7104321182,29.655970345,21.6152510132,0.856789742,148.5577400987,630.99,1
595.096,612.922,132.78,90.6657631713,89.3997557375,82.7396529798,32.954620989,9.3342368287,0.7235647222,130.2106294493,662,1
609.266,626.5663636364,96.24,93.3112413969,87.4539178517,83.5214405737,36.2486612818,6.6887586031,0.6300191205,123.2094525555,668.9,0
615.935,632.2616363636,58.71,77.6139761817,87.1969935833,71.9026375927,38.8130618377,22.3860238183,0.0670531401,85.9647170194,640.55,1
623.895,640.5425454545,88.78,87.0249017038,85.9833730941,74.5934013884,41.0305331575,12.9750982962,0.9699398798,81.7353194249,661.46,0
631.341,644.7725454545,66.5,78.4939830811,81.0442869889,69.6680953456,42.5923283213,21.5060169189,0.0434201737,65.4549046411,647.16,1
638.988,649.4614545455,84.76,83.2682333355,82.9290393735,71.0989114971,43.7232754853,16.7317666645,0.4691764706,52.67440113,657.13,1
647.551,652.9181818182,37,81.013229104,80.9251485069,71.2264631755,44.4391155034,18.986770896,0.4229543039,48.0029867707,658,0
650.334,653.1507272727,21.03,74.1205652435,79.467342561,67.8284978448,44.6096611602,25.8794347565,0.0524383849,35.3586359195,648.83,0
652.409,652.8263636364,17.56,71.8285853421,75.6541265632,67.7222592346,44.3233449124,28.1714146579,0.5735294118,29.6055467927,648.55,0
651.36,647.0247272727,-40.72,49.0625760896,65.0039088917,57.9328864557,43.2171424083,50.9374239104,0.102701257,10.5042502089,623.81,0
642.148,632.0683636364,-101.04,14.3328830857,45.0746815058,45.0748960013,40.7364824562,85.6671169143,0.1226978596,-29.4716837302,569.98,1
634.334,622.9505454545,-48.59,31.517334534,31.6375979031,50.3609152877,37.7968889388,68.482665466,0.8754847928,-27.7878165418,592,0
626.933,610.6316363636,-94.9,19.4643843181,21.7715339792,45.1647579834,34.2320350944,80.5356156819,0.0277425204,-48.0184153803,566.58,1
619.64,603.6529090909,-58.61,35.1798611598,28.7205266706,49.969425698,30.7346525056,64.8201388402,0.6461237466,-39.6970384028,592,0
613.615,597.702,-70.22,34.029871678,29.558039052,49.6199169098,27.3666824349,65.970128322,0.7663451233,-27.8423463391,587,1
608.55,596.4047272727,-51.52,50.3586482289,39.8561270223,53.7748473482,24.5062338951,49.6413517711,0.771192053,-24.5372126243,606.48,1
603.45,596.1229090909,-41.83,52.2819047619,45.556808223,53.883679378,22.0662810899,47.7180952381,0.5913043478,-18.4180814111,607.99,0
597.907,594.2956363636,-55.15,44.4606060606,49.0337196838,50.5327045476,19.7505196473,55.5393939394,0.1491491491,-28.8413026779,593.41,0
591.854,592.498,-32.48,40.4465085961,45.7296731395,49.2284623597,17.5031447992,59.5534914039,0.2905888828,-38.6423374748,590,1
588.933,592.3954545455,22.19,43.110893832,42.6726694962,50.0719533292,15.4287221794,56.889106168,0.4649766511,-39.8423266248,591.33,1
592.057,594.4694545455,8.34,51.3679323495,44.9751115925,52.4275511231,13.6806696129,48.6320676505,0.7986070807,-27.1076728922,600.34,0
591.679,593.7718181818,21.64,41.871797026,45.4502077358,49.0874057588,12.0042667422,58.128202974,0.0321324245,-36.1067771644,588.22,0
592.283,590.3065454545,-15.93,30.0324532936,41.0907275564,45.1042278065,10.1844032803,69.9675467064,0.0018575851,-53.6132966054,574,0
589.468,584.5096363636,-26.51,23.9399869537,31.9480790911,42.2145271983,8.151846471,76.0600130463,0.2803960396,-71.288858445,560.4,1
588.776,582.7863636364,-26.49,53.6073177016,35.8599193163,47.9694789372,6.3864948801,46.3926822984,0.8603230031,-55.2330987,580.09,1
588.127,584.8252727273,-7.01,79.3738727132,52.3070591228,53.1044168698,5.1856971964,20.6261272868,0.7696153846,-14.6718601374,599.99,0
586.383,585.0858181818,-3.84,58.6163718892,63.8658541013,50.3156080402,4.223474952,41.3836281108,0.2880546075,-1.0942344367,591.46,1
587.032,587.5416363636,11.87,73.8261575955,70.6054673993,52.9509653928,3.6164114141,26.1738424045,1,11.4685631275,599.86,1
592.341,597.374,49.82,93.5449050086,75.3291448311,61.6844399851,3.9131762392,6.4550949914,0.9150833656,89.3723974348,640,0
597.037,605.7210909091,37.91,80.2451402854,82.5387342965,60.8405761182,4.7063377198,19.7548597146,0.8510536398,121.0731417831,638.25,1
602.053,615.4416363636,62.28,91.9754859715,88.5885104218,63.1649841386,5.9537670715,8.0245140285,0.9879518072,117.6063267886,650.49,0
607.83,623.4301818182,73.37,87.6568036005,86.6258099524,61.7126210589,7.335006161,12.3431963995,0.1635714286,101.9129423999,648.48,0
613.468,627.2792727273,68.6,71.3875323183,83.6732739634,56.4470932365,8.4399242764,28.6124676817,0.1313633704,67.1387374187,628.81,1
620.428,630.2850909091,50.01,72.345111558,77.1298158256,56.6813725334,9.3104462465,27.654888442,0.4075975359,56.9528686797,630.9,1
625.486,632.1290909091,30.58,72.8909317246,72.2078585336,56.8239396341,9.9762926803,27.1090682754,0.5576208178,57.297705061,633.87,0
627.696,631.5116363636,32.53,64.7706597721,70.0022343516,53.9777421881,10.3209162466,35.2293402279,0.2350649351,38.757548897,622.09,1
631.138,630.836,24.09,66.5804845351,68.0806920106,54.5244587077,10.4527681961,33.4195154649,0.4426580922,33.7353869606,623.98,0
633.346,629.1690909091,-19.14,63.6998426436,65.0169956503,53.7925858619,10.3884547721,36.3001573564,0.3549571603,31.3986113034,621.96,0
630.922,626.1734545455,-21.38,50.5065975495,60.2623082427,51.889397804,10.0995151971,49.4934024505,0.1222707424,12.391184178,616.87,1
630.597,626.9149090909,-15.5,65.551067513,59.9191692354,57.6285171559,9.9511657156,34.448932487,0.8416898793,39.077194412,634.99,1
629.357,628.2790909091,-7.89,70.0230813618,62.0269154748,58.5392483413,9.9254900758,29.9769186382,0.5457822639,57.7427438099,637.9,0
627.846,628.556,1.88,55.8150544422,63.7964011056,55.5447783173,9.8402369001,44.1849455578,0.0498417722,39.8816766073,630.88,0
627.063,627.3421818182,-8.83,26.029815614,50.6226504726,51.7135018539,9.5447655222,73.970184386,0.073878628,9.2803311447,621.15,1
626.353,626.5852727273,-7.67,29.4985250737,37.1144650433,52.344208629,9.1388692338,70.5014749263,0.5,-5.4361770056,622.9,0
624.982,624.8592727273,-5.23,19.9599019826,25.1627475568,49.893878663,8.5678445011,80.0400980174,0.1400933956,-27.7012439668,617.39,1
624.993,624.3534545455,-1.78,33.5838421794,27.6807564119,52.0318312689,7.988923249,66.4161578206,0.6389473684,-20.7867002884,626.3,1
625.855,625.7365454545,10.63,71.2431496971,41.5956312864,55.9719849365,7.5831181741,28.7568503029,0.7420689655,-1.7127720843,632.59,0
626.521,626.2410909091,11.76,59.7923276608,54.8731065125,54.1436758861,7.2264694463,40.2076723392,0,-4.1992537372,630,0
627.534,626.3281818182,-8,55.0908566484,62.0421113354,53.3728066352,6.8768507965,44.9091433516,0.137,-13.7375919354,626.98,0
626.307,625.4547272727,-15.37,42.7747331987,52.5526391693,51.311819166,6.4661669607,57.2252668013,0.0769230769,-29.0622837793,622.63,0
624.323,623.9916363636,-12.62,29.8817421402,42.5824439958,49.1712423236,5.9526834327,70.1182578598,0.3358098068,-33.2051241742,619.99,1
623.335,623.3874545455,-0.17,37.7848283819,36.8137679069,50.533478793,5.4318324344,62.2151716181,0.6328437917,-35.8331867227,620.95,0
621.384,619.4465454545,-21.24,20.4859086492,29.3841597237,41.9810920805,4.6127288689,79.5140913508,0.0320699708,-125.9312908281,603.96,1
619.387,616.0912727273,-13.93,22.954324587,27.0750205393,42.6672792916,3.6593739011,77.045675413,0.4790167866,-139.0344973559,602.93,0
617.324,611.8809090909,-25.97,12.7847321978,18.7416551447,39.9808184467,2.5566141576,87.2152678022,0.0053846154,-162.8005671668,596.23,0
614.134,606.9674545455,-42.3,2.957233849,12.8987635446,37.7172670742,1.3175821557,97.042766151,0.4772234273,-160.1921204865,592.61,0
609.527,601.9485454545,-42.1,25.6644252321,13.8021304263,36.3098136392,-0.0050617371,74.3355747679,0.2235294118,-191.5229605529,589.88,0
605.259,597.6618181818,-41.05,24.7358309318,17.7858300043,36.0867070489,-1.3200187895,75.2641690682,0.3885304659,-162.875099584,585.93,0
598.943,590.1310909091,-58.89,8.8607594937,19.7536718859,28.8174589075,-2.9109692046,91.1392405063,0.0017313019,-203.4098271988,563.83,1
594.874,587.0578181818,-36.22,33.9216195173,22.5060699809,39.602641748,-4.2945016048,66.0783804827,0.7671554252,-148.5392527867,583.54,1
592.868,587.6625454545,-22.8,55.149934811,32.6441046073,47.2456903393,-5.2078899574,44.850065189,0.989382619,-56.6815777533,597.84,0
589.727,587.0665454545,-12.07,45.4655870445,44.8457137909,44.0474168361,-5.9042174891,54.5344129555,0.0629420085,-67.1854709939,589.6,0
588.452,586.918,-14.02,45.7836338419,48.7997185658,43.79525988,-6.4253849605,54.2163661581,0.1102423769,-78.6925974018,588.96,0
587.009,586.9267272727,-7.73,47.1848313794,46.1446840886,43.6330691983,-6.8013415979,52.8151686206,0.4884892086,-58.2275518005,588.5,0
585.562,585.9723636364,-8.54,38.5394932936,43.8359861716,40.9483670971,-7.15860576,61.4605067064,0.0465116279,-71.6290282143,581.75,0
584.648,585.172,-5.37,38.2206082615,41.3149776448,40.7082413562,-7.4786822018,61.7793917385,0.4637096774,-67.8015703806,581.16,1
584.579,585.3887272727,-0.11,55.7023255814,44.1541423788,43.4917542727,-7.666959069,44.2976744186,0.8325581395,-41.7556631323,585.84,1
584.786,586.0143636364,24.18,62.61208577,52.1783398709,44.7919146262,-7.7105015542,37.38791423,0.8327272727,-21.6098095783,588.99,0
587.199,586.5932727273,5.93,62.514619883,60.2763437448,44.7664735094,-7.6442686919,37.485380117,0.5423452769,-17.5182943316,589.82,1
588.091,587.2770909091,-7.24,68.343079922,64.489928525,46.7155240955,-7.4475762662,31.656920078,0.8209090909,-0.5917709246,590.98,0
585.669,584.7114545455,-15.61,35.2436647173,55.3671215075,38.4233761518,-7.4333567056,64.7563352827,0.0015007504,-38.1987361978,574.55,0
583.379,581.2607272727,-22.22,21.0331384016,41.5399610136,35.5091663247,-7.6336185835,78.9668615984,0.0480693459,-65.4577969086,569.39,0
579.369,574.9754545455,-39.69,29.352692075,28.5431650646,29.5827914739,-8.2256816096,70.647307925,0.1119072708,-118.2978122387,549.85,0
571.318,561.9974545455,-73.77,9.9727767695,20.1195357487,20.9757160863,-9.6647923498,90.0272232305,0.0555960627,-182.9512891262,507.99,0
563.167,549.076,-80.91,15.9094776246,18.4116488231,19.7994074352,-11.6608347869,84.0905223754,0.3429423459,-200.2174993233,502.48,1
557.248,541.5856363636,-63.87,35.0108271979,20.297693864,31.4217675072,-13.5282080634,64.9891728021,0.6595982143,-150.3671719037,523.47,0
548.35,530.606,-91.16,13.2611520139,21.3938189455,26.6191077672,-15.5868250719,86.7388479861,0.0718091855,-155.0924932011,498,0
537.07,517.3096363636,-112.75,21.4322580645,23.2347457588,23.3121492321,-17.9671218754,78.5677419355,0.1932352941,-187.4968017058,474.74,1
527.471,509.1114545455,-98.98,32.2451612903,22.3128571229,30.5123457102,-20.1159155341,67.7548387097,0.4578960215,-162.0277966304,491.98,1
520.014,507.0967272727,-57.59,47.9935483871,33.8903225806,39.43184677,-21.5716686584,52.0064516129,0.5741681692,-103.5689445038,516.39,1
514.544,506.9632727273,-47.41,49.8580645161,43.3655913978,40.4071547508,-22.4214499594,50.1419354839,0.7352941176,-57.5056325156,519.29,0
509.34,506.9825454545,-34.16,46.8709677419,48.2408602151,39.3149036443,-22.8696388472,53.1290322581,0.3115398357,-62.2460743352,514.65,0
504.159,504.7389090909,-10.99,35.4838709677,44.0709677419,35.3878502569,-23.272093497,64.5161290323,0.0014445648,-79.0538539628,496.96,1
504.145,505.41,7.6,44.1975971542,42.1841452879,39.3954516656,-23.3986382531,55.8024028458,0.9053989489,-57.5611991243,507.84,0
504.502,505.3509090909,-18.15,46.6249340071,42.102134043,38.44170515,-23.3565804145,53.3750659929,0.0522707798,-55.4361571237,503.74,1
503.523,506.7469090909,15.32,53.9846153846,48.2690488486,41.6002274721,-23.0244371886,46.0153846154,0.8871085215,-36.3021435182,514.4,0
505.024,508.2645454545,36.65,63.5991261606,54.7362251841,41.5151637809,-22.4803540778,36.4008738394,0.833460657,-20.9837810007,511.87,0
508.102,508.442,14.02,69.4595181246,62.3477532233,39.8533790667,-21.8743680363,30.5404818754,0.3436464088,-24.1722950632,506.94,1
509.834,508.6598181818,-7.09,73.0410245279,68.6998896044,41.2764956858,-21.1588435445,26.9589754721,0.6540422433,-17.8808917527,509.3,0
508.28,507.0263636364,-18.43,63.8701975255,68.790246726,38.7483072303,-20.4987609808,36.1298024745,0.0106288751,-19.712863134,501.49,0
504.256,501.71,-35.61,40.1996961146,59.0369727227,33.1111014058,-20.2092759515,59.8003038854,0.1241247613,-40.472013109,479.01,0
500.245,496.3070909091,-22.46,26.5376556144,43.5358497515,32.074266933,-20.1929834047,73.4623443856,0.6092273485,-43.9136048385,475.89,0
497.995,491.6261818182,-33.35,12.4743175815,26.4038897702,32.0646553584,-20.3033909783,87.5256824186,0.7096546864,-42.1682572166,474.5,1
494.699,487.4252727273,-28.93,7.0150659134,15.3423463698,32.2777431266,-20.4349262281,92.9849340866,0.4992846924,-44.5934369367,474.86,1
493.06,486.1036363636,-24.75,29.5415074679,16.3436303209,38.9126059667,-20.3261648945,70.4584925321,0.8516949153,-26.6426333466,489.61,0
489.607,483.3018181818,-34.22,13.7269793051,16.7611842288,35.9540842596,-20.1821985132,86.2730206949,0.1494388659,-34.093060224,477.65,1
486.398,481.5150909091,-26.22,17.7710271502,20.3465046411,37.0761674146,-19.9437310267,82.2289728498,0.9375,-34.0182447329,479.99,0
483.341,479.5209090909,-33.87,9.512056199,13.6700208848,35.7005341961,-19.6824788503,90.487943801,0.4,-45.6901137028,477.4,0
479.244,476.7916363636,-32.52,18.011678395,15.0982539147,33.5147958408,-19.4890569449,81.988321605,0.1339972838,-75.8324562527,468.32,1
476.479,475.6927272727,-5.84,25.3031891002,17.6089745647,36.3914918097,-19.2261717266,74.6968108998,0.468641115,-68.3906008383,473.34,1
476.232,475.7092727273,2.03,34.5432856169,25.952717704,38.3784432209,-18.8359424109,65.4567143831,1.0064239829,-30.1698505472,477.78,0
476.368,475.6489090909,1.4,33.4014996592,31.0826581254,38.1234703061,-18.3541112832,66.5985003408,0.2286666667,-48.0201420712,477.43,0
476.38,475.3310909091,-0.27,34.4879518072,34.1442456944,37.6093994964,-17.8187132186,65.5120481928,0.13125,-54.7789826898,473.08,1
476.689,475.622,-9.45,44.7471620227,37.5455378297,39.9003537861,-17.1835875975,55.2528379773,0.4338582677,-38.9494322344,477.99,0
475.495,475.404,-2.16,47.1498771499,42.1283303266,38.7643633703,-16.5198106342,52.8501228501,0.450563204,-29.2851826683,475.47,0
474.677,474.3085454545,-10.31,32.3587223587,41.4185871771,36.0891616106,-15.9312654441,67.6412776413,0.3482293423,-40.3065991733,469.47,0
472.901,472.0072727273,-13.41,14.0540540541,31.1875511876,33.0494486892,-15.5032764056,85.9459459459,0.3609923011,-55.850063399,463.48,0
470.567,468.2234545455,-16.24,15.9460976979,20.7862913702,29.4846909857,-15.3214489926,84.0539023021,0.1613636364,-91.625061228,452.99,0
466.234,459.9385454545,-48.2,20.2950273614,16.7650597045,22.3896173367,-15.7007270576,79.7049726386,0.0199778024,-158.1696667903,426.62,0
458.5,447.1432727273,-80.71,15.0856739092,17.1089329895,17.5088933298,-16.8409393311,84.9143260908,0.079649542,-207.1233770022,395.86,1
451.719,438.0996363636,-67.14,26.4794205971,20.6200406226,25.2747569835,-18.15412274,73.5205794029,0.8574556069,-157.6142411229,410.92,0
444.084,428.6143636364,-75.07,18.3448154036,19.96996997,23.5687757156,-19.6124451144,81.6551845964,0.202719932,-161.0118110656,400.77,1
436.629,420.6118181818,-77.91,18.8040982159,21.2094447389,23.8811733608,-21.032293086,81.1959017841,0.7492378049,-139.9325318352,399.77,1
432.728,421.0374545455,-36.52,53.1619855149,30.1036330448,42.7368823081,-21.6850316394,46.8380144851,0.8904689352,-67.1958567716,440.85,0
427.547,419.3923636364,-45.79,43.6770428016,38.5477088441,38.6809518439,-22.0172616839,56.3229571984,0.1224400871,-58.7560134656,423.57,0
421.476,415.9765454545,-53.26,29.1634241245,42.0008174803,35.1730773096,-22.3190452492,70.8365758755,0.0092050209,-89.7654949409,410,0
415.631,412.7209090909,-48.52,24.1147859922,32.3184176394,34.0174137751,-22.6178593582,75.8852140078,0.3136924804,-91.1936446164,405.08,0
410.599,410.2007272727,-23.23,22.3638132296,25.2140077821,33.6050172506,-22.8763152121,77.6361867704,0.4363929147,-85.1812415747,399.16,0
405.634,403.7918181818,-20.51,5.8255057803,17.4347016674,28.200932362,-23.4653025305,94.1744942197,0.0632658877,-113.7724956514,375.35,0
403.468,398.0765454545,-34.56,8.2956954558,12.1616714886,27.9899385613,-24.1954502862,91.7043045442,0.5127220355,-113.4328787727,374.17,1
401.701,395.826,-8.46,25.7945601275,13.3052537879,35.6097281604,-24.6511827065,74.2054398725,0.9075144509,-77.3486108006,389.56,0
400.232,392.764,-15.21,22.3943501538,18.8282019124,34.1733130546,-24.954237644,77.6056498462,0.1609058403,-69.4793469265,384.85,0
397.693,388.1181818182,-64.29,10.8380016005,19.675637294,31.9083551382,-25.2512508515,89.1619983995,0.0694645441,-72.1568106621,376.29,0
389.67,381.0358181818,-64.94,5.0444803882,12.7589440475,28.7006794491,-25.7256679784,94.9555196118,0.1408045977,-82.5359679309,358.71,0
379.923,369.4976363636,-82.55,3.1922223073,6.3582347653,23.507112338,-26.7467718654,96.8077776927,0.1471066698,-106.1429170649,326.24,0
371.399,359.2425454545,-80.05,27.3090561153,11.8485862702,23.1343062885,-28.0389565449,72.6909438847,0.2051839205,-123.7832885728,322.82,1
363.901,351.4590909091,-73.18,30.1626611133,20.2213131786,25.5314652795,-29.2885156148,69.8373388867,0.4594012913,-92.0897323007,328.56,1
357.204,346.168,-40.55,35.8556181796,31.1091118027,28.4738370186,-30.2800224525,64.1443818204,0.3411860276,-75.4183523678,334.8,1
355.242,345.9,-18.47,54.2175957018,40.0786249983,37.4450058776,-30.6548705015,45.7824042982,0.754599314,-45.357884778,355.73,1
354.223,347.4941818182,-27.08,63.8751345533,51.3161161449,40.6181071421,-30.4215873993,36.1248654467,0.855424275,-13.5222651371,364.01,0
351.203,348.7063636364,-23.97,64.1017986417,60.7315096323,39.7988848,-29.7998093853,35.8982013583,0.5545203589,-18.8757067917,360.85,1
348.917,350.6694545455,-12.68,67.4470889216,65.1413407055,40.2605175704,-28.8814957226,32.5529110784,0.4492481203,-22.1871107132,362.77,1
349.26,355.9772727273,19.37,84,71.8496291878,46.6541804203,-27.502606368,16,0.7476635514,-2.2866063934,378.48,1
352.646,363.8572727273,66.39,90.4615384615,80.6362091277,51.6649870506,-25.6134572606,9.5384615385,0.7281343082,30.1109677077,392.99,1
