btc_sma10_1,btc_wma_10_1,btc_mom_1,btc_stcK_1,btc_stcD_1,btc_rsi_1,btc_macd_1,btc_lw_1,btc_ao_1,btc_cci_1,btc_open_0,class_y0
113.991,114.1409090909,6.53,78.253968254,76.3635303072,51.8416150181,-0.6119004149,21.746031746,0.7109375,14.1453886114,118.49,0
114.433,114.5752727273,-1.52,69.880952381,74.6591432703,50.5633293761,-0.5941276106,30.119047619,0.1004098361,16.8174935906,117.27,1
114.298,114.9601818182,1.51,83.8283828383,77.3211011577,50.6688704715,-0.5477493202,16.1716171617,0.5213849287,28.4252812932,117.81,1
114.544,115.5423636364,3,86.4184008762,80.0425786985,51.2946316005,-0.4694677654,13.5815991238,1.2108433735,37.0209648688,117.25,1
115.005,116.3725454545,3.12,95.2354874042,88.4940903729,52.3967074093,-0.3485368892,4.7645125958,0.7983870968,39.9319189505,118.45,1
115.79,117.9789090909,16.84,99.7294860234,93.7944581013,55.5769685087,-0.1309548675,0.2705139766,0.8646209386,63.710639244,123.84,1
117.96,120.3261818182,19.75,95.6059532247,96.8569755508,58.634847046,0.2136371449,4.3940467753,0.8221024259,101.4635820639,128.65,1
119.962,122.328,15.62,96.5627214741,97.2993869074,58.80450489,0.6235932462,3.4372785259,0.2783783784,103.1343536862,128.98,1
121.577,124.0621818182,12.77,97.2348617431,96.4678454806,59.1586135717,1.0600622611,2.7651382569,0.5689655172,102.7119025007,130.27,0
122.529,124.9118181818,7.76,84.9376731302,92.9117521158,55.9808712662,1.4360006815,15.0623268698,0.1071080818,69.8725137969,126.2,0
123.272,125.5283636364,9.54,83.7950138504,88.6558495746,55.6539733693,1.7457544914,16.2049861496,0.2092457421,62.6167377832,125.99,1
124.669,126.8152727273,13.8,98.8764044944,89.2030304917,59.1062374804,2.0644863982,1.1235955056,0.9199178645,87.8688884357,130.01,0
125.695,127.2045454545,9.31,76.9526952695,86.5413712048,55.3951174058,2.3109531343,23.0473047305,0.106557377,72.4328757363,126.78,1
126.736,127.6072727273,8.8,81.7913965822,85.873498782,56.3130225357,2.5114879959,18.2086034178,0.6361746362,67.1432004471,127.76,1
127.702,127.9770909091,4.93,86.8591632292,81.8677516937,57.0570647424,2.680717888,13.1408367708,0.5367231638,66.7585992957,128.77,0
127.618,127.1221818182,-5.7,52.8579846788,73.8361814968,50.8051203914,2.7232882428,47.1420153212,0.0025466893,12.4310121569,123.35,1
127.07,126.3225454545,-5.75,44.8226950355,61.5132809812,51.0254675868,2.6815422918,55.1773049645,0.2509363296,-8.362774635,123.22,0
126.23,125.1407272727,-8.93,28.9509536785,42.2105444643,48.2235541325,2.540745926,71.0490463215,0.0599455041,-33.5645263903,120.58,1
125.4,124.2261818182,-5.05,33.242506812,35.672051842,48.9413751924,2.3495078653,66.757493188,0.7022653722,-27.1031233339,120.98,0
124.653,123.0225454545,-7.14,16.757493188,26.3169845595,46.2867677081,2.0927142525,83.242506812,0.0448275862,-46.7095368805,118.78,0
123.079,120.3910909091,-20.17,13.25,21.0833333333,38.3300901997,1.6663155387,86.75,0.03125,-117.7389885229,110.17,0
120.955,117.8512727273,-17.7,8.7916666667,12.9330532849,37.4671211186,1.1350950634,91.2083333333,0.5671641791,-125.8167747787,109.11,0
118.291,114.0721818182,-27.74,24.8048780488,15.6155149051,31.1556495618,0.420802204,75.1951219512,0.0445,-189.7456912102,100.17,1
115.922,111.5138181818,-24.55,34.6829268293,22.7598238482,36.3838238154,-0.3071361759,65.3170731707,0.5222972973,-154.4608870324,104.21,1
113.781,109.9570909091,-15.64,42.3414634146,33.9430894309,40.1770511586,-0.9546706793,57.6585365854,0.7514910537,-109.0926036385,107.35,0
112.137,108.6441818182,-16.66,40.3902439024,39.1382113821,39.5303304343,-1.5284524071,59.6097560976,0.6191247974,-89.085743443,106.1,0
110.015,106.8010909091,-18.57,30.0978179082,37.6098417418,35.9756027368,-2.0951972222,69.9021820918,0.1392405063,-117.7895064738,101.86,0
107.859,104.8001818182,-22.19,23.1857951621,31.2246189909,33.8275847518,-2.6707500626,76.8142048379,0.1194968553,-123.1177434796,99.01,1
105.681,103.2658181818,-19.36,24.2783505155,25.8539878619,34.4059360637,-3.2090236813,75.7216494845,0.6822323462,-102.7893671915,99.43,0
103.74,102.1183636364,-10.81,26.7637817766,24.7426424847,34.3664884508,-3.6891979204,73.2362182234,0.5434083601,-95.2648605337,98.74,1
102.722,101.4383636364,-9.11,29.7088532383,26.9169951768,35.3719458143,-4.0893253564,70.2911467617,0.6603773585,-81.617126361,100.39,1
102.261,101.7616363636,4.33,44.2883323152,33.58698911,42.1849067183,-4.3371903941,55.7116676848,0.9987789988,-46.8352908377,104.49,1
102.768,102.3032727273,1.02,48.6434727099,40.8802194211,43.2444699748,-4.4549352136,51.3565272901,0.5454545455,-35.9537925959,105.24,0
102.607,102.2745454545,-4.75,43.244170096,45.391991707,40.4099307141,-4.5167572386,56.755829904,0.4990958409,-31.7128290016,103,0
102.051,102.1278181818,-4.76,52.5378450579,48.1418292879,39.5500990636,-4.5429156002,47.4621549421,0.1514131898,-57.7838040347,101.29,0
101.395,101.7549090909,-2,47.2143531634,47.6654561058,37.6337484545,-4.5637131291,52.7856468366,0.2696629213,-39.053299119,100,1
101.236,101.5758181818,1.4,49.1501416431,49.6341132881,38.3663058003,-4.5631174152,50.8498583569,0.4915254237,-33.65816679,100.4,0
101.282,101.2547272727,0.05,44.7119924457,47.0254957507,37.284984803,-4.5537409428,55.2880075543,0.2589041096,-34.0967439637,98.83,0
101.127,100.6343636364,-1.5,37.1576959396,43.6732766761,35.4533505784,-4.5545005602,62.8423040604,0.433427762,-27.6272472531,97.57,1
101.067,100.2058181818,-1.23,47.5854584916,43.1517156256,37.3186574057,-4.5368338593,52.4145415084,0.5480519481,-24.5536453242,98.75,0
100.698,99.3409090909,-8.19,34.7084708471,39.8172084261,34.392997216,-4.5374515181,65.2915291529,-0.0036231884,-28.8208510453,96.98,0
99.244,97.3885454545,-15.28,9.6678235002,30.653917613,28.2388465292,-4.6404658519,90.3321764998,0.1207627119,-56.0106584605,89.2,0
97.618,95.5223636364,-13.63,12.6478616924,19.0080520133,27.4232888648,-4.8073190237,87.3521383076,0.3049907579,-74.2395317432,88.83,1
96.31,94.0518181818,-12.27,15.1501364877,12.4886072268,28.6684080757,-4.9857066421,84.8498635123,0.576419214,-70.3645774824,89.41,0
94.58,91.9045454545,-15.5,13.0690161527,13.622338111,24.5245516043,-5.2308597327,86.9309838473,0.068329718,-91.3865454729,83.41,1
93.38,90.7081818182,-12.41,26.0901699926,18.1031075443,31.9006827121,-5.4372461545,73.9098300074,0.6060606061,-78.8456138077,88.04,0
91.04,87.7318181818,-22.46,5.7768318638,14.9786726697,23.9769311096,-5.7714617096,94.2231681362,0.1079584775,-109.8040735986,77.33,1
89.033,85.6154545455,-18.47,26.8390804598,19.5686941054,28.1562431788,-6.1169925745,73.1609195402,0.4978323699,-122.8874573144,79.4,0
85.939,81.5967272727,-31.84,9.2350276799,13.9503133345,21.5114399784,-6.6365120609,90.7649723201,0,-160.3500155249,67.13,0
82.696,78.0332727273,-29.97,8.4987277354,14.8576119584,21.2558428399,-7.2321373267,91.5012722646,0.6022267206,-157.96202324,66.34,1
80.461,76.4449090909,-16,27.8880407125,15.2072653759,32.423671444,-7.7061844065,72.1119592875,0.8054968288,-123.5527950569,73.97,1
78.905,75.3429090909,-14.58,30,22.1289228159,33.0144354296,-8.0545944073,70,0.4356725146,-91.9663870273,74,1
77.508,74.6347272727,-14.52,32.4770146025,30.121685105,33.8774749644,-8.2779030494,67.5229853975,0.2795138889,-80.2294983211,75,1
77.174,76.2132727273,1.69,64.8489932886,42.4420026304,47.2833194348,-8.2138569895,35.1510067114,0.9830938292,-24.4549384097,86.13,1
77.437,78.0234545455,-0.87,70.0435413643,55.7898497518,48.2336249178,-7.9393417772,29.9564586357,0.6170212766,5.8697271015,87.81,1
77.654,80.3385454545,13.16,73.4324324324,69.4416556951,51.2917027865,-7.4807023283,26.5675675676,0.9604477612,40.6302624017,90.19,1
79.12,82.8869090909,12.27,77.4864864865,73.6541534277,52.7741622094,-6.889718355,22.5135135135,0.3824130879,31.430998319,91.67,0
80.183,84.8705454545,23.1,73.0540540541,74.6576576577,50.948385892,-6.2572259345,26.9459459459,0.3220338983,36.3108600126,90.02,1
82.868,87.3427272727,27.44,83.1891891892,77.9099099099,54.7991337524,-5.557782578,16.8108108108,0.7213352685,46.8744935164,93.76,0
85.389,88.9212727273,17.59,77.1621621622,77.8018018018,52.1759976748,-4.8759526851,22.8378378378,0.0249480249,43.712122154,91.61,0
87.09,89.936,16.57,75.5945945946,78.6486486486,51.4856919187,-4.2390454984,24.4054054054,0.2433234421,40.5709296214,90.96,0
88.178,89.6069090909,10.27,60.2162162162,70.990990991,45.1716731833,-3.7448017056,39.7837837838,0.0021428571,5.3130375499,85,1
89.328,89.3036363636,0.32,63.5405405405,66.4504504505,46.6935401228,-3.3377265481,36.4594594595,0.5678496868,15.5520282628,86.51,0
89.213,88.524,-2.09,57.8591549296,60.5386372288,45.0829647109,-3.0224721926,42.1408450704,0.2,14.709127252,85.02,1
89.093,87.9270909091,-4.24,52.9431438127,58.1142797609,46.2908614392,-2.7602072354,47.0568561873,0.7116788321,16.826936103,85.73,0
88.636,87.292,-6.07,51.5966386555,54.1329791326,45.8878392607,-2.5438772555,48.4033613445,0.2818627451,14.9528100568,85.59,1
88.167,86.9909090909,-3.05,48.3128225486,50.9508683389,47.9294623803,-2.3398636997,51.6871774514,0.476744186,17.8690290041,86.88,1
88.006,87.0369090909,-5.36,49.652173913,49.8538783724,50.0473706271,-2.1259571859,50.347826087,0.5454545455,29.0249337689,88.42,1
87.644,87.4285454545,-1.39,57.2173913043,51.7274625887,52.5583673485,-1.8844571204,42.7826086957,0.625698324,38.845816258,90.1,0
87.484,87.8478181818,-1.02,71.9444444444,59.6046698873,52.2172088642,-1.6373771522,28.0555555556,0.5015576324,41.3246450061,89.97,0
87.203,87.9707272727,2.88,62,63.7206119163,49.280838588,-1.4245786401,38,0.0889830508,20.8492372522,88.16,1
87.946,88.972,6.2,87.2777777778,73.7407407407,56.0468161597,-1.1685828347,12.7222222222,0.9574468085,52.7021600612,92.72,1
88.634,89.9618181818,8.35,96.355085244,81.8776210073,56.970674174,-0.8854190863,3.644914756,0.2668918919,60.0006293572,93.45,1
89.787,91.4047272727,10.64,97.85,93.8276210073,61.0895957622,-0.5473178173,2.15,0.8395348837,99.457378008,96.98,1
91.022,92.9489090909,12.68,88.6666666667,94.2905839702,63.1332504023,-0.1639771025,11.3333333333,0.7383333333,123.9050853381,97.77,0
92.124,93.9667272727,9.64,76.9473684211,87.8213450292,59.8471423326,0.2015128731,23.0526315789,0.0486322188,98.4499425666,96.63,0
93.011,94.6441818182,7.43,72.8947368421,79.5029239766,58.3304879569,0.523910574,27.1052631579,0.3679577465,81.6229677117,95.82,0
93.724,95.1058181818,5.39,71.3157894737,73.7192982456,57.7167817376,0.7964178287,28.6842105263,0.380794702,73.0541182392,95.54,1
94.346,95.5887272727,6.43,75.6842105263,73.298245614,59.0019776737,1.0347964057,24.3157894737,0.954954955,83.9841700266,96.38,1
95.132,96.2185454545,9.65,83.2105263158,76.7368421053,61.1906478982,1.2597438941,16.7894736842,0.8698630137,103.3789457338,97.88,0
96.085,96.6836363636,4.98,78.3235101506,79.0727489976,60.8968544044,1.4596951764,21.6764898494,0.612565445,104.3386846574,97.7,0
96.523,96.8663636364,3.7,71.9109195402,77.8149853355,59.3621613932,1.6205979541,28.0890804598,0.2234042553,75.1975513753,97.09,0
96.611,96.4567272727,-2.3,49.0151515152,66.4165270687,52.6466383712,1.6999059727,50.9848484848,0.008291874,24.9046837132,94.26,0
96.181,95.6674545455,-6.01,33.8636363636,51.5965691397,48.4595237539,1.6881312581,66.1363636364,0.2573913043,-5.1093234875,92.72,1
95.704,95.1818181818,-3.11,42.8244274809,41.9010717866,51.058474669,1.6358207841,57.1755725191,0.9383886256,-1.0676631523,93.51,1
95.451,94.8883636364,-1.76,37.1818181818,37.9566273421,52.2708152923,1.5663706776,62.8181818182,0.7328767123,2.4759786631,94,1
95.401,94.87,-0.2,48.6363636364,42.8808697664,54.8853361904,1.5063509595,51.3636363636,0.7282229965,13.1379492057,95.37,1
95.661,95.3698181818,1.77,74.0909090909,53.303030303,60.1141068403,1.4966274449,25.9090909091,0.7189873418,39.1138700851,97.75,1
95.942,96.0114545455,1.38,83.5454545455,68.7575757576,61.8812841255,1.532119815,16.4545454545,0.717884131,71.0174493693,99.19,0
95.969,96.4001818182,0.39,73.4545454545,77.0303030303,58.8826566368,1.5728906443,26.5454545455,0.2462462462,49.5488588154,98.09,1
96.025,96.8149090909,1.16,75,77.3333333333,59.2086746844,1.61395995,25,0.368,33.9458477117,98.26,1
96.287,97.4849090909,5.44,88.2727272727,78.9090909091,61.9956822879,1.6726783202,11.7272727273,0.6709401709,47.9552130916,99.71,0
96.79,98.0327272727,7.03,84.5454545455,82.6060606061,60.7406201061,1.7290269853,15.4545454545,0.1772151899,47.3777696721,99.32,1
97.848,99.1345454545,9.34,84.7625329815,85.8602382666,66.974789197,1.8336338494,15.2374670185,0.9512987013,100.4002427238,102.85,1
98.984,100.4112727273,10.78,98.0870712401,89.1316862557,69.903391507,1.9910530509,1.9129287599,0.4511111111,117.1229546721,104.87,1
100.618,102.4923636364,15.08,85.125,89.3248680739,76.1678796438,2.2574903677,14.875,0.9671610169,209.6749231821,111.52,0
101.995,104.0381818182,10.97,79.6666666667,87.6262459689,72.34694661,2.5522454806,20.3333333333,0.5138888889,188.9955342265,109.12,0
102.945,105.0663636364,8.46,70.9515096066,78.5810587578,68.2118280008,2.8200280142,29.0484903934,0.1368421053,127.1754002737,107.91,1
103.941,106.1945454545,11.07,76.7720306513,75.7967356415,70.0904371691,3.0743712645,23.2279693487,0.7262872629,134.4636863545,109.15,1
105.445,107.8634545455,14.87,95.7467375544,81.1567592708,74.4022220199,3.3632898562,4.2532624456,1,161.863691249,113.12,0
106.81,109.0370909091,12.19,89.3724696356,87.2970792804,71.0142000077,3.6316040067,10.6275303644,0.0594059406,144.6374565491,111.85,1
108.614,111.0261818182,18.45,94.7391885867,93.2861319256,76.5325262974,3.9579943948,5.2608114133,0.980474198,174.1080555988,117.74,1
110.475,112.7163636364,15.06,92.5637699957,92.2251427393,76.6633868386,4.2972075566,7.4362300043,0.7258687259,164.6738613113,117.91,1
112.04,114.1754545455,13.63,93.6170212766,93.6399932863,77.168960875,4.6262945702,6.3829787234,0.6966666667,137.8255067675,118.91,1
114.039,116.5063636364,14.43,95.5338450803,93.9048787842,81.7570495372,5.0227092497,4.4661549197,0.9432098765,149.0877483437,124.86,1
115.796,119.0447272727,18.88,80.9797482211,90.0435381927,83.5180956526,5.479191989,19.0202517789,0.99408867,166.5311419883,127.9,1
117.95,121.7472727273,23.01,88.066759388,88.1934508965,84.8521211908,5.9793452045,11.933240612,0.7716981132,141.2411561414,130.65,0
120.2,123.9654545455,21,86.1151287243,85.0538787778,83.4573765358,6.4588864811,13.8848712757,0.3850574713,121.8424388522,129.4,0
122.203,125.5981818182,16.06,81.2357723577,85.1392201567,80.7390484611,6.8701733553,18.7642276423,0.2125,98.6199042515,129.2,0
123.172,125.7085454545,10.91,60.5203252033,75.9570754284,65.6227926839,7.0998312104,39.4796747967,0.0515953836,50.1654053678,121.65,0
124.232,125.5863636364,4.75,59.512195122,67.0894308943,64.9851437559,7.1824806504,40.487804878,0.4103237095,38.288011443,122,0
124.224,124.3932727273,-0.24,38.961497704,52.9980060097,55.8751920524,7.0752252884,61.038502296,0.2186495177,16.0135241008,116.56,1
124.426,123.6125454545,1.43,41.7829457364,46.7522128541,58.786495832,6.8744948892,58.2170542636,0.6741741742,10.3122793833,119.91,0
124.41,122.506,-6.52,32.698541329,37.8143282565,55.9877032347,6.5846628811,67.301458671,0.2044534413,1.2186143851,118.37,1
124.092,122.0096363636,-6.32,42.7770590772,39.0861820475,60.2670544478,6.2924571541,57.2229409228,0.6341730559,7.4412771567,121.68,1
123.499,121.642,-8.59,35.4385964912,36.9713989658,60.7469864678,6.0059619727,64.5614035088,0.7456647399,17.5856724291,122.08,1
123.188,122.3785454545,-2.6,62.9072681704,47.0409745796,66.8129317365,5.8118059987,37.0927318296,0.5812757202,25.7682434757,127.54,0
122.811,122.9589090909,-2.8,57.0426065163,51.7961570593,64.520414453,5.6537914798,42.9573934837,0.1759259259,30.5331133525,126.38,1
122.664,123.8496363636,4.9,63.709273183,61.2197159566,65.9506620419,5.5350463458,36.290726817,0.6443850267,32.9915978449,127.71,0
122.832,124.1816363636,1.99,55.5295494441,58.7604763811,59.6782094864,5.383150608,44.4704505559,0.0585858586,15.8691704205,124.49,1
123.118,124.6412727273,7.69,60.9411764706,60.0599996992,60.7640120976,5.2200503922,39.0588235294,0.5415384615,9.1683905351,125.36,1
123.978,125.2143636364,6.34,70.4375,62.3027419716,61.9191259803,5.0610983774,29.5625,0.5037313433,12.9408732409,126.28,1
124.677,125.7492727273,8.58,79.7858099063,70.3881621256,62.7624186479,4.9119140052,20.2141900937,0.6396396396,19.1355570545,126.92,1
125.543,126.1716363636,5.32,87.0195794054,79.0809631039,62.8713972759,4.7667534011,12.9804205946,0.2842105263,13.8432195818,127,0
125.793,125.9238181818,2.11,66.5699782451,77.7917891856,56.5849586699,4.5758685275,33.4300217549,0.1926977688,1.1873942908,124.17,0
125.877,125.3996363636,-4.64,57.3604060914,70.3166545806,53.96782573,4.3356396299,42.6395939086,0.378600823,-17.4883587886,122.92,1
125.461,124.9474545455,-2.99,60.8411892676,61.5905245347,54.8183929752,4.0748523696,39.1588107324,0.4958333333,-20.4118929556,123.38,0
125.15,124.5490909091,-4.44,59.9709934735,59.3908629442,54.5470347412,3.8036484823,40.0290065265,0.0956521739,-19.3905031892,123.27,0
124.642,124.0909090909,-1.86,42.9101019462,54.5740948958,53.0390536958,3.5212525004,57.0898980538,0.293877551,-25.0726414619,122.81,1
124.579,123.9487272727,-1.5,54.3095458758,52.3968804319,55.5806510277,3.2582434793,45.6904541242,0.6160714286,-15.7129421593,123.75,0
124.368,123.7070909091,-3.02,27.3918741809,41.537174001,54.0192031678,3.0040148075,72.6081258191,0.6440677966,3.156235215,123.32,1
124.225,123.7929090909,-2.08,48.2306684142,43.3106961569,57.3801937898,2.7871373396,51.7693315858,0.8684210526,5.9067266155,124.85,1
124.228,124.2883636364,-0.05,84.649122807,53.4238884673,61.4112725098,2.6323513257,15.350877193,0.8122605364,66.7211051002,126.95,0
124.182,124.7087272727,2.36,78.6549707602,70.5115873271,60.2193932333,2.5120561993,21.3450292398,0.016722408,39.3710597792,126.5,1
124.465,125.2229090909,4.1,76.5706806283,79.9582580652,61.1502253527,2.4214584535,23.4293193717,0.8308823529,84.0042499459,127,0
124.799,125.5474545455,2.86,66.6230366492,73.9495626792,58.7560658298,2.3365793844,33.3769633508,0.1092436975,7.4782915034,126.25,1
125.193,126.0076363636,4.06,80.7591623037,74.6509598604,61.0875802549,2.2716394042,19.2408376963,0.7029288703,72.3398426432,127.31,0
123.251,122.1270909091,-18.78,43.0365296804,63.4729095444,26.2907385134,1.8428139075,56.9634703196,0.0109813084,-568.1386342953,103.85,1
122.751,121.1050909091,-6.23,74.497716895,66.0978029597,45.8026813369,1.4240434659,25.502283105,0.8898153663,-290.9201816164,117.62,1
122.559,120.9576363636,-1.31,84.3378995434,67.2907153729,50.2395398384,1.0990458263,15.6621004566,0.8230769231,-81.3713436392,121.94,0
122.354,120.7105454545,-3.64,82.6484018265,80.4946727549,49.4904085274,0.83554886,17.3515981735,0.2966101695,-47.3487240434,121.25,1
122.119,120.7352727273,-4.46,85.5936073059,84.1933028919,50.865838609,0.6430890825,14.4063926941,0.9485294118,-29.6626268102,122.49,1
121.774,120.9863636364,-3.04,87.899543379,85.3805175038,51.9686613181,0.5198913281,12.100456621,0.4566210046,-8.1584528754,123.5,1
121.533,121.4147272727,-2.88,89.3378995434,87.6103500761,52.6820916185,0.4554302425,10.6621004566,0.5566666667,26.424265638,124.5,1
121.422,122.2087272727,-0.35,93.3789954338,90.2054794521,54.7171551101,0.4583646181,6.6210045662,0.6783831283,64.0342119059,125.79,1
121.477,123.1865454545,-0.53,95.4337899543,92.7168949772,55.7590661419,0.5167016071,4.5662100457,0.4736842105,76.5041815859,126.8,1
121.482,124.2598181818,23.53,96.7579908676,95.1902587519,56.4544283701,0.6147816531,3.2420091324,0.4161073826,86.45568012,127.38,1
123.895,125.4412727273,10.35,98.1278538813,96.7732115677,57.2038045989,0.7408017972,1.8721461187,0.3115577889,86.4988071016,127.58,1
125.414,127.064,10.88,99.625,98.170281583,62.7696577062,0.9532590052,0.375,0.9244935543,146.7617659309,132.83,1
