btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_5,ntran_value_30,trfee_value_2,hrate_2,hrate_7,class_y0
397809.9514054,594.906,592.735,75,1.5191480701,2.2964906252,2.6018752262,4.62180045,1.0890562474,627.8,550.22,64886.2279569893,12.06522539,84720.3367627,78483.2567557,1
421959.9308634,606.564,600.92,75,1.9385599031,2.0781156733,3.2501459716,0.7979466311,0.5068370147,630.99,563.45,64139.4344086022,9.93876923,79003.0134229,87838.8767663,1
442047.2065863,622.676,615.6733333333,75,2.598424518,3.6075244529,2.091851053,2.5932484558,4.6796598968,662,560.05,63937.8344086022,10.68373708,93036.4434388,67048.610076,1
455620.0156744,642.23,630.5866666667,75,3.1540202075,1.9038890962,2.1755000458,3.0098315613,1.3400032258,668.9,568.56,64288.6924731183,10.91517676,93036.4434388,91996.9301043,0
438244.4476223,646.148,641.9566666667,75,0.6211708951,0.504199557,0.5033204044,-1.5848493418,-4.5097019093,640.55,611,64375.1634408602,13.71930957,97714.2534441,68088.1234105,1
448969.2604381,652.884,648.7033333333,75,1.0451620875,1.1797433557,0.0131045086,-0.6503448499,3.2090122094,661.46,618.53,64471.9526881721,12.26613461,95115.4701079,84720.3367627,0
442517.07655256,656.118,651.93,66.6666666667,0.5060708916,-0.5373263597,-1.1631028881,0.5101966225,-2.1886189645,647.16,613.03,64471.8838709678,12.24567,75364.7167521,79003.0134229,1
448266.38128055,655.3,656.2866666667,66.6666666667,-0.1240949102,-0.4901194442,0.8497413775,-0.3298940384,1.5288308876,657.13,649.61,63732.6215053763,11.31817452,86494.3621242,93036.4434388,1
450867.23167635,652.872,655.75,75,-0.3656342891,0.6703826159,-0.1758272486,0.8305686094,0.1323063312,658,621.86,62672.0623655914,9.12080675,89416.4689527,93036.4434388,0
444068.96476227,654.52,652.1983333333,66.6666666667,0.2556222851,-0.482725196,0.0859060602,-0.6355563535,-1.4034190382,648.83,639.69,62189.0795698925,8.70951916,87663.2048556,97714.2534441,0
438159.3718452,651.934,653.525,66.6666666667,-0.3948129399,0.0536385662,-0.4380922075,-0.7232914769,-0.0431639156,648.55,647.16,62323.447311828,10.27619998,79481.3057357,95115.4701079,0
427729.7478798,646.602,646.695,58.3333333333,-0.8413590898,-1.4339065842,-1.955977556,-2.2322568149,-4.4213497142,623.81,635.88,62179.8279569892,12.193239,103442.58173,75364.7167521,0
402907.2580381,628.996,633.685,50,-2.8765140481,-3.6287191429,-4.3704858445,-6.5341468089,-8.6469439036,569.98,651.7,62052.5806451613,10.95603824,85325.5193928,86494.3621242,1
421577.8713371,615.796,622.83,50,-2.1139659288,-2.2916026515,-3.0410822301,-2.350948488,3.9450469275,592,639.93,62171.2021505376,12.15329591,90585.3116841,89416.4689527,0
405009.8996872,599.346,607.5933333333,41.6666666667,-2.7110490488,-3.3780203321,-3.0302438714,-0.2218938553,-4.3888346381,566.58,642.45,61904.9634408602,12.22428882,98182.7894383,87663.2048556,1
413817.59888612,587.346,597.5466666667,41.6666666667,-1.9415443386,-1.3215929947,1.1201906416,-0.2922375013,3.8043596355,592,615,61334.2731182796,9.95194649,102858.160364,79481.3057357,0
403049.77171802,580.628,587.2733333333,41.6666666667,-1.113082371,0.7703830122,-0.2878382929,1.7626598797,-0.2790398762,587,550,61542.2086021505,9.33855066,108702.374021,103442.58173,1
409638.08059957,588.104,584.9366666667,41.6666666667,1.2723117228,0.6041279216,2.2684487748,1.5004933445,3.2800265651,606.48,563,61853.1978494624,11.12862904,118637.537238,85325.5193928,1
416382.98243939,591.104,591.2533333333,50,0.5004431235,1.7227625639,1.0288968734,1.6828652481,0.0857039311,607.99,538.38,62110.5333333333,11.98842568,104027.003095,90585.3116841,0
411744.83948902,596.468,591.4866666667,41.6666666667,0.9250083871,0.205170575,0.3665740587,-1.0901521946,-2.2660083203,593.41,552.11,62052.2043010753,12.23255724,113768.842859,98182.7894383,0
405034.85999478,596.362,595.06,33.3333333333,-0.0180184787,0.0472368707,-1.0303596941,-1.5883915067,-0.9107746931,590,582.01,61852.2666666667,12.63691856,101053.501598,102858.160364,1
407984.05025244,597.238,595.5166666667,41.6666666667,0.148702094,-0.6341290238,-0.8740733422,-0.1781058531,0.5545629869,591.33,580,61156.9440860215,11.25311797,123807.27017,108702.374021,1
411841.03928457,596.01,597.755,50,-0.2035118072,-0.2758157418,0.3875817844,1.0367600231,1.5189570593,600.34,599.9,60412.4494623656,9.11976494,126484.184119,118637.537238,0
406545.0943015,592.254,594.7116666667,50,-0.6285552696,-0.2191920069,0.0113355552,-0.2602781606,-2.0395133806,588.22,590,60121.1462365591,9.42521379,129161.098069,104027.003095,0
400042.94918731,588.098,588.9816666667,50,-0.7129277481,-0.6634660119,-1.0694756781,-2.3636920469,-2.6878707131,574,580.51,60356.8064516129,9.92050289,105738.10101,113768.842859,0
391149.49221455,582.574,583.4816666667,41.6666666667,-0.9622029293,-1.3413944083,-2.2948448975,-2.422510656,-2.1571505988,560.4,580,60504.2559139785,11.64240605,132507.240506,101053.501598,1
395824.37114289,580.314,582.1433333333,50,-0.3859145756,-0.8621324844,-0.4696721856,0.6394270781,3.436004755,580.09,587.82,60565.3720430108,11.5556694,124476.498657,123807.27017,1
405007.70269312,580.244,583.5933333333,50,-0.0116634595,0.4952990207,1.5563555987,3.4131086974,3.3902126398,599.99,580.46,60660.2430107527,11.37751104,114438.071346,126484.184119,0
401923.01321425,580.512,581.7966666667,50,0.0455093677,0.7288543879,1.6908560502,0.8182816978,-1.7536492442,591.46,572.1,60399.2344086022,10.29537954,125145.727144,129161.098069,1
403516.34501394,585.966,583.7416666667,50,0.9304796925,1.7023872653,1.1245147688,-0.0083341668,1.7369809107,599.86,554.45,59858.8430107527,9.87835113,125145.727144,105738.10101,1
419032.47105044,602.108,595.1566666667,50,2.691004692,2.5047546762,2.2096020217,4.1912276547,6.6454743987,640,557.2,59979.5784946237,8.84416498,145472.743416,132507.240506,0
409534.73128748,613.76,608.1316666667,50,1.9143838822,1.5454266928,2.6451186718,3.0991875523,-0.4470992941,638.25,574,60669.1462365591,10.90944259,104506.281189,124476.498657,1
414840.28401516,623.862,619.8833333333,58.3333333333,1.6165661908,2.4591200496,2.6998330959,0.7270124445,1.9011241831,650.49,589.56,61104.9978494624,12.36328988,115374.934433,114438.071346,0
409870.37222535,635.148,627.55,50,1.8281505564,1.8509429678,0.2527658241,0.6026983833,-0.6957274166,648.48,589.56,61239.5483870968,13.73343865,116210.984683,125145.727144,0
401131.325802,640.97,634.1233333333,41.6666666667,0.9476990325,-0.476744809,-0.4866266474,-1.6805020626,-2.6652767086,628.81,595.51,61299.9247311828,11.08189519,111194.683186,125145.727144,1
402961.90566186,638.748,639.1416666667,50,-0.3496245935,-0.3252559184,-1.0673826189,-1.2532102201,0.1588562685,630.9,638,60506.4387096774,10.58824881,133768.039923,145472.743416,1
406296.84920345,637.212,637.385,58.3333333333,-0.2421176776,-0.7779281428,-0.8053283849,0.124645777,0.0904352854,633.87,638,60065.0172043011,8.26076745,127079.637926,104506.281189,0
399187.77130834,631.53,634.6916666667,58.3333333333,-0.8931304229,-0.9424811745,-0.3682159965,-0.631752129,-1.3539395434,622.09,638.79,60075.4086021505,9.24924683,124571.487178,115374.934433,1
401862.94460433,627.128,630.2716666667,58.3333333333,-0.6933141443,-0.2003235032,-0.3200500937,-0.5252927833,0.3033539768,623.98,616.3,60720.0150537634,10.44603741,116210.984683,116210.984683,0
399559.18900984,625.722,626.2683333333,50,-0.2247879327,-0.320698983,-0.4577437392,-0.009645837,-0.3226456509,621.96,623.23,61361.9935483871,12.21686237,135440.140422,111194.683186,0
393223.47700887,623.096,624.2466666667,50,-0.421230292,-0.5491466864,-0.2808824007,-0.5730005894,-0.823355528,616.87,622.86,61546.5569892473,11.9361757,132931.989673,133768.039923,1
399318.01068435,623.982,625.08,50,0.1400165331,0.5135055522,0.5835560773,1.0366569414,2.8966694108,634.99,612.9,61463.1720430108,11.22613459,128751.738425,127079.637926,1
403112.26823194,627.184,626.335,50,0.5082046814,0.5594173575,0.8534383603,1.6918353045,0.4870011982,637.9,616.89,61011.2322580645,11.12342321,125407.537427,124571.487178,0
398953.47710685,628.564,627.8,50,0.2199470711,0.3555952516,0.7485788448,-0.3254664382,-1.1379340745,630.88,618.71,60506.952688172,9.01518862,137948.29117,116210.984683,0
395126.05258095,628.404,627.3316666667,41.6666666667,-0.0257412716,0.1736622925,-0.734006747,-1.3445107196,-1.5510873646,621.15,607.9,60464.152688172,9.32359299,132716.120673,135440.140422,1
398661.8006515,629.61,627.4866666667,50,0.1945537495,-0.4809751658,-0.8036339538,-0.6364838935,0.2781195777,622.9,613.46,61038.3505376344,11.35018792,124959.983751,132931.989673,0
393312.86769843,625.982,627.485,50,-0.5796581022,-0.8463229273,-0.7491192116,-0.348135135,-0.9743898477,617.39,628.7,61468.8731182796,11.87785856,118927.432811,128751.738425,1
398215.01027743,622.802,625.3516666667,50,-0.5046685282,-0.3463521416,0.055226266,-0.0562203898,0.8619490681,626.3,626.09,61950.3849462366,12.33196333,142195.843579,125407.537427,1
403241.35042844,623.146,624.435,50,0.0544528148,0.4558378597,0.515077287,1.2598108544,1.6576726408,632.59,616.84,62028.2451612903,12.74168175,147366.601527,137948.29117,0
401317.75878237,624.638,624.06,50,0.2387610369,0.2289214017,0.6300251515,0.5140631932,-0.6295462543,630,616.09,61861.9225806452,11.60568116,137025.08563,132716.120673,0
399850.16738063,625.458,625.0316666667,41.6666666667,0.1312109675,0.4076111713,0.2561652056,-0.4445885119,-0.2596307695,626.98,610.01,61462.0301075269,10.4567612,148228.394518,124959.983751,0
395890.51193603,626.632,625.0033333333,41.6666666667,0.1894188846,0.0212863387,-0.524175762,-0.4714905159,-0.6833502623,622.63,610,61514.3569892473,9.50599823,146504.808536,118927.432811,0
392526.40747797,625.844,625.2366666667,41.6666666667,-0.1270500701,-0.5732307479,-0.5544589124,-0.7018729838,-0.7203957053,619.99,618.46,61890.2989247312,10.02036474,128407.155717,142195.843579,1
396567.14451886,623.524,625.0366666667,41.6666666667,-0.3701445788,-0.3052941599,-0.32051529,-0.1390978038,0.4422000976,620.95,625,62358.5161290323,11.8573934,123236.397768,147366.601527,0
386326.13593266,618.13,619.88,33.3333333333,-0.8770069325,-1.0313509732,-1.1473512102,-1.3608289626,-3.1638580228,603.96,620,62536.7698924731,11.23511096,125821.776742,137025.08563,1
391169.9147355,613.316,615.5966666667,41.6666666667,-0.7829087376,-0.8077983564,-0.8369325735,-1.476498909,0.2108602048,602.93,615,62606.5311827957,10.633025,128407.155717,148228.394518,0
387561.93851796,608.016,610.4683333333,41.6666666667,-0.8697307869,-0.9070645574,-1.3568194423,-0.4533001521,-1.117460509,596.23,618.26,62315.8946236559,10.19839577,135301.499648,146504.808536,0
383769.15324431,602.424,605.0633333333,33.3333333333,-0.9255639742,-1.2675049922,-0.6353873153,-1.0585110753,-0.9995616416,592.61,615.51,61747.0559139785,9.50827747,130395.098647,128407.155717,0
373229.22113021,595.53,599.775,33.3333333333,-1.1421452851,-0.6367171006,-0.9192428691,-0.8201340491,-0.6407064566,589.88,591.12,61618.7462365591,8.77568128,149954.363444,123236.397768,0
369145.11345693,592.388,593.9333333333,25,-0.5291608,-0.7141660512,-0.5797345653,-0.3698210271,-0.0989355976,585.93,592.97,61816.0322580645,9.70412523,126669.5244,125821.776742,0
358646.37141423,584.57,587.63,16.6666666667,-1.3406116089,-1.3963993839,-1.5286786313,-1.9726647186,-3.8463938397,563.83,590,61970.1010752688,10.6532582,138777.640703,128407.155717,1
368029.78491359,581.732,584.1483333333,25,-0.4817464954,-0.3522927089,-0.2561547929,-0.3347643906,3.1768650584,583.54,589,62330.4860215054,10.85994311,162993.873309,135301.499648,1
379969.37983499,583.312,584.4766666667,33.3333333333,0.265885279,0.4925332129,0.689689483,2.9577311444,2.7385972304,597.84,570.5,62798.8129032258,11.02486059,143434.608512,130395.098647,0
376439.66128975,583.924,584.3583333333,33.3333333333,0.104071248,0.1548229594,1.4885618924,0.6444103094,-1.4497766116,589.6,578,62657.6580645161,10.87967636,142503.21495,149954.363444,0
373636.74010728,584.516,584.755,33.3333333333,0.1007781783,1.0875711828,0.3911398909,-0.7825887789,-0.1154009462,588.96,557.12,62050.3612903226,9.36154144,157405.511938,126669.5244,0
368377.11227217,589.448,585.18,25,0.8561280679,0.2759438202,-0.5449406499,-0.092522669,-0.0696443918,588.5,555.9,62140.7225806452,8.36702521,141571.821388,138777.640703,0
361471.75935027,589.392,588.1666666667,25,-0.0096236469,-0.6966788662,-0.4456462844,-0.6107689534,-1.1518935151,581.75,581.77,62836.9827956989,10.10701582,125738.130838,162993.873309,0
353891.52963015,585.984,588.02,16.6666666667,-0.5779807999,-0.3600318469,-0.4415754805,-0.6275410249,-0.1031885346,581.16,584.95,63871.3032258065,12.15106865,122943.950153,143434.608512,1
358327.55501939,585.234,585.96,25,-0.1276133065,-0.1306663966,-0.1510070649,0.3494361602,0.802060855,585.84,578.21,64343.3139784946,12.93168516,142503.21495,142503.21495,1
362694.61725612,585.056,585.6983333333,33.3333333333,-0.0302481938,-0.0203991444,0.3567656459,0.5867427361,0.3714246173,588.99,581.8,64710.1634408602,11.21723833,146228.789197,157405.511938,0
361067.99141035,584.95,585.5416666667,33.3333333333,-0.0180200102,0.265448366,0.3883273329,0.1814605718,-0.0085034737,589.82,578.25,64682.7548387097,11.08588192,157903.329124,141571.821388,1
364279.08282974,586.79,585.9516666667,41.6666666667,0.3138068334,0.4180556754,0.2900539489,0.2493686147,0.5072407032,590.98,576.44,64369.2516129032,9.89679335,169672.521357,125738.130838,0
358192.47991577,585.354,584.655,41.6666666667,-0.2486310739,-0.5113040561,-0.8055469473,-1.2040686841,-2.9153780714,574.55,579,64813.6043010753,9.6259823,175557.117473,122943.950153,0
351728.67597934,581.524,582.2433333333,33.3333333333,-0.6646859551,-0.9237135982,-1.2287836397,-2.0967958111,-1.2782135508,569.39,584,65782.2516129032,11.68497448,178499.415531,142503.21495,0
326219.57854944,573.682,576.0716666667,25,-1.3801732621,-1.7230907092,-2.4665345133,-2.2421127343,-3.2060119179,549.85,585.21,66448.2946236559,12.42984721,177518.649512,146228.789197,0
300392.85642944,557.686,562.7333333333,25,-2.9242832769,-3.7821642719,-4.0710930054,-5.4675327327,-7.7290535475,507.99,586,67480.6301075269,12.599707,153980.265046,157903.329124,0
283798.26979384,539.544,548.1133333333,25,-3.3328071951,-3.4371644761,-4.1568147845,-4.6322162178,-1.5353788882,502.48,571,67746.1440860215,12.6295534,166730.223299,169672.521357,1
296456.19286124,529.142,536.615,33.3333333333,-1.8996887508,-2.0550575508,-1.6714060951,1.3574176311,4.2502141503,523.47,561.9,68371.4408602151,10.97370877,159864.861163,175557.117473,0
286141.70040594,515.176,523.7616666667,33.3333333333,-2.6300824145,-2.4861000387,-0.7384488691,-0.3399838595,-4.9301818693,498,524.55,67948.7784946237,14.69897958,167710.989318,178499.415531,0
257290.66644434,500.458,508.5166666667,33.3333333333,-2.8794888623,-1.667097691,-1.7110039586,-4.6916130131,-4.4530441569,474.74,497,68091.5741935484,37.29813075,161826.393202,177518.649512,1
275097.72327404,497.256,499.045,33.3333333333,-0.6404739417,-0.4167477051,-1.9724016569,-0.4935115507,3.4660210555,491.98,481.55,68696.4129032258,10.68090312,171634.053396,153980.265046,1
294317.79979874,500.484,500.445,33.3333333333,0.6350864098,-0.2686955254,1.2851332559,4.1542219623,4.8424228692,516.39,485,69104.4430107527,12.87741605,202037.799997,166730.223299,1
308505.09731474,499.946,503.6166666667,41.6666666667,-0.1033375648,1.1033735113,2.955512734,2.7002585733,0.5580942774,519.29,485.39,69640.735483871,12.02058864,187281.346344,159864.861163,0
293112.05164304,503.504,502.3966666667,33.3333333333,0.703575234,1.9927300817,1.5016330904,-0.1687617989,-0.8956178753,514.65,442,69691.8043010753,11.94405134,199134.596112,167710.989318,0
284679.77512646,507.86,502.42,33.3333333333,0.8962434278,0.2537990209,-1.2757422618,-2.1926605314,-3.4897031876,496.96,453.01,69225.2752688172,10.85000669,190837.321274,161826.393202,1
290445.13244616,511.034,507.8583333333,41.6666666667,0.6349612625,-0.4169041392,-0.7419036113,-0.6650464794,2.1596102289,507.84,466,68435.4043010753,9.21595098,186096.021367,171634.053396,0
284671.21616887,508.52,509.8316666667,41.6666666667,-0.4928646506,-0.7556043825,-0.7089332183,0.6814517663,-0.7967066962,503.74,510,68397.688172043,8.65681711,194393.296205,202037.799997,1
291387.37643654,507.1,509.13,50,-0.2753422194,-0.1202733054,1.0028699886,0.4244998685,1.6457064332,514.4,500.01,68825.2559139785,14.33068278,158833.546899,187281.346344,0
283595.41174832,506.544,507.895,50,-0.1083274285,0.7370165113,0.2628186055,0.7925812563,-0.0605439206,511.87,487,69233.6967741936,13.09978465,196763.946159,199134.596112,0
276476.38823133,508.344,506.4533333333,41.6666666667,0.3589328638,-0.0912364775,0.1439202621,-0.6069728234,-1.1534017262,506.94,495.02,69280.7247311828,11.61214904,190837.321274,190837.321274,1
283722.99484801,508.634,508.5033333333,50,0.0570221101,0.2704543117,-0.1879630622,-0.251672633,0.6500564603,509.3,496.79,69218.4387096774,10.66182195,214543.820811,186096.021367,0
279319.59259056,508.04,507.3366666667,50,-0.1182481273,-0.5592367675,-0.7254677164,-0.5115007115,-1.6730578833,501.49,502.27,68902.1268817204,10.22007288,196763.946159,194393.296205,0
268029.75735326,501.412,503.2066666667,41.6666666667,-1.3378404905,-1.657164633,-1.8250856019,-3.062656633,-4.4522553827,479.01,510,68330.7548387097,9.7465966,203875.89602,158833.546899,0
258937.88541252,493.946,496.9333333333,33.3333333333,-1.5144954558,-1.6047688882,-2.3563773377,-2.6980370649,-0.9438187472,475.89,505.93,68196.2688172043,9.02275826,231138.370487,196763.946159,0
251604.37227214,487.646,490.705,25,-1.2855010247,-1.769390396,-1.8015012336,-0.4761241591,-0.0084295709,474.5,501.25,68392.3268817204,10.30536727,204522.695658,190837.321274,1
256347.25673305,480.764,485.52,33.3333333333,-1.3990807124,-1.3305864197,-0.2900300988,0.0368642255,0.0821580219,474.86,498.13,68579.6129032258,11.41237447,194978.303194,214543.820811,1
267140.85991925,478.08,481.875,41.6666666667,-0.5431992935,0.4340647288,0.8933592208,1.3442536167,2.6063492116,489.61,473.33,68676.8688172043,11.28382249,216794.057398,196763.946159,0
261928.42496768,477.802,478.0083333333,33.3333333333,-0.0581170903,0.1633083239,0.2205542889,0.2897524224,-2.0268443668,477.65,472.01,68527.3032258065,11.15620263,227701.9345,203875.89602,1
264699.22124186,478.85,478.1316666667,41.6666666667,0.2196350348,0.2766511863,0.3414822411,-0.7909512441,0.4449418786,479.99,470.42,68434.0860215054,10.7140055,203159.211021,231138.370487,0
261840.56948907,479.036,478.28,33.3333333333,0.0391607928,0.0284114855,-0.8309010898,-0.2329294514,-0.9108007813,477.4,471,67830.9827956989,10.4899443,229065.419137,204522.695658,0
247272.60791007,477.724,477.2516666667,33.3333333333,-0.2782004526,-0.9993378687,-0.6568357026,-1.2077244933,-1.5046482052,468.32,471.04,68037.8924731183,19.46564618,223611.480587,194978.303194,1
256394.4391677,474.878,476.97,41.6666666667,-0.5925711656,-0.2340028653,-0.4603177799,-0.2350762792,1.0344956468,473.34,473.03,68749.3741935484,11.323667,208613.149572,216794.057398,1
267904.0336409,474.662,475.16,41.6666666667,-0.045272598,-0.1678262171,0.0798319709,0.872072059,0.7096484713,477.78,477.16,69192.2279569892,13.00607767,179979.972179,227701.9345,0
259967.30504664,473.886,474.8683333333,41.6666666667,-0.1623983475,0.024702261,0.5344857497,0.2844808011,-0.140686869,477.43,474.95,69057.5483870968,14.66467827,212703.603485,203159.211021,0
253869.59347596,473.724,474.0083333333,41.6666666667,-0.0341034765,0.3335327057,0.099878392,-0.2050066477,-0.2693264263,473.08,456.3,68858.5053763441,10.27418557,220884.511311,229065.419137,1
259697.85712498,475.654,474.4333333333,50,0.4079142995,0.2512689627,0.0984757932,0.2180571242,0.7054406748,477.99,459.18,68439.8666666667,10.4459308,219521.026673,223611.480587,0
255813.18059841,476.112,475.6266666667,50,0.0965543833,-0.0567191387,-0.0287298952,0.0915683703,-0.5223039342,475.47,473.32,68282.0967741935,9.87754729,241336.780877,208613.149572,0
249591.33012295,474.692,475.005,41.6666666667,-0.3002043595,-0.3400837321,-0.3636695007,-0.8982245884,-1.2741452427,469.47,465,68655.3698924731,10.41613288,252083.493018,179979.972179,0
243642.57112225,471.916,472.58,33.3333333333,-0.5919913588,-0.6726575919,-1.1320236808,-1.4368835541,-1.5996218655,463.48,462,70010.8301075269,11.9467162,219460.923333,212703.603485,0
231164.79674325,467.41,468.6116666667,33.3333333333,-0.9726641762,-1.3921903889,-1.6821525405,-1.8861561894,-2.1726905132,452.99,467.43,70686.1462365591,14.7337395,250600.648941,220884.511311,0
209100.91205155,456.814,460.3416666667,25,-2.3495944337,-2.8064170586,-3.3171743306,-4.1759505632,-6.1792106131,426.62,473.59,71334.1419354839,12.27569456,280257.530473,219521.026673,0
179368.19168955,440.888,446.655,25,-3.6657047575,-4.2635946363,-5.1515855598,-6.6410330832,-7.1028555532,395.86,467.76,71448.576344086,12.45941455,274326.154167,241336.780877,1
199284.71662415,428.746,435.5333333333,33.3333333333,-2.769524242,-3.0619998361,-3.3584362771,-1.948049109,3.2067573351,410.92,462,70965.4,11.14791622,240220.740405,252083.493018,0
185102.00097225,416.252,423.88,25,-2.9053853274,-3.0885590309,-2.0583418368,0.4639150214,-2.2789272924,400.77,443.57,70564.4494623656,9.96929167,256532.025248,219460.923333,1
195905.01855185,405.848,413.555,25,-2.4448348652,-1.5112409282,0.3526306135,-1.0744327473,0.1300617977,399.77,407.94,70521.2043010753,9.80993611,259497.713401,250600.648941,1
222904.31240185,408.642,411.3683333333,33.3333333333,0.6468380937,2.5842615054,2.3767628955,4.7046079895,9.2791541813,440.85,378.78,70628.6752688172,10.88655821,232806.520022,280257.530473,0
208763.11347665,414.206,411.1483333333,33.3333333333,1.3583567983,0.8962566641,1.9546513163,2.8669460756,-3.5452620302,423.57,390,71344.3247311828,11.60787131,223909.455563,274326.154167,0
193746.24442265,414.206,413.2983333333,25,0,0.5697318231,0.7162884982,-3.5651443433,-3.5850266565,410,390,71799.9892473118,13.42090123,241703.584482,240220.740405,0
183825.12742778,415.01,412.4333333333,25,0.2002208175,0.2177605725,-2.8027039638,-2.4314249306,-1.2778232048,405.08,396.26,71971.2989247312,13.07804471,241703.584482,256532.025248,0
178352.5276352,415.35,412.8033333333,25,0.0848050757,-2.2137822007,-1.7699555909,-0.8624200581,-0.4470169115,399.16,393.6,71736.0709677419,47.43930673,260177.353093,259497.713401,0
162212.7627069,402.626,408.6833333333,25,-3.1314429918,-3.0279882322,-2.8423087575,-3.6245515338,-6.8020861562,375.35,418.83,71199.7806451613,11.34818893,220547.690039,232806.520022,0
142186.2555765,392.73,397.8883333333,25,-2.4837607894,-2.2084443226,-2.5186513619,-3.5544685871,-0.3068510179,374.17,400,71390.2731182796,11.08075213,239501.007152,223909.455563,1
156476.2148717,389.196,392.4566666667,33.3333333333,-0.8838094844,-0.7853060542,-0.8980691018,2.0539394254,4.4147298686,389.56,396.53,71902.8322580645,11.45663317,237777.978323,241703.584482,0
143438.6164222,385.454,388.4733333333,33.3333333333,-0.9494064581,-1.0750038447,0.8340235924,1.4044608976,-1.6058080734,384.85,396.57,72349.5225806452,12.33293377,261900.381921,241703.584482,0
133024.4192993,380.036,383.6583333333,25,-1.3961491448,-0.044664892,0.0427304834,-2.1432692093,-2.6807303451,376.29,368.9,72540.2946236559,12.63437263,249839.180122,260177.353093,0
112615.4442453,376.714,376.4866666667,25,-0.905220638,-1.054813043,-2.8779940135,-3.5140869836,-4.347443622,358.71,365.2,72599.7741935484,11.80636226,255008.266607,220547.690039,0
83633.6401792996,367.116,368.2966666667,16.6666666667,-2.7449813617,-4.5349091693,-5.5112762012,-6.9265491292,-9.5056546365,326.24,371.8,72511.5075268817,11.69504803,242947.064808,239501.007152,0
21907.2685705996,353.602,359.85,8.3333333333,-3.7935355339,-4.340467399,-4.8937130836,-5.1668478144,-0.8280409924,322.82,377.01,72181.9505376344,13.09999729,246393.122465,237777.978323,1
91444.9307381996,342.348,349.4333333333,16.6666666667,-3.1613771758,-3.2815388834,-2.9262373039,0.3634713624,1.5549837172,328.56,372,72398.5548387097,11.43225211,306699.13146,261900.381921,1
114406.8207512,334.372,341.09,25,-2.2507797945,-1.7266138376,0.866399762,1.7136201392,1.8722565612,334.8,353.75,72832.3053763441,12.29635546,275684.612549,249839.180122,1
143021.6518163,333.77,337.9316666667,33.3333333333,-0.1685175197,2.1657667595,3.1637026767,3.9680621565,6.0638677519,355.73,322.04,73326.5806451613,13.26892581,260177.353093,255008.266607,1
190838.901864,341.33,338.81,41.6666666667,2.1927998806,2.9480100989,3.4123522261,4.1824000586,2.3009323652,364.01,275,73713.3935483871,13.07728331,225716.776524,242947.064808,0
170295.6262266,348.804,344.59,41.6666666667,2.1862453385,2.3440607439,2.5013288048,0.7200593312,-0.8608137029,360.85,295.89,74480.7096774194,13.35198908,247077.56033,246393.122465,1
180268.8949324,355.486,351.0033333333,50,1.9366687764,1.9527718303,0.582406523,-0.2768563981,0.3071009067,362.77,312.37,73998.5548387097,13.41027929,276657.268257,306699.13146,1
194519.3666439,364.148,359.2566666667,50,2.4330363992,1.5253285611,1.2667939597,2.3305977909,4.3540946751,378.48,326.93,73405.8817204301,10.51275487,248817.543149,275684.612549,1
220603.113,371.522,368.89,58.3333333333,1.9723853142,1.8902485514,2.8072693028,4.0573535008,3.7606123266,392.99,349,73551.0516129032,11.06974068,257517.457245,260177.353093,1
245425.2754571,379.396,376.8316666667,66.6666666667,2.0539541184,2.7826460738,3.6078277961,3.2346943566,2.7087763867,402.01,351.1,74068.0817204301,12.83998343,266217.371341,225716.776524,0
226277.5850367,386.122,381.9166666667,66.6666666667,1.7819326665,2.1506406065,1.416155917,0.2439277122,-2.2209209623,394.52,352.1,74270.5784946237,13.09047261,243597.594692,247077.56033,0
203501.0696158,390.512,385.76,66.6666666667,1.177362479,0.38317943,-0.7426315355,-2.4683354966,-2.7157500309,384.19,354.71,74265.2924731183,12.64154509,255777.474426,276657.268257,0
192993.2433285,391.62,389.3683333333,66.6666666667,0.2909104009,-0.5765150805,-1.6716122362,-1.3969578731,-0.0781657153,383.2,368.07,74152.0408602151,12.18979168,260997.422884,248817.543149,1
200068.0687564,391.216,391.4466666667,66.6666666667,-0.1031693598,-0.8061557964,-0.3345674077,0.8560239039,1.7902135231,390.59,390.48,73904.1612903226,11.63600658,233157.697776,257517.457245,0
196825.69507662,388.046,390.6016666667,58.3333333333,-0.8017156111,-0.4469142734,0.3093643125,0.5031293264,-0.7839548703,389.06,385.92,73239.0344086021,11.15788265,294057.096449,266217.371341,0
184743.89565182,385.384,386.9066666667,50,-0.686388634,-0.1790482848,-0.212675808,-1.2141204735,-1.6442860767,381,370.1,73611.1827956989,10.3090553,233157.697776,243597.594692,1
192697.2187019,385.756,385.455,50,0.0966536905,0.1403585419,-0.4095931184,-0.2224122425,1.1994615917,385.79,370.96,74140.776344086,12.24408182,240117.629053,255777.474426,0
184381.56850593,385.434,385.1366666667,50,-0.0841072691,-0.5526874672,-0.4755983328,0.1087455391,-0.9819705135,382.05,377,74510.111827957,12.99216076,243597.594692,260997.422884,0
163323.12794053,378.754,380.725,41.6666666667,-1.7878591492,-2.038835219,-2.1703515997,-3.8552581954,-6.7285458773,356.81,385,74831.6838709677,12.4960203,297537.062088,233157.697776,1
