btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_high_5,btc_low_5,btc_close_5,btc_vol_5,hrate_30,class_y0
245425.2754571,379.396,376.8316666667,66.6666666667,2.0539541184,2.7826460738,3.6078277961,3.2346943566,2.7087763867,402.01,380.08,351.1,360.89,20543.2756374,253512.66344277,0
226277.5850367,386.122,381.9166666667,66.6666666667,1.7819326665,2.1506406065,1.416155917,0.2439277122,-2.2209209623,394.52,368.06,352.1,362,9973.2687058,253792.342236518,0
203501.0696158,390.512,385.76,66.6666666667,1.177362479,0.38317943,-0.7426315355,-2.4683354966,-2.7157500309,384.19,383.6,354.71,378.11,14250.4717115,254330.691788647,0
192993.2433285,391.62,389.3683333333,66.6666666667,0.2909104009,-0.5765150805,-1.6716122362,-1.3969578731,-0.0781657153,383.2,405,368.07,392.6,26083.7463561,253050.571389845,1
200068.0687564,391.216,391.4466666667,66.6666666667,-0.1031693598,-0.8061557964,-0.3345674077,0.8560239039,1.7902135231,390.59,417.99,390.48,403.38,24822.1624571,255800.734416606,0
196825.69507662,388.046,390.6016666667,58.3333333333,-0.8017156111,-0.4469142734,0.3093643125,0.5031293264,-0.7839548703,389.06,404.32,385.92,394.52,19147.6904204,254579.471846654,0
184743.89565182,385.384,386.9066666667,50,-0.686388634,-0.1790482848,-0.212675808,-1.2141204735,-1.6442860767,381,399,370.1,383.95,22776.5154209,253822.426440011,1
192697.2187019,385.756,385.455,50,0.0966536905,0.1403585419,-0.4095931184,-0.2224122425,1.1994615917,385.79,386,370.96,383.65,10507.8262873,253325.194722325,0
184381.56850593,385.434,385.1366666667,50,-0.0841072691,-0.5526874672,-0.4755983328,0.1087455391,-0.9819705135,382.05,397.29,377,390.58,7074.8254279,256342.122446766,0
163323.12794053,378.754,380.725,41.6666666667,-1.7878591492,-2.038835219,-2.1703515997,-3.8552581954,-6.7285458773,356.81,394.25,385,387.53,3242.37367978,256527.543336979,1
178962.63245773,373.02,375.4383333333,41.6666666667,-1.5372184973,-1.5104516025,-2.4137560006,-3.1296487441,0.4692483891,358.78,390.65,376.2,381.21,12081.7994248,258952.569803342,0
167866.83331873,366.516,368.965,33.3333333333,-1.7833425812,-2.5290436244,-3.0447346614,-1.2028290535,-2.8749064961,348.69,393.55,378.98,385.81,7953.32305008,260000.816991127,1
175783.68768892,360.39,364.6266666667,33.3333333333,-1.6544063415,-1.8225152985,-0.1871717722,-0.5153818529,1.8441427903,355.19,388.87,380,382.04,8315.65019597,258445.09129632,0
166243.01601126,353.982,358.6583333333,33.3333333333,-1.7518432137,-0.5076675477,-0.8333061934,0.187493958,-1.4691548743,351.03,384.55,352.4,357.18,21058.4405654,259141.567623998,1
173246.95246206,353.938,354.4783333333,41.6666666667,-0.0123225142,-0.13271524,0.781348512,0.2499513729,1.9690576201,355.71,363.71,344.34,358.86,15639.5045172,259854.546834028,0
159990.69798086,349.306,350.8983333333,41.6666666667,-1.334288726,-0.9491342834,-1.8802266413,-2.0857625249,-6.1405826698,336.37,359.1,341.22,348.69,11095.799139,259813.071348652,1
174110.46316766,348.796,348.7783333333,41.6666666667,-0.1467991565,-0.6445346432,-0.3696612329,-1.5390206594,3.0625413511,346.14,363,344.5,355.18,7916.85437019,263075.869728757,0
166584.70592238,345.358,346.995,41.6666666667,-0.9921678796,-0.8729211309,-1.8202473813,0.339920263,-2.382700825,337.99,358.65,349.21,350,9540.67167766,267967.514261114,0
151614.14806678,340.298,341.915,41.6666666667,-1.5006295075,-2.3680512894,-1.1105408292,-3.1970819194,-4.0114630138,324.55,359.5,350.09,356.96,7003.9364508,269441.729406551,0
143278.73120528,333.778,337.6416666667,33.3333333333,-1.9153944122,-0.8590973477,-2.1663102473,-2.0581149585,-0.1047669032,324.23,355.99,333.33,335.7,13256.2544812,271310.469350714,1
154555.00368558,331.738,332.3983333333,41.6666666667,-0.6171088467,-1.5370213962,-1.2551282533,0.123039127,0.3508451572,326.45,352.83,332.99,346.14,14119.7651868,272032.077279258,1
168258.08165448,328.554,331.485,50,-0.9416843699,-0.5814302561,0.5619139965,0.8952544464,1.4396637355,329.96,347.96,335.5,337.99,7525.75724528,273725.968108226,1
183631.48154638,328.632,330.1916666667,50,0.0230643017,1.0316961305,1.4105171418,1.9403531341,2.4410425327,338.37,339.47,316.61,324.7,14970.5578556,276843.426009793,1
197920.27819948,333.69,332.1916666667,58.3333333333,1.5000580708,1.9012643143,2.4180706999,2.9072741822,3.3735058316,349.99,329,318.24,324.36,8335.4168615,277971.146635301,0
190677.15277472,337.25,335.1016666667,50,1.0684890768,1.2479000568,1.1839788305,0.5554469794,-2.2626118728,342.16,333.99,322.74,325.5,11276.2724803,278917.476488189,1
194448.18526392,341.228,338.6066666667,58.3333333333,1.1862350341,1.1228778587,0.6834896341,-0.6615184647,0.9395749435,346.19,332.9,320,330.22,13703.0779689,281263.715814026,1
204985.34474282,348.138,345.1516666667,58.3333333333,1.9901583795,1.8774373411,1.3787478443,3.1994277029,5.4592804623,365.37,344.17,328.8,338.38,15373.3998919,281321.605493505,1
224258.41934252,353.748,351.1866666667,66.6666666667,1.5927596569,1.1475731133,2.284301442,2.9566646912,0.4540489201,366.43,353.1,336.27,349.99,14288.7966531,283799.217358174,1
231960.84116104,357.88,356.565,66.6666666667,1.1470727691,1.9994939296,2.3528002583,0.7995601563,1.1450713925,370.09,352.15,340.4,342.16,7243.12542476,283983.753909806,1
276001.24325664,374.774,369.3383333333,75,4.4127732627,5.2810728425,5.2216703025,7.6054809938,14.065890595,426.64,347.75,340.6,345.39,3771.0324892,283363.047217191,0
226116.73127464,389.882,382.4666666667,75,3.9558467144,3.5799882774,4.6219680632,6.3604163986,-1.3450577979,417.85,366.35,343.4,364.77,10537.1594789,284140.438615497,0
204459.02083974,396.924,391.565,75,1.8429505576,2.190175967,2.5385441585,-3.2251290597,-5.1052003216,399.97,377.77,357.3,366.43,19273.0745997,284823.563543357,0
190030.25176874,399.036,393.6016666667,66.6666666667,0.5682230944,0.4240110199,-4.1232821718,-5.5123943588,-5.9195883961,376.97,371.52,360.28,370.65,7702.42181852,285946.669207297,1
199710.74402422,402.878,397.5066666667,66.6666666667,1.0105895843,-2.2532356684,-2.5559616252,-1.281342277,3.3569038421,389.86,434.8,369.85,426.63,44040.4020956,286360.924859591,0
175401.30483542,395.09,400.3466666667,58.3333333333,-1.914221517,-2.0565124467,-1.0402831551,1.3993694654,-0.5581649113,388.72,453.92,381.55,420.93,49884.511982,287551.790787316,0
160196.04888252,385.88,391.7216666667,50,-2.3172114863,-1.6202142775,-0.1870895713,-1.9590862779,-3.3600076446,374.87,420.3,382.95,399.98,21657.7104349,288477.475647845,1
169181.03010592,381.69,384.7383333333,58.3333333333,-1.0759837647,0.1349173931,-0.9390780898,-1.1295346791,1.1009382863,379.04,407.22,369,376.99,14428.769071,287924.297002282,0
152800.13540562,377.586,377.4866666667,50,-1.1193715411,-2.2384403869,-2.7985322121,-2.5177944959,-6.1365272782,356.47,395,375,389.86,9680.49225548,287297.273309103,0
137551.24884222,369.854,373.1883333333,41.6666666667,-2.0886367711,-2.4712547361,-2.1750037666,-3.8129747931,-1.489422308,351.19,415,375,387.69,24309.4391888,284923.679987512,1
144256.94652847,362.94,367.065,41.6666666667,-1.8679621739,-1.4949508063,-2.3602471705,-0.4721071166,0.5452080747,354.29,394.64,371,374.88,15205.2559529,287050.122358181,1
152228.79335937,361.398,363.645,41.6666666667,-0.4156203739,-0.794760039,0.9858290407,2.2234547151,3.9017013554,367.17,386.39,371.7,379.03,8984.9812234,286848.790624034,1
171308.47009257,360.79,363.83,41.6666666667,-0.1610562066,1.3328115613,2.2735561844,3.1377302392,2.3737591229,375.99,381.8,351.8,356.47,16380.8947003,288476.515422731,1
187465.16530407,364.97,363.5533333333,50,1.1395210736,1.7967569189,2.213939867,1.3700591228,0.3663591227,377.05,358.49,342.05,351.2,15248.8865634,286531.545830452,0
174443.87125817,368.43,365.5583333333,50,0.9616969974,1.065819228,0.1205251856,-1.0060917831,-2.378542689,368.5,365.93,350.7,353.12,6705.69768625,286473.935452725,1
180662.26099179,371.802,368.6883333333,58.3333333333,0.9328201523,0.1905998515,-0.5371199056,-0.9888594198,0.4008238494,369.98,373.5,353.01,367.17,7971.8468309,284822.490372243,1
194454.12823409,373.74,372.645,58.3333333333,0.5209761926,0.0577804601,-0.0450790942,1.1216527032,1.8424815571,376,389.99,366.67,375.99,19079.6767332,286285.641049125,0
187202.03626882,373.64,374.0316666667,58.3333333333,-0.026614152,-0.1248574707,0.6263709354,0.7391444784,-0.3641926003,375.48,395.11,374.31,377.37,16156.6952115,287117.997680852,1
190287.3350562,373.568,374.2016666667,66.6666666667,-0.0190885245,0.5707750166,0.6274254057,0.01989733,0.4039872604,376.09,379.22,363.38,368.5,13021.2940459,288611.577413477,0
183349.51008881,375.174,374.0616666667,58.3333333333,0.4311402742,0.4387193804,-0.0292013451,0.1382942825,-0.1273986955,376.53,375.33,366.37,369.98,6218.38973362,288476.101772933,1
189900.28907137,377.082,375.8983333333,66.6666666667,0.5091669249,0.1758382669,0.3558485559,0.3317792037,0.7909571029,379.52,381.34,358,376.86,13791.8672423,288210.823231815,0
181443.05792429,376.776,376.79,66.6666666667,-0.0813625339,-0.0106550173,-0.1488691099,-0.1596043172,-1.1101657372,376.61,386.6,372.25,375.49,7252.09196527,285250.502058176,0
169110.18461719,375.51,375.5066666667,58.3333333333,-0.3400337059,-0.5260389474,-0.6589190314,-1.3838570986,-1.65754846,369.89,381.99,373.32,377.01,3085.29878738,285715.96983392,1
177710.69924868,375.308,375.5916666667,58.3333333333,-0.0536513781,-0.0352145488,-0.3106050993,0.0891752196,1.8358988993,376,382.31,373.03,376.53,6937.82496739,286435.974247432,0
175324.57046528,374.878,375.1533333333,50,-0.1145280193,-0.3408992999,-0.0844771541,0.7020584988,-0.4317819017,375.05,382.86,375.23,379.52,6550.77898256,286550.298635394,1
177815.23881185,374.426,375.275,50,-0.119453829,0.128224148,0.723481684,0.1672730764,0.7663280544,376.03,383,374.01,375.33,8457.23114708,283707.267565946,0
165478.50954455,371.62,372.2383333333,50,-0.7619400169,-0.5380379061,-1.3293501745,-1.778134311,-4.3225966764,362.74,378.99,360,369.16,12332.8733071,284544.751890237,0
146444.38773755,368.194,368.355,41.6666666667,-0.9502751032,-1.6468186038,-2.0518308378,-3.4609102839,-2.5992238914,352.02,377.89,365.61,376,8600.51463149,283989.769909576,0
139480.19925977,362.036,364.3633333333,33.3333333333,-1.7087243177,-2.0279599217,-2.9593892471,-2.2777855325,-1.9563471736,345.22,376.99,371.31,374.38,2386.1287834,286636.500671013,1
155639.94640617,356.94,359.8466666667,41.6666666667,-1.4097195236,-1.9537314181,-1.1641096654,-0.4465525523,1.0632420689,348.88,377.5,373.16,377.26,2490.66834657,286812.887182884,1
163719.57662373,351.936,356.1566666667,41.6666666667,-1.3724368694,-0.6348969177,0.0198787403,1.0079916972,0.9527413255,353.33,377.26,359.01,361.3,12336.7292673,286581.153602785,0
159874.33379654,350.01,351.8916666667,41.6666666667,-0.5403080457,-0.0255790842,0.6180102789,0.3953943839,-0.1619525577,351.67,364.59,343.97,352.03,19034.121807,286441.962186514,1
166413.22689304,350.908,351.095,41.6666666667,0.2534788005,0.805935294,0.720166369,0.6038788908,1.3697103392,357.3,353.74,345,345.21,6964.18847778,284897.905294742,0
158320.38551248,351.666,350.59,41.6666666667,0.218379894,0.0071643502,-0.3080279748,-0.3810656834,-2.131841706,348.85,364.43,339.8,348.9,16159.7471464,286101.90218011,0
140137.01358798,347.696,347.8966666667,41.6666666667,-1.1715126658,-1.7025761636,-2.2161173656,-4.009031218,-5.88622073,329.05,358.59,348,352.24,8079.63021756,284720.422489043,0
117245.01994628,341.648,343.4133333333,33.3333333333,-1.7952243181,-2.2035422581,-3.3946264573,-4.0260188329,-2.1658169358,321.96,354.41,347.03,351.67,3845.24282719,282614.155672101,0
95641.4071608796,333.848,336.8183333333,33.3333333333,-2.3508982922,-3.28105045,-3.6641200313,-2.553069682,-2.9403224282,312.65,359.3,347.44,356.52,6538.8930965,281902.859100338,1
111637.02607468,326.21,331.2616666667,33.3333333333,-2.2660351742,-2.2995835412,-1.1040378116,-0.5731482495,1.7940259292,318.58,357.3,346.21,349,8092.84138056,279342.124717112,1
123015.91458318,322.768,327.14,41.6666666667,-1.0113936708,0.2073130941,0.9983564373,2.9676958701,4.1413658111,331.77,349.35,327.34,329.05,18183.3719245,278999.833016335,0
116657.83209858,320.96,322.3083333333,41.6666666667,-0.5571493919,-0.154982506,0.7734641348,0.2631832376,-3.6149993359,320.88,335.99,315.23,322,22891.9936417,279159.186681376,1
128470.59852478,322.872,322.7266666667,50,0.5851448636,1.4665116865,1.3573402723,-0.0346724971,3.5456543418,332.52,325.61,304.99,312.67,21603.6127854,277216.400930439,1
136150.37253384,327.722,325.2133333333,50,1.4939438437,1.4189233223,0.5114424928,2.5746634071,1.6036724724,336.9,320,307.11,318.33,15995.6189138,279586.163852639,0
130265.49653616,328.668,326.945,41.6666666667,0.2949896786,-0.6666043545,0.3161939727,-1.2985362119,-4.2007448962,323.03,333,316.52,331.79,11378.8885085,280488.044516146,0
126377.24838652,326.282,327.2,41.6666666667,-0.732376772,-0.0117211311,-1.1975129554,-2.5981056692,-0.9954664423,319.85,332.31,318.78,320.01,6358.0824846,283698.570466721,1
132783.51281525,327.934,326.6133333333,41.6666666667,0.5096839038,-0.2493087057,-0.8669690984,0.7999188006,2.5953040434,329.31,333.99,319.9,331.56,11812.7664262,283584.046391581,0
124095.97725808,324.916,326.0233333333,41.6666666667,-0.9316067672,-1.5654265771,-0.6869871375,-0.532747485,-3.6607990135,316.48,338.99,327.49,336.92,7679.77400906,285502.905597342,1
128217.05311167,321.06,323.7033333333,50,-1.1785369484,-0.4229849615,-0.2321578012,-1.6458887235,0.3690215665,317.64,336.9,320.92,323.06,5884.87599768,288197.051250243,0
121287.4269077,319.05,319.7183333333,50,-0.6320585115,-0.5412065288,-1.5867100528,-0.5496655725,-1.4683527115,313.36,323.72,316.63,319.86,3888.24814964,291107.627278611,0
112401.76712543,317.292,317.72,50,-0.5573086565,-1.3454618315,-0.5736827708,-1.0450349394,-0.6217171673,311.1,332,316.64,328.27,6406.26442873,291045.333006845,1
118739.96824522,315.838,317.91,50,-0.4479063473,0.3553168192,0.3507485701,1.2602992109,3.1423155892,321,329.31,311.63,316.47,8687.53555717,292766.389336557,0
115652.53169127,315.306,315.5,41.6666666667,-0.1688148628,-0.3032739701,0.0850856104,0.4384869992,-2.2653415907,313.82,319.56,311.22,317.64,4121.07585359,295863.839803957,1
119120.8130665,314.862,315.325,50,-0.1402716394,0.1917486287,0.462903894,-0.8768019535,0.5117376837,315.42,320.14,310.26,313.01,6929.62620397,298069.801676176,0
97368.0939201996,308.66,309.385,41.6666666667,-2.0865613595,-2.4527724075,-4.3178017397,-5.3440318142,-11.1998013121,280,316.77,310,311.07,8885.65978227,300623.27205791,0
55926.8153672996,299.246,301.2166666667,33.3333333333,-3.2813772818,-4.8873004996,-5.7612868025,-8.8977990457,-6.5957967792,264.55,321,310.69,321,6338.20111979,303357.885195301,1
65455.0863693296,290.406,295.505,41.6666666667,-2.9629179877,-3.137312087,-4.3536620105,-0.9305923597,4.7346120597,276.8,321,312.6,313.81,3087.43655395,306273.50564449,0
65455.0863693296,283.004,288.1383333333,41.6666666667,-2.5098496696,-3.2652465079,-0.6203949065,2.3673060299,0,276.8,317.01,311.96,315.42,3468.28137523,307645.636930669,0
65455.0863693296,275.28,281.97,33.3333333333,-2.6121972063,-0.4652961799,1.5782040199,0,0,276.8,316.58,280,282,21752.7191463,307684.380950568,0
65455.0863693296,274.24,275.5333333333,33.3333333333,-0.3722369439,1.1836530149,0,0,0,272.45,289.39,255,264,41441.2785529,306027.23365137,1
75369.3359636396,280.234,277.5283333333,33.3333333333,2.1505723634,1.5045624393,2.0060832524,3.0091248786,6.0182497572,293.89,280,264.07,276.8,9528.27100203,306593.834800849,0
45920.5581184396,279.992,279.46,33.3333333333,-0.0876193947,-0.1095242433,-0.1460323244,-0.2190484866,-6.4563467305,275.6,276.8,276.8,276.8,0,305767.723617131,0
33161.6090742396,277.91,277.725,33.3333333333,-0.7666764664,-0.958345583,-1.2777941106,-4.9258160446,-3.3952853587,266.34,276.8,276.8,276.8,0,305731.21254077,1
43639.8592878396,276.034,276.1616666667,33.3333333333,-0.6894953511,-0.8618691889,-3.155242171,-1.5046898912,0.3859055762,267.1,276.8,276.8,276.8,0,309630.985762101,0
-16916.3034287604,266.074,267.8616666667,33.3333333333,-3.9669041252,-6.4631925959,-6.465474551,-8.0005691471,-16.3870438705,227.01,305,272.45,293.97,9914.24959431,305051.135631024,0
-141105.18851176,241.562,250.2966666667,25,-10.7883874759,-11.8713976623,-14.6967684302,-22.2381054334,-28.0891669962,172,295,271.03,275.59,29448.7778452,307029.283977963,1
-57616.7723264604,228.64,236.465,33.3333333333,-5.3430182351,-5.8299514543,-7.9019037978,-3.6593337614,20.7704994735,210.69,280.94,262.08,266.39,12758.9490442,307259.728675791,0
-92340.1206789604,216.968,225.205,33.3333333333,-4.9455820071,-6.2784539029,-2.9089239137,9.6811976276,-1.4081042183,208.02,272.43,263.54,267.42,10478.2502136,308815.826653959,0
-111462.01015836,203.422,214.0883333333,25,-5.8410858426,-3.2045963357,5.0902605512,-2.7498589099,-4.0916136015,199.69,268.15,216,227,60556.1627166,308522.421737553,1
-93256.8297964604,200.392,204.8266666667,33.3333333333,-1.3814308082,5.2955032388,0.1371711606,0.9098088501,5.9112313017,211.8,230.89,152.4,171.41,124188.885083,309863.607754755,1
-80219.4306870604,209.378,203.05,41.6666666667,4.6558579337,0.6271975487,1.3056314711,4.0042540073,2.097276713,216.01,233.9,168.5,210.98,83488.4161853,311873.570378303,0
-94348.6708727604,209.312,209.59,41.6666666667,-0.0313070766,0.3128922089,1.7810608123,-0.2840244324,-2.6653255777,211.94,223.15,198.04,208.03,34723.3483525,308813.906400806,1
-71188.0139620604,213.138,212.2866666667,41.6666666667,1.7594462988,3.2222112738,2.3258712646,2.4401685404,7.5456626584,227.75,212.84,192.17,199.69,19121.8894794,308199.165656647,1
-45782.6843488604,220.016,216.6283333333,50,3.1779354643,2.494611505,2.6270564357,5.2732474423,3.0008322263,234.08,222,195.02,211.85,18205.1803619,309317.856234299,0
-61050.9528350604,224.374,222.2866666667,50,1.958059842,1.9232556242,3.4527826916,1.4063427081,-0.18814681,233.42,220.94,207.7,216.34,13037.3991094,306748.204844639,1
-47257.1763557604,230.944,228.51,50,2.8272882699,4.2004417318,3.0853680896,3.1276360213,6.4434188525,249.33,216.81,201.98,210.65,14129.2401857,303809.53997877,1
-18496.2479278604,239.876,235.005,58.3333333333,3.8456100932,2.9205969519,2.8938518604,4.4348511956,2.4262835387,254.67,228.9,205,227.16,23160.6569107,301720.0681284,1
37333.3656663396,249.404,245.6966666667,66.6666666667,3.8077789068,4.0095155769,5.4087363725,4.8913951325,7.3565067263,274.76,239,226.01,234.08,25405.3296132,299786.742661021,0
16173.5393900396,255.384,251.8333333333,58.3333333333,2.4042081086,3.0522968382,1.9219228335,1.6697424808,-4.0170217647,263.97,240,225.55,233.64,15268.2684862,300469.730029705,0
-11918.7953425604,255.87,252.165,58.3333333333,0.2069380409,-1.3521821621,-2.611670729,-7.5957594567,-11.1744971486,236.07,249.99,230.03,249.19,13793.7764793,301641.2926376,0
-37930.9647534604,253.19,252.5233333333,58.3333333333,-1.1054815863,-1.9884228675,-5.1033993988,-5.6465882159,-0.1186792832,235.12,257,241.33,255.31,28760.9284279,304416.996771013,0
-58545.8016970604,247.924,249.155,50,-2.1768765918,-4.5602224213,-4.7412893068,-1.524685386,-2.9306914887,228.96,309.9,254.67,274.8,55829.6135942,302955.104468682,0
-77754.0807499604,236.344,242.7533333333,41.6666666667,-4.7321428503,-4.9109231217,-2.8230651127,-4.1752580275,-5.4198245663,218.04,278.51,243.1,263.98,21159.8262763,303671.205949411,1
-59345.8281285604,228.934,234.775,50,-3.0246348564,-0.9871692833,-1.27666595,-0.4496531807,4.5205182049,226.93,266.45,225.91,236.07,28092.3347326,306410.130158181,1
-43733.0332289604,229.414,230.5233333333,50,0.2023029008,0.2825484468,1.3536284252,4.740354921,4.9601916372,238.38,242.18,220,235.79,26012.1694109,306049.686538914,0
-61232.5664694604,227.854,229.1766666667,41.6666666667,-0.6727962008,-0.1083223788,1.6621783504,0.2330084231,-4.494174791,227.94,244.98,225.52,228.98,20614.8369436,304164.770015912,0
-76216.0304521604,227.458,227.7116666667,41.6666666667,-0.1736929203,1.1378399912,0.0102805867,-2.4646749386,-0.4351750862,226.93,234.8,215.75,216.9,19208.2790529,305846.955772357,0
-89198.8164099604,227.44,225.6833333333,33.3333333333,-0.0083004774,-1.140505148,-3.174070743,-2.514018719,-4.5928623518,216.46,233,208.48,226.93,18408.2526214,305695.542496619,1
-78247.0293159604,226.728,226.7616666667,33.3333333333,-0.3162402107,-1.6353481727,-0.6824059666,-0.8060214068,2.9808195382,223.44,241.98,221.79,238.47,15612.7948996,309283.916355462,1
-68583.3550063804,224.694,226.99,33.3333333333,-0.8716592543,0.0339696298,0.1903512018,2.5819579786,2.183096419,228.78,244.39,223.79,227.99,17499.5332405,312346.061550544,0
-82358.3645010804,223.872,224.5583333333,33.3333333333,-0.3638314864,-0.3459955865,1.0696266687,0.1140302339,-1.9550359513,223.92,231,220.02,227,14983.4639827,309411.694451574,0
-101832.32114858,222.652,223.3766666667,33.3333333333,-0.5447981411,0.4672179116,-0.3706492973,-1.6475221555,-1.3400083597,220.91,229,210.43,216.81,12982.7859578,311728.906866099,0
-108714.96799274,223.374,222.28,33.3333333333,0.330268466,-0.3323693021,-1.1708578757,-0.778768838,-0.2175293163,220.42,225.86,210.59,223.37,10951.787094,313209.219929069,0
-119391.26106924,222.61,222.7366666667,33.3333333333,-0.3449918468,-0.9770139132,-0.6510065672,-0.3065056709,-0.3954820256,219.57,231.14,221.77,228.3,9663.67430958,314615.331915024,1
-112426.65470206,221.55,222.675,41.6666666667,-0.4697756415,-0.0984605641,0.3153887011,0.5818477098,1.5591774452,223.02,232.89,217.28,223.88,13775.0094947,314083.466640826,1
-91014.1956777605,224.174,224.125,41.6666666667,1.1389989422,1.7587507677,2.4175107957,3.8240072064,6.0888369675,237,225.99,215,220.9,19473.9566475,313969.139607809,1
-71189.4426230605,231.392,229.6433333333,41.6666666667,3.0265412641,3.8375589092,5.2485725542,7.0932701086,8.0977032497,256.81,222,215,220.42,6882.64684416,316893.326057738,0
-100362.71361546,234.434,232.0983333333,41.6666666667,1.3345592175,1.7670695282,1.8363668892,-0.2898681499,-8.6774395496,235.61,223.43,217.99,219.55,10676.2930765,315856.283084641,0
-112757.54302176,237.464,234.4783333333,41.6666666667,1.334562117,1.2784082849,-0.3250679426,-4.5364535388,-0.3954675279,234.69,223.09,218.01,223,6964.60636718,318304.587620705,1
-99636.0018928605,241.804,238.67,50,1.8572239798,0.7993207328,-1.6334734395,1.8885096156,4.1724867592,244.6,242.35,221.37,237,21412.4590243,320218.284883998,0
-112457.91351196,241.878,241.065,41.6666666667,0.0311992812,-1.985426711,0.2452442352,0.5656001168,-3.0412865256,237.37,259.31,236.9,256.99,19824.7530547,322951.203440206,1
-103753.5737841,238.598,241.6633333333,41.6666666667,-1.3188586743,0.5207865445,0.8262045687,-0.8469365266,1.3474134724,240.61,267.92,227.75,235.63,29173.2709924,326075.312215174,1
-94410.8845289605,240.568,239.745,50,0.8190539877,1.1226843666,0.1060835691,1.6797686164,2.0121237604,245,241.23,229.2,234.7,12394.8294063,329269.254424488,0
-97393.0965338105,242.71,241.375,50,0.8924435677,0.0724327699,1.1103392017,0.9918020663,-0.0285196278,245.84,248.78,232.01,244.7,13121.5411289,328326.229874553,0
-105144.84624973,241.07,241.675,50,-0.6816952503,-0.0917974315,-0.5715343995,-1.8633634794,-3.6982073311,236.46,247,232.01,237.37,12821.9116191,329285.934220232,1
-98817.1197746605,241.526,240.8333333333,58.3333333333,0.1911884083,-0.0978678578,-0.8011983972,-1.1875377819,1.3231317674,239.63,245.01,235.59,240.59,8704.33972786,329094.227988148,0
-103961.233331551,241.318,241.1966666667,50,-0.0866415318,-0.6113328548,-0.8056039305,0.6406977699,-0.0417362277,239.53,249.32,239.41,245.48,9342.68925514,328937.302144097,0
-107771.768372631,239.816,240.76,41.6666666667,-0.6214172443,-0.7696416484,0.2065469125,-0.351745515,-0.6617548023,237.99,247.8,244,245.41,2982.21200485,331378.945762079,0
-113263.776387081,238.102,239.32,33.3333333333,-0.7109094716,0.0359149933,-0.3931572647,-0.5688677833,-0.4759807643,236.83,247.42,232.48,236.5,7751.74971592,331842.362561561,1
-91251.7730163805,241.358,240.5483333333,41.6666666667,1.3314267457,1.3335004903,1.7919127297,3.0187464956,6.5134737555,252.29,241,232.05,239.65,6327.72647507,334364.829921239,1
-85625.1446925105,244.122,243.3766666667,50,1.1213189445,1.4120827376,2.1033619176,3.3930332585,0.2725927614,253.45,240.97,236.07,239.55,5144.11355689,333352.283798675,1
-75946.9661325205,247.88,246.4916666667,50,1.5102876695,2.0532982874,2.8963913047,1.0878500792,1.9031073971,257.95,240.98,236,237.97,3810.53504108,334661.898625619,1
-57931.7063384205,255.272,252.3883333333,58.3333333333,2.8874380901,3.7282928037,2.799899153,4.0635523488,6.2239973006,275.95,238.55,234.01,236.84,5492.00801445,335836.202421893,1
-36954.3854617205,264.104,259.56,58.3333333333,3.4193972334,2.6458781029,3.4369732167,4.2039061265,2.1838149524,281.03,256.15,236.16,252.78,22012.0033707,337544.67932329,0
-51267.5523547205,267.704,265.2166666667,50,1.375742757,1.6515302559,1.5676712088,-0.7604918371,-3.7047986267,270.72,254.56,245.2,253.47,5626.62832387,339683.827664411,1
-39839.2138981205,271.628,268.6016666667,58.3333333333,1.491118767,1.3881216095,-0.2238369542,-1.4276629074,0.8494728118,273.46,260.25,245,258.34,9678.17855999,335249.976264854,0
-46692.4938136005,274.496,271.8033333333,58.3333333333,1.0804479938,-0.2054393329,-1.001857428,0.3496131714,-0.1502464691,272.61,277,255.61,274.93,18015.2597941,337430.604965856,1
-40975.8390374705,274.852,274.865,58.3333333333,0.1290701311,-0.3846160742,0.7221114432,0.6584307589,1.4671079869,276.71,284.95,265.89,281,20977.3208767,336987.78961526,0
-45406.5298322905,273.652,274.8766666667,58.3333333333,-0.4316714333,0.386610365,0.2323228827,0.4236075586,-0.6198928697,275,283.88,264.94,270.78,14313.166893,338735.70956155,1
-33410.2110469905,276.92,275.8966666667,66.6666666667,1.1718712754,1.2524708914,1.7200433448,1.8465110238,4.3129149173,287.12,280.5,262.2,273.09,11428.3384566,337198.499791671,1
-20281.1501449905,280.302,279.1,75,1.2015902359,1.5395494121,1.5636965539,2.6554912657,0.9980676141,290,276.46,269,272.68,6853.27991548,338640.934634927,1
-13543.6471423205,285.074,283.0083333333,75,1.6776634019,1.7303022556,2.5137006308,1.6140934875,2.2301193609,296.29,279.48,270,276.71,5716.65477613,342164.120220282,0
-21424.3211080805,288.794,286.78,66.6666666667,1.3011125136,1.7813638594,0.9375135068,0.9072364532,-0.4156464546,295.66,277.57,271.12,275,4430.69079482,340562.800892252,0
-31034.8705101705,290.444,287.87,58.3333333333,0.5911760448,-0.3392586733,-0.7850341024,-2.2926108341,-4.1695752136,283.25,289,274.17,287.12,11996.3187853,339912.648283927,0
-36410.6702374505,289.422,289.0383333333,50,-0.3591543107,-0.698459792,-1.6746528429,-2.3041560371,-0.4387368606,282.36,296.8,283.96,290,13129.060902,338510.079860026,1
