btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_5,ntran_value_30,trfee_value_2,hrate_2,hrate_7,dax_close_30,google_trend_4,wikipedia_trend_1,wikipedia_trend_wma30,class_y0
323962.67979049,579.098,584.5816666667,25,-1.7402275398,-2.1425833082,-1.5657342731,-0.7957727653,-0.7653347724,558.22,605.11,68265.9741935484,14.60447433,37185.1882655,37607.7472231,9307.3453548387,49,14978,9576830.2172043,1
337636.73973259,574.056,580.2466666667,25,-0.8424302653,-0.0847552282,0.9222121252,1.7964235669,4.3581819062,585.9,578.66,68174.6258064516,14.39001698,43312.2931502,30635.5244233,9293.485139785,49,16444,2067905.87741935,0
329529.35753088,573.214,575.675,16.6666666667,-0.1437172815,0.5967677202,1.0710938797,1.9893082058,-0.3795654947,583.77,556,68395.8989247312,12.36959646,42044.6162775,32748.3192111,9290.285311828,49,20792,1663487.59784946,0
319218.99496708,575.512,574.5933333333,16.6666666667,0.3991482816,0.7054880415,1.1957623128,-0.3854474839,-0.3913294732,581.48,541,68420.4795698925,14.41318613,37582.750873,35283.6729565,9294.8789247312,49,26670,1870407.9311828,0
270013.03864328,557.45,558.76,8.3333333333,-3.4811889842,-4.1601525372,-6.9995973517,-10.3096132802,-20.2278970872,475,556.74,68509.3376344086,15.58162914,39324.9976022,38241.5856594,9300.2021290323,49,19029,1642023.93978495,1
304973.09422118,545.652,548.21,16.6666666667,-2.2220173142,-3.8670671193,-5.0295676609,-7.3486867547,5.5305235777,502.01,547,68511.1290322581,13.74833968,41565.0291112,37185.1882655,9314.8318709678,49,15466,1409622.63870968,0
297526.53595666,526.852,536.7083333333,16.6666666667,-3.49688667,-4.2762169639,-5.5711794608,1.7571793524,-2.016164873,491.99,568.86,67601.5053763441,12.76760033,45547.3073494,43312.2931502,9329.6219139785,40,10666,1035922.3311828,0
266089.49052176,502.098,515.71,16.6666666667,-4.7656116031,-5.8591821356,-1.0696104851,-4.3696775164,-6.7231901599,460,565,66752.135483871,9.91116708,42560.5986707,42044.6162775,9344.4144086022,40,11798,568467.898924731,0
245102.83956186,476.766,494.22,16.6666666667,-4.9134010429,-1.0847770318,-3.289877235,-3.926733416,-1.1302766722,454.81,466.1,66438.711827957,10.75046791,37084.9660932,37582.750873,9357.4144086022,40,18816,363120.569892473,1
268007.64742196,477.562,477.135,25,0.166880777,-1.1740299232,-0.8933182732,2.0216176701,5.1735120124,478.98,468.3,66228.7892473118,11.95022358,41813.9215011,39324.9976022,9373.7911182796,40,15652,499493.189247312,0
233528.98136966,464.96,471.135,25,-2.6824125347,-2.8489744502,-1.5575692136,-1.7712154843,-8.7159429811,438.9,486.97,66139.9311827957,12.54864889,44551.7377898,41565.0291112,9391.6256129032,40,17688,739283.952688172,1
260473.95867476,456.768,462.6383333333,33.3333333333,-1.7384906989,-0.4923158336,-0.2796622208,-3.0062493374,2.7034443062,451.03,436,66098.1892473118,13.09056906,46045.0921292,45547.3073494,9409.2436129032,40,21833,673094.382795699,1
276173.26884476,455.208,456.0066666667,41.6666666667,-0.3420385928,-0.1449790729,-1.9178094347,1.4812573384,0.2590703706,450,438,65985.9182795699,13.42152449,51769.6170966,42560.5986707,9431.095655914,40,18836,768471.838709677,1
282640.58678064,457.202,456.8066666667,41.6666666667,0.4336696555,-0.7512909337,1.9035930821,1.50366747,2.7482645694,464.8,452.04,65507.1096774194,13.60614942,50027.3703674,37084.9660932,9452.6170537635,22,12088,1608166.5483871,0
277356.73840302,452.66,457.0466666667,41.6666666667,-0.9714820667,0.9646331619,0.3850294472,0.4480089854,-1.8522465985,459.97,430,64269.9978494624,12.15739669,54454.1688771,41813.9215011,9473.8096344086,22,8585,1412499.2688172,0
269937.49046619,454.282,451.735,41.6666666667,0.3661047255,-0.2182301697,-0.3773303498,-1.9401278093,-2.0280090202,447.11,416.11,64033.064516129,9.16831339,43198.2792209,44551.7377898,9482.3299139785,22,11701,610139.658064516,1
275781.91293959,454.79,454.1633333333,50,0.1123151305,0.0756263204,-0.8152530959,-0.2967563446,1.4344963309,453.57,430.77,64323.3720430108,13.90620728,44415.1321567,46045.0921292,9489.2116989247,22,12165,545338.23655914,0
267775.30886919,452.688,452.6066666667,41.6666666667,-0.470325626,-1.2749731748,-1.0825487002,-0.6098185403,-2.6541334115,441.69,441.25,64219.0516129032,15.09697226,47457.2644962,51769.6170966,9496.7961935484,22,16313,750615.159139785,0
218061.46441569,432.352,437.76,41.6666666667,-4.9374769478,-5.7087845351,-6.9357097068,-11.1208127256,-19.5874920397,363.1,450.2,64429.5440860215,13.2776719,44110.9189228,50027.3703674,9500.5201505376,22,13714,1207260.75268817,1
260186.21019009,425.698,430.7933333333,50,-1.5142512101,-1.3858117576,-2.3259144538,-2.161804975,15.2638820898,423,446,64513.1806451613,21.30299867,53237.3159413,54454.1688771,9494.9446451613,22,12052,1105858.55483871,1
270995.26225449,420.96,425.3183333333,58.3333333333,-1.0888011022,-1.7196254605,-1.4081228102,7.6815618046,0.0992415195,424.91,446.24,63650.8709677419,14.57004853,45327.7718586,43198.2792209,9489.0968817204,19,8570,647158.643010753,0
259977.37734979,413.506,420.1833333333,50,-1.7148691692,-1.4800531086,4.5557598684,-0.7983012423,-1.695844004,416.29,438.08,62678.5376344086,9.91757697,48674.117432,44415.1321567,9482.6093333333,19,9081,368783.756989247,1
293618.05220619,416.868,421.005,58.3333333333,0.747040263,5.8306733387,2.6862704217,3.9797848728,9.6554137496,459.99,357.57,62709.7419354839,9.30580111,60538.4335561,47457.2644962,9477.1056989247,19,18614,284912.161290323,1
326240.12952099,448.444,434.2233333333,58.3333333333,7.2203336721,5.2094465677,6.9128482504,11.2171943776,12.7789750057,523.1,339.79,63425.0258064516,14.39419263,55366.8085789,44110.9189228,9460.319139785,19,11884,491143.303225806,1
356950.59963829,469.844,462.0366666667,58.3333333333,4.51009655,5.6128103076,8.0490284115,7.2458357425,1.7126964793,529.26,413.72,63687.5096774194,16.40310745,59321.5806203,53237.3159413,9452.5777419355,19,15873,646951.821505376,0
336897.89764019,485.178,474.885,50,3.3284697597,4.5845482006,2.8942596843,-2.0480979765,-5.8088924322,500.09,397.16,63865.7677419355,15.0145845,45327.7718586,45327.7718586,9450.4702580645,19,14818,608917.275268817,0
325755.05787419,498.54,484.8333333333,50,2.9767643359,1.3071019824,-2.516855692,-4.6316317776,-3.454371123,482.1,408,63339.3139784946,15.27722248,60364.1060676,48674.117432,9448.0032903226,19,9270,843393.737634409,1
336023.79082199,507.6,499.4166666667,58.3333333333,1.8843814444,-0.8392669459,-1.6899214209,0.3695640847,4.1934992924,505.18,453.16,62841.6107526882,12.11666488,54119.543371,60538.4335561,9445.2510322581,19,9070,896824.367741936,0
330225.21062477,503.4,506.3333333333,50,-0.8228388666,-1.4567227031,-0.0059994601,1.7181863714,-0.7571265496,501.07,494.02,61906.7075268817,13.3065243,56547.9844197,55366.8085789,9442.2544946237,19,7261,501852.47311828,0
321848.15381534,496.748,502.29,50,-1.2962051233,-0.1680332961,0.9274126462,-0.705630677,-0.6541348043,497.98,481.63,61577.3892473118,10.78653306,58976.4254684,59321.5806203,9439.1143655914,19,9974,235387.909677419,0
313326.68833491,494.73,495.6233333333,50,-0.4076538224,0.3540255028,-0.9257990938,-1.0101353659,-1.3661359274,490,470,62261.2064516129,11.60986595,61404.8665171,45327.7718586,9448.1132258065,19,11402,228059.449462366,1
319022.69739759,496.508,494.275,50,0.36468691,-0.5925161857,-0.5376460643,-0.4794016943,0.4073325388,491.94,472.81,62835.7333333333,15.41285036,53425.7030714,60364.1060676,9452.9526236559,19,10486,317795.903225806,1
326975.47088628,496.188,497.4566666667,50,-0.0636183439,0.1097587075,0.3643898782,1.2296527809,2.0519730231,502.15,493,63110.464516129,14.28109385,60711.0262174,54119.543371,9457.3173548387,19,9806,438033.058064516,0
293558.50787808,489.492,491.2433333333,50,-1.386144132,-1.5691464639,-1.6368166427,-2.6588912335,-7.3697554901,466.71,490,64065.1849462366,14.18530262,50997.2620227,56547.9844197,9451.7376129032,19,11577,492200.539784946,0
284746.38777863,481.944,484.41,41.6666666667,-1.5803308064,-1.6338795261,-2.3142835477,-4.4974118331,-1.6250681762,459.22,485.2,63737.8172043011,14.40370555,56894.9045695,58976.4254684,9446.2590107527,16,6992,366268.569892473,0
275434.04177109,469.944,473.2866666667,33.3333333333,-2.6124036483,-3.3673376951,-5.1737746012,-4.0757841568,-6.5265001373,430,484.61,62918.3053763441,10.52495082,61751.7866669,61404.8665171,9440.8872043011,16,8579,232839.169892473,1
293717.02774339,460.124,465.4366666667,33.3333333333,-2.1026941113,-3.1413608949,-1.7318960298,-1.7853099566,2.9558802242,440.41,480,62945.2086021505,11.27509025,57935.6650189,53425.7030714,9438.8055913979,16,12312,178159.189247312,1
307561.66280749,449.284,458.1033333333,41.6666666667,-2.2841042862,-1.0126914852,-0.8085659215,2.0504011864,1.1449221486,448,438.05,63040.2688172043,12.34031962,57588.7448691,60711.0262174,9445.9145806452,16,10689,373865.156989247,1
318319.02762929,445.75,449.2116666667,50,-0.7722427124,-0.5590363464,1.4301182505,0.6672372637,0.1895523788,449,451.07,63099.4709677419,12.17060621,54813.3836706,50997.2620227,9454.2630752688,16,14043,486097.670967742,1
327875.06551546,446.144,448.2866666667,50,0.0856550979,1.7386939067,1.3329651343,1.4269866271,2.6644208755,460.97,429.95,62960.9075268817,12.53470401,58067.9246281,56894.9045695,9462.5098064516,16,10902,416025.569892473,0
319605.17409818,451.044,447.5366666667,50,1.1082540986,0.6463475672,0.4801560401,0.6254578707,-1.413505134,452,424,62797.6387096774,12.01720682,66817.8858734,61751.7866669,9467.7117634409,16,8244,515837.404301075,0
312173.54761857,450.264,449.0366666667,50,-0.1768919571,-0.5073454835,-0.7396447709,-2.4416775941,-3.4698500542,439,432.02,62371.3268817204,11.50948836,67613.3368957,57935.6650189,9473.0585376344,16,5670,305231.172043011,0
307019.13982418,448.272,448.2266666667,50,-0.4496600401,-0.6094631449,-1.7007578183,-1.8443841605,-0.2189182668,435.88,433.08,61655.4451612903,11.0080935,57272.4736058,57588.7448691,9478.5618709677,16,6294,190489.152688172,0
298831.05702941,445.102,445.7266666667,41.6666666667,-0.719020564,-1.5648809239,-1.6153395205,-0.6880842536,-1.1572502405,431.64,447.97,61756.3096774194,9.99820449,60454.277695,54813.3836706,9482.6547741936,16,11801,151423.144086021,0
290789.85861416,438.51,442.2533333333,33.3333333333,-1.4837281032,-1.5012838456,-0.8450951093,-1.1581835306,-1.1591168208,429,444.51,62707.2107526882,12.36926791,49715.6888939,58067.9246281,9483.1071827957,16,9286,165400.376344086,1
304038.20763706,435.61,438.7583333333,41.6666666667,-0.6484637341,0.0568828459,0.1488165502,0.8018499455,2.7628167117,441.47,431,63187.9182795699,15.21115475,73976.9450741,66817.8858734,9487.5194623656,16,9070,253973.686021505,0
297711.55845339,435.348,435.9566666667,41.6666666667,-0.0597703168,-0.0199833293,0.3591056412,1.1182168721,-0.5263829675,439.6,429.55,63519.9548387097,13.38035393,64829.2583176,67613.3368957,9497.4641075269,16,8791,266381.191397849,1
305993.66960822,438.214,438.185,50,0.6438039728,1.0940675261,1.845128975,1.3862851067,3.2989531809,452.78,425,63810.5032258065,13.58134445,62045.1797396,57272.4736058,9505.4837849462,16,11029,230458.180645161,1
310124.0575112,442.692,441.0766666667,50,1.0083293334,1.5501908719,1.1459822586,1.9821648717,0.6653765625,457.7,420.27,63584.1591397849,15.8661507,66022.4348511,60454.277695,9513.3419569893,15,7453,253227.507526882,0
301260.37176679,445.09,442.2433333333,41.6666666667,0.5525633423,0,0.1754609892,-1.3862851067,-3.4379467759,437.67,425.67,62853.3182795699,10.8683326,70397.4154738,49715.6888939,9520.9272043011,15,6995,183045.270967742,1
305842.81321528,445.59,444.6583333333,41.6666666667,0.1133147507,0.2732391803,-0.7353321533,-1.4356865111,0.5665737536,442.48,437.61,63342.1505376344,9.32474235,66022.4348511,73976.9450741,9535.7471612903,15,8319,137931.513978495,0
299873.14154134,445.876,444.5116666667,33.3333333333,0.0652365401,-0.7431926201,-1.212715681,-0.1001001335,-0.7667740206,439.12,437.71,63831.1612903226,12.74240695,69096.5967636,64829.2583176,9553.0873978495,15,9361,235861.217204301,1
306272.12979091,444.602,445.8966666667,41.6666666667,-0.2836295405,-0.5208810663,0.4514741703,0.3939243786,1.5546227778,444.07,449.79,64233.1139784946,13.05030601,74817.9710179,62045.1797396,9569.4806666667,15,8940,291587.535483871,0
306272.12979091,442.724,444.835,41.6666666667,-0.416704853,0.3386056277,0.2626162524,0.7773113889,0,446.27,429.6,64798.9376344086,12.04391208,66015.8567805,66022.4348511,9578.6364731183,15,8659,331240.546236559,1
309939.21090056,444.186,443.4883333333,50,0.3295427927,0.2702850525,0.6159714103,0.1466457265,0.2932914529,447.55,431.56,65119.7741935484,12.75536468,73057.5481704,70397.4154738,9585.0162795699,15,7194,337507.582795699,1
312234.28441702,445.498,444.9983333333,58.3333333333,0.2943208931,0.5595946216,0.2279185695,0.3418778542,0.3904642555,449.07,430.61,64580.4580645161,12.02164864,80099.2395604,66022.4348511,9590.7266666667,13,5596,201479.064516129,0
309735.54136165,447.056,445.7333333333,58.3333333333,0.3516901564,0.050957001,0.067942668,-0.0447317245,-0.4799277044,446.91,438.36,63749.0021505376,9.7917159,80539.3452722,69096.5967636,9595.9652473118,13,5717,108661.12688172,1
314459.03075449,447.524,447.27,58.3333333333,0.1046584225,0.1308230281,0.0766668865,-0.0802317979,0.3194641086,448.34,444.02,63556.576344086,8.92569908,67776.279628,74817.9710179,9602.6862150538,13,7676,84852.4043010753,1
342669.11582089,456.124,454.4366666667,66.6666666667,1.8408707491,2.2277655731,2.8401993457,4.5002628708,8.6810616329,489,444.5,63948.7462365591,10.7224626,77898.711001,66015.8567805,9607.5599139785,13,12042,167838.027956989,1
349781.01540779,465.458,462.4333333333,66.6666666667,1.9848632798,2.3834630359,3.337926616,4.8471578696,1.0132541064,493.98,445.01,64398.7268817204,12.69875738,78778.9224247,73057.5481704,9615.7332473118,13,9387,243700.243010753,1
367220.05033309,481.644,476.2133333333,66.6666666667,3.3140325868,4.2625226596,5.5768755099,4.0247824484,7.0363107905,529.99,444.52,64814.3440860215,13.27575617,78338.8167129,80099.2395604,9624.7733333333,13,8606,189210.462365591,0
347600.48808719,497.016,488.665,66.6666666667,3.1739084921,3.887519588,2.2896722397,2.9278813063,-1.1805481779,523.75,441.44,65464.9634408602,12.71659841,73497.6538823,80539.3452722,9636.5923010753,13,7502,179470.898924731,1
353129.00970296,513.036,502.2533333333,66.6666666667,3.2875479373,1.9391695134,2.2478079824,-0.1464434217,0.8876613345,528.44,447.14,65049.2258064516,12.99220611,69536.7024755,67776.279628,9647.9299354839,12,5270,216205.249462366,1
372911.60487926,530.016,523.18,75,3.2018535128,3.7490033644,2.6532342224,4.5701254225,8.2525895104,573.5,487.11,64381.8172043011,12.10475911,87319.120099,77898.711001,9658.7958924731,12,5711,184318.883870968,1
384545.32476516,547.596,538.66,75,3.2753842073,2.3351525615,3.507052808,4.8167485448,1.3809075791,581.87,492.65,64531.8709677419,9.57210433,78483.2567557,78778.9224247,9676.9260215054,12,7820,119733.941935484,0
364740.06697936,556.138,551.78,75,1.5500776191,2.2327340684,2.6810916463,-0.1046572857,-1.5902221505,572.7,518.55,64746.423655914,11.91589205,87838.8767663,78338.8167129,9697.0964301075,12,9591,132794.144086022,1
373720.61843732,567.516,560.225,75,2.0622546191,2.3559029403,0.3903407503,-0.1049426642,1.3803368222,580.66,515.4,65269.4967741935,12.33282353,67048.610076,73497.6538823,9716.0006666667,12,10016,175136.290322581,0
365610.30039548,576.302,568.325,66.6666666667,1.5971273079,-0.0667382427,-0.5492868499,-0.0288191996,-1.4379752215,572.37,527.09,65356.223655914,13.24677566,91996.9301043,69536.7024755,9733.8276774194,12,10979,187774.148387097,1
388113.24393088,585.722,583.7516666667,75,1.5775183364,1.6266710257,2.6989687511,3.3582847156,8.1545446526,621,565.58,65504.0838709677,12.39205713,68088.1234105,87319.120099,9751.173655914,12,9157,174335.384946237,1
397809.9514054,594.906,592.735,75,1.5191480701,2.2964906252,2.6018752262,4.62180045,1.0890562474,627.8,550.22,64886.2279569893,12.06522539,84720.3367627,78483.2567557,9767.7883655914,11,5933,141716.475268817,1
421959.9308634,606.564,600.92,75,1.9385599031,2.0781156733,3.2501459716,0.7979466311,0.5068370147,630.99,563.45,64139.4344086022,9.93876923,79003.0134229,87838.8767663,9783.6718064516,11,5865,94269.376344086,1
442047.2065863,622.676,615.6733333333,75,2.598424518,3.6075244529,2.091851053,2.5932484558,4.6796598968,662,560.05,63937.8344086022,10.68373708,93036.4434388,67048.610076,9799.1643870968,11,8602,76565.2795698925,1
455620.0156744,642.23,630.5866666667,75,3.1540202075,1.9038890962,2.1755000458,3.0098315613,1.3400032258,668.9,568.56,64288.6924731183,10.91517676,93036.4434388,91996.9301043,9811.8494408602,11,11589,102284.180645161,0
438244.4476223,646.148,641.9566666667,75,0.6211708951,0.504199557,0.5033204044,-1.5848493418,-4.5097019093,640.55,611,64375.1634408602,13.71930957,97714.2534441,68088.1234105,9824.1993978495,11,10808,206645.615053763,1
448969.2604381,652.884,648.7033333333,75,1.0451620875,1.1797433557,0.0131045086,-0.6503448499,3.2090122094,661.46,618.53,64471.9526881721,12.26613461,95115.4701079,84720.3367627,9837.0603870968,11,9597,250984.344086021,0
442517.07655256,656.118,651.93,66.6666666667,0.5060708916,-0.5373263597,-1.1631028881,0.5101966225,-2.1886189645,647.16,613.03,64471.8838709678,12.24567,75364.7167521,79003.0134229,9851.427827957,11,7651,181675.544086022,1
448266.38128055,655.3,656.2866666667,66.6666666667,-0.1240949102,-0.4901194442,0.8497413775,-0.3298940384,1.5288308876,657.13,649.61,63732.6215053763,11.31817452,86494.3621242,93036.4434388,9864.7933548387,11,6180,146705.066666667,1
450867.23167635,652.872,655.75,75,-0.3656342891,0.6703826159,-0.1758272486,0.8305686094,0.1323063312,658,621.86,62672.0623655914,9.12080675,89416.4689527,93036.4434388,9877.3421290323,11,6896,92898.3978494624,0
444068.96476227,654.52,652.1983333333,66.6666666667,0.2556222851,-0.482725196,0.0859060602,-0.6355563535,-1.4034190382,648.83,639.69,62189.0795698925,8.70951916,87663.2048556,97714.2534441,9890.4015698925,11,8724,72689.088172043,0
438159.3718452,651.934,653.525,66.6666666667,-0.3948129399,0.0536385662,-0.4380922075,-0.7232914769,-0.0431639156,648.55,647.16,62323.447311828,10.27619998,79481.3057357,95115.4701079,9903.8436344086,11,9836,104030.890322581,0
427729.7478798,646.602,646.695,58.3333333333,-0.8413590898,-1.4339065842,-1.955977556,-2.2322568149,-4.4213497142,623.81,635.88,62179.8279569892,12.193239,103442.58173,75364.7167521,9911.2275268817,11,9187,169217.761290323,0
402907.2580381,628.996,633.685,50,-2.8765140481,-3.6287191429,-4.3704858445,-6.5341468089,-8.6469439036,569.98,651.7,62052.5806451613,10.95603824,85325.5193928,86494.3621242,9917.3627096774,11,14202,214823.427956989,1
421577.8713371,615.796,622.83,50,-2.1139659288,-2.2916026515,-3.0410822301,-2.350948488,3.9450469275,592,639.93,62171.2021505376,12.15329591,90585.3116841,89416.4689527,9921.4351612903,11,16836,245214.739784946,0
405009.8996872,599.346,607.5933333333,41.6666666667,-2.7110490488,-3.3780203321,-3.0302438714,-0.2218938553,-4.3888346381,566.58,642.45,61904.9634408602,12.22428882,98182.7894383,87663.2048556,9925.1667956989,11,7230,224864.111827957,1
413817.59888612,587.346,597.5466666667,41.6666666667,-1.9415443386,-1.3215929947,1.1201906416,-0.2922375013,3.8043596355,592,615,61334.2731182796,9.95194649,102858.160364,79481.3057357,9928.3461290323,11,7706,125589.759139785,0
403049.77171802,580.628,587.2733333333,41.6666666667,-1.113082371,0.7703830122,-0.2878382929,1.7626598797,-0.2790398762,587,550,61542.2086021505,9.33855066,108702.374021,103442.58173,9929.0513333333,11,13319,83981.9698924731,1
409638.08059957,588.104,584.9366666667,41.6666666667,1.2723117228,0.6041279216,2.2684487748,1.5004933445,3.2800265651,606.48,563,61853.1978494624,11.12862904,118637.537238,85325.5193928,9931.5529247312,11,13773,117868.286021505,1
416382.98243939,591.104,591.2533333333,50,0.5004431235,1.7227625639,1.0288968734,1.6828652481,0.0857039311,607.99,538.38,62110.5333333333,11.98842568,104027.003095,90585.3116841,9934.0740430108,11,13276,223836.703225806,0
411744.83948902,596.468,591.4866666667,41.6666666667,0.9250083871,0.205170575,0.3665740587,-1.0901521946,-2.2660083203,593.41,552.11,62052.2043010753,12.23255724,113768.842859,98182.7894383,9940.7653978495,11,11783,278902.144086022,0
405034.85999478,596.362,595.06,33.3333333333,-0.0180184787,0.0472368707,-1.0303596941,-1.5883915067,-0.9107746931,590,582.01,61852.2666666667,12.63691856,101053.501598,102858.160364,9945.5906881721,11,9156,232646.683870968,1
407984.05025244,597.238,595.5166666667,41.6666666667,0.148702094,-0.6341290238,-0.8740733422,-0.1781058531,0.5545629869,591.33,580,61156.9440860215,11.25311797,123807.27017,108702.374021,9949.7936774194,13,5050,167307.144086022,1
411841.03928457,596.01,597.755,50,-0.2035118072,-0.2758157418,0.3875817844,1.0367600231,1.5189570593,600.34,599.9,60412.4494623656,9.11976494,126484.184119,118637.537238,9953.4239139785,13,4948,110909.374193548,0
406545.0943015,592.254,594.7116666667,50,-0.6285552696,-0.2191920069,0.0113355552,-0.2602781606,-2.0395133806,588.22,590,60121.1462365591,9.42521379,129161.098069,104027.003095,9952.3039784946,13,6539,100723.208602151,0
400042.94918731,588.098,588.9816666667,50,-0.7129277481,-0.6634660119,-1.0694756781,-2.3636920469,-2.6878707131,574,580.51,60356.8064516129,9.92050289,105738.10101,113768.842859,9951.9623010753,13,6735,138207.230107527,0
391149.49221455,582.574,583.4816666667,41.6666666667,-0.9622029293,-1.3413944083,-2.2948448975,-2.422510656,-2.1571505988,560.4,580,60504.2559139785,11.64240605,132507.240506,101053.501598,9946.7174623656,13,6986,193125.260215054,1
395824.37114289,580.314,582.1433333333,50,-0.3859145756,-0.8621324844,-0.4696721856,0.6394270781,3.436004755,580.09,587.82,60565.3720430108,11.5556694,124476.498657,123807.27017,9937.4716989247,13,6040,202697.916129032,1
405007.70269312,580.244,583.5933333333,50,-0.0116634595,0.4952990207,1.5563555987,3.4131086974,3.3902126398,599.99,580.46,60660.2430107527,11.37751104,114438.071346,126484.184119,9929.1808172043,13,12003,288998.548387097,0
401923.01321425,580.512,581.7966666667,50,0.0455093677,0.7288543879,1.6908560502,0.8182816978,-1.7536492442,591.46,572.1,60399.2344086022,10.29537954,125145.727144,129161.098069,9921.1566021505,12,9591,522401.821505376,1
403516.34501394,585.966,583.7416666667,50,0.9304796925,1.7023872653,1.1245147688,-0.0083341668,1.7369809107,599.86,554.45,59858.8430107527,9.87835113,125145.727144,105738.10101,9913.3984731183,12,5657,269974.152688172,1
419032.47105044,602.108,595.1566666667,50,2.691004692,2.5047546762,2.2096020217,4.1912276547,6.6454743987,640,557.2,59979.5784946237,8.84416498,145472.743416,132507.240506,9907.0706666667,12,8654,128265.262365591,0
409534.73128748,613.76,608.1316666667,50,1.9143838822,1.5454266928,2.6451186718,3.0991875523,-0.4470992941,638.25,574,60669.1462365591,10.90944259,104506.281189,124476.498657,9905.4533978495,12,7459,228868.113978495,1
414840.28401516,623.862,619.8833333333,58.3333333333,1.6165661908,2.4591200496,2.6998330959,0.7270124445,1.9011241831,650.49,589.56,61104.9978494624,12.36328988,115374.934433,114438.071346,9904.4956129032,12,9589,402486.690322581,0
409870.37222535,635.148,627.55,50,1.8281505564,1.8509429678,0.2527658241,0.6026983833,-0.6957274166,648.48,589.56,61239.5483870968,13.73343865,116210.984683,125145.727144,9911.2446021505,12,8270,401153.270967742,0
401131.325802,640.97,634.1233333333,41.6666666667,0.9476990325,-0.476744809,-0.4866266474,-1.6805020626,-2.6652767086,628.81,595.51,61299.9247311828,11.08189519,111194.683186,125145.727144,9916.4447956989,12,6517,344232.716129032,1
402961.90566186,638.748,639.1416666667,50,-0.3496245935,-0.3252559184,-1.0673826189,-1.2532102201,0.1588562685,630.9,638,60506.4387096774,10.58824881,133768.039923,145472.743416,9921.4677634409,13,5000,239705.741935484,1
406296.84920345,637.212,637.385,58.3333333333,-0.2421176776,-0.7779281428,-0.8053283849,0.124645777,0.0904352854,633.87,638,60065.0172043011,8.26076745,127079.637926,104506.281189,9926.3590107527,13,4717,107077.219354839,0
399187.77130834,631.53,634.6916666667,58.3333333333,-0.8931304229,-0.9424811745,-0.3682159965,-0.631752129,-1.3539395434,622.09,638.79,60075.4086021505,9.24924683,124571.487178,115374.934433,9924.5573763441,13,7837,61446.8215053763,1
401862.94460433,627.128,630.2716666667,58.3333333333,-0.6933141443,-0.2003235032,-0.3200500937,-0.5252927833,0.3033539768,623.98,616.3,60720.0150537634,10.44603741,116210.984683,116210.984683,9914.3237419355,13,7449,77156.6903225807,0
399559.18900984,625.722,626.2683333333,50,-0.2247879327,-0.320698983,-0.4577437392,-0.009645837,-0.3226456509,621.96,623.23,61361.9935483871,12.21686237,135440.140422,111194.683186,9906.8436989247,13,6492,102082.862365591,0
393223.47700887,623.096,624.2466666667,50,-0.421230292,-0.5491466864,-0.2808824007,-0.5730005894,-0.823355528,616.87,622.86,61546.5569892473,11.9361757,132931.989673,133768.039923,9890.1772688172,13,7383,108456.387096774,1
399318.01068435,623.982,625.08,50,0.1400165331,0.5135055522,0.5835560773,1.0366569414,2.8966694108,634.99,612.9,61463.1720430108,11.22613459,128751.738425,127079.637926,9874.7709892473,13,6504,97899.7032258065,1
403112.26823194,627.184,626.335,50,0.5082046814,0.5594173575,0.8534383603,1.6918353045,0.4870011982,637.9,616.89,61011.2322580645,11.12342321,125407.537427,124571.487178,9859.9743225807,12,6696,162782.838709677,0
398953.47710685,628.564,627.8,50,0.2199470711,0.3555952516,0.7485788448,-0.3254664382,-1.1379340745,630.88,618.71,60506.952688172,9.01518862,137948.29117,116210.984683,9845.7633763441,12,5507,254162.120430108,0
395126.05258095,628.404,627.3316666667,41.6666666667,-0.0257412716,0.1736622925,-0.734006747,-1.3445107196,-1.5510873646,621.15,607.9,60464.152688172,9.32359299,132716.120673,135440.140422,9839.6096989247,12,6334,123367.380645161,1
398661.8006515,629.61,627.4866666667,50,0.1945537495,-0.4809751658,-0.8036339538,-0.6364838935,0.2781195777,622.9,613.46,61038.3505376344,11.35018792,124959.983751,132931.989673,9829.6320645161,12,7254,111948.374193548,0
393312.86769843,625.982,627.485,50,-0.5796581022,-0.8463229273,-0.7491192116,-0.348135135,-0.9743898477,617.39,628.7,61468.8731182796,11.87785856,118927.432811,128751.738425,9829.0936989247,12,7753,145424.819354839,1
398215.01027743,622.802,625.3516666667,50,-0.5046685282,-0.3463521416,0.055226266,-0.0562203898,0.8619490681,626.3,626.09,61950.3849462366,12.33196333,142195.843579,125407.537427,9821.8091182796,12,7857,160400.524731183,1
403241.35042844,623.146,624.435,50,0.0544528148,0.4558378597,0.515077287,1.2598108544,1.6576726408,632.59,616.84,62028.2451612903,12.74168175,147366.601527,137948.29117,9812.6979569893,12,7345,177092.907526882,0
401317.75878237,624.638,624.06,50,0.2387610369,0.2289214017,0.6300251515,0.5140631932,-0.6295462543,630,616.09,61861.9225806452,11.60568116,137025.08563,132716.120673,9804.0390752688,10,5944,122466.103225806,0
399850.16738063,625.458,625.0316666667,41.6666666667,0.1312109675,0.4076111713,0.2561652056,-0.4445885119,-0.2596307695,626.98,610.01,61462.0301075269,10.4567612,148228.394518,124959.983751,9795.9909032258,10,5995,76666.7290322581,0
