btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_low_30,btc_close_30,trfee_value_30,class_y0
757209.86672191,600.28,572.655,75,10.0997244962,10.2734598143,2.4484068103,14.7549197198,18.3989613895,720,390,374.2764301075,340.4878709677,400.7647956989,41.5610871054,1
782334.99518581,663.804,632.7333333333,83.3333333333,10.2005859043,4.3135776739,13.1396432347,14.1540258269,9.9090902644,794,406.92,400.8774408602,366.234172043,431.0726451613,40.2040179653,1
802673.85979891,695.832,691.3616666667,83.3333333333,4.2920414392,10.9062065512,10.8379827182,7.0574933825,4.2058965006,829.15,434.53,431.1123010753,397.4768172043,462.3126666667,38.7621829483,0
782543.17231021,748.64,713.2016666667,75,8.010428162,7.23531569,3.5141004568,0.316605553,-3.5726853945,800.01,471.23,462.3459569892,424.9155913979,490.3090752688,37.1029634432,1
805585.22463551,792.416,760.18,75,6.2290805692,3.1866103641,0.9457837307,-0.6842726543,2.204140086,811.95,378,490.3336989247,452.5988172043,518.1365591398,35.6162684375,1
835378.24972371,831.676,813.0633333333,75,4.8218521992,3.5500426829,3.3314247437,6.7834798128,11.3628195396,915.01,440,517.7745376344,481.0001075269,550.9409892473,34.511892659,1
865703.77946771,865.472,853.7266666667,83.3333333333,3.8545686571,3.7667366962,6.2132107264,8.2177460466,5.0726725536,963.98,580.37,550.5062150538,513.1609677419,585.2682150538,33.7133617046,1
902602.37311321,902.238,890.0566666667,83.3333333333,4.0050136211,5.8994383751,7.1312044714,5.0153969373,4.958121321,1012,683.2,584.8488172043,547.1306666667,621.1064946237,33.2613167512,1
924475.68646011,968.626,940.53,83.3333333333,6.9411639817,8.1254199557,7.046286761,8.0330938647,11.1080664085,1131.99,785,620.6392473118,583.2098709677,662.8845806452,32.3388639779,0
911568.12736871,1028.954,993.775,75,6.2787934885,5.0077869757,4.9861584497,5.000177014,-1.1077123804,1119.52,747,662.4333333333,623.504516129,701.8485806452,31.1906918235,0
850023.74654771,1036.694,1016.6283333333,75,0.8273503702,-0.2339801757,-1.9646806745,-8.5010542161,-15.8943960517,955,770.1,701.4134193548,643.5477634409,728.2285376344,29.7824387265,1
881540.47185601,1053.392,1038.49,75,1.6612492852,0.8370312763,-2.5866471011,-3.3261144615,9.2421671287,1037.11,801,727.8094623656,670.6693548387,758.9552688172,28.5364914545,1
894108.06353461,1061.796,1053.66,75,0.8128857039,-1.7609094723,-1.9786418362,4.9792352715,0.7163034142,1055,879.99,757.8838709677,701.0624301075,788.3557419355,27.4423259714,1
908541.57331671,1061.8,1073.4983333333,75,0.0003533569,0.2773697912,5.6679584055,3.8808540439,7.0454046736,1135,931,787.322688172,733.1039139785,820.9073978495,26.3084870969,0
853278.91632711,1042.67,1055.4783333333,66.6666666667,-1.7862091316,1.7408375984,-0.7596055784,-1.4975600747,-10.0405248231,1020.51,988.22,820.1055913979,750.1878064516,844.535655914,25.3290026206,0
800590.25458291,1014.652,1004.71,66.6666666667,-3.1726732557,-6.2763833518,-8.6072789405,-16.4336207476,-22.826716672,809.72,1080,843.5499784946,762.5983225806,853.0031182796,24.1841989185,0
720737.83079991,943.818,961.0933333333,58.3333333333,-8.2534041164,-10.495830999,-16.3429095566,-19.4941019233,-16.1614871747,693.3,795.6,851.7227311828,757.4042795699,852.4383870968,23.3779620049,1
748202.91350951,890.218,917.6816666667,58.3333333333,-5.8613559499,-9.0880461057,-8.7705531999,-1.7424714639,12.6765442469,787,925.16,851.2092903226,758.6176774194,857.053655914,23.5463628233,1
776712.95223991,843.796,891.8316666667,58.3333333333,-4.5893289321,-3.2265299594,3.3068656115,13.0410420046,13.4055397623,899.91,1000,855.8758494624,766.5141075269,867.9786021505,22.6163087817,1
799407.63217321,834.868,866.3683333333,58.3333333333,-0.8915659174,4.5922217712,11.5101247532,10.9269150063,8.4482902504,979.07,1052.1,866.852516129,781.6853548387,882.8201935484,22.3060572095,0
767699.25014191,847.694,842.23,50,1.5150545042,5.934189924,3.686738483,-1.1726621566,-10.7936145637,879.04,848.42,881.7348387097,789.6301505376,889.7866666667,21.9183660475,0
753725.72600761,883.278,851.615,50,4.568634445,2.5416569945,-1.0796372615,-5.8436010174,-0.8935874711,871.22,796.73,888.7527096774,798.3198924731,895.0978064516,21.4457643766,1
768492.67708631,903.074,883.7283333333,58.3333333333,2.3693225714,-0.3897317263,-3.3357390519,0.393198704,1.679984879,888.47,542.38,894.1146451613,807.1122150538,900.2509677419,20.9872204352,0
761066.12505169,893.25,894.3583333333,50,-1.1226014055,-3.5153243195,-1.0892275715,-1.1870476217,-4.0540801224,850.78,651,899.4792043011,814.2598924731,902.0740645161,20.437456187,1
772704.12545869,869.804,888.0416666667,50,-2.5502255576,-0.4893783061,-0.3546419178,-1.3719553162,1.3101694901,861.98,766.66,901.3476989247,817.9989462366,903.6880645161,19.7850583445,0
713897.42135469,832.196,840.0033333333,41.6666666667,-4.8138115828,-5.7938676107,-8.285151774,-10.4006875997,-22.1115446896,690.5,895.01,903.005655914,811.031311828,893.3020645161,19.3251265105,0
670863.39299529,792.676,805.7666666667,41.6666666667,-5.14456749,-6.8507055822,-7.7829140688,-12.3294558482,-2.5473670069,675,804,892.6328387097,801.0328817204,881.2432258065,19.0110354908,0
533793.21465729,719.48,747.23,41.6666666667,-10.6573113082,-12.3081191047,-16.8475486363,-14.2155506096,-25.8837342123,520,832.01,880.7095483871,775.7936344086,858.8513978495,18.8417709955,1
590527.32392989,686.324,713.7333333333,50,-4.33469475,-5.74591081,-0.2906995168,0.8376342282,27.5590026687,685.1,850,858.3628172043,757.8877634409,847.4251827957,18.513197748,0
549567.58331009,635.924,673.6033333333,41.6666666667,-6.9159262699,-3.117021665,-3.306906551,7.9815072796,-11.5959881095,610,841.01,846.9881290323,744.7083225806,830.8398494624,18.248637675,0
530349.41234679,616.73,629.1083333333,33.3333333333,-2.9905599865,-3.1013582314,4.4927670956,-7.040350691,-2.4847132725,595.07,803.51,830.447655914,729.9589892473,813.2650537634,17.9035410218,1
548022.64633319,604.538,616.0516666667,33.3333333333,-1.8971204181,4.0995330305,-3.7202901822,0.2175587814,2.9198308353,612.66,651.34,812.9224516129,716.9272258065,797.0964301075,17.3545263358,1
561122.81049859,631.49,612.9083333333,41.6666666667,4.608798894,-1.1287520497,2.360326637,4.7828465917,6.6458623481,654.76,612.51,796.8007526882,706.2016774194,784.0360645161,16.8512502037,0
548327.00646819,625.088,635.0733333333,41.6666666667,-0.9571404608,1.7025714514,3.098333026,3.1875841214,-0.2706941053,653.57,382.21,783.7851612903,697.1695268817,771.2365376344,16.4483935465,1
554980.01611894,638.89,634.075,41.6666666667,2.1435379565,3.3006007637,3.4275240732,1.8183549357,3.9074039767,679.01,492.91,771.067827957,688.9659569892,760.4319784946,16.0440585449,1
583008.65447674,669.284,656.9083333333,50,4.5490672138,4.9563763084,4.3932142952,6.7251684955,9.5429330142,747.83,570,760.3067096774,683.6667096774,754.312516129,15.6104829958,0
566746.99164944,690.968,677.9166666667,41.6666666667,3.2587991068,2.4120332964,3.3062757637,3.0057116572,-3.5315096999,723.98,550,754.271483871,680.2258064516,746.8848817204,15.3158355827,0
553361.80079624,703.016,694.9733333333,41.6666666667,1.7602757284,2.2680181868,1.7215562568,-2.1891321219,-0.846754544,715,575.61,747.0570752688,675.8742150538,739.5873548387,14.9417264561,1
561483.1066141,718.018,707.18,50,2.1747846595,1.7416298301,-0.8588045645,0.4775480031,1.8018505503,728.01,607.77,739.7794408602,673.427311828,733.7693548387,14.5911335186,1
568083.3457699,729.518,721.1,58.3333333333,1.625739171,-0.3535592897,0.7057575136,1.4820135425,1.1621765346,736.51,628.11,733.9798709677,672.8418494624,729.3691827957,14.4944551671,0
560164.02543966,726.518,729.9316666667,50,-0.4056934234,0.3757606457,0.7832657089,0.2739732882,-0.6142299582,732,636.99,729.5974623656,672.1335698925,725.5017204301,14.1883874988,1
568071.66330174,733.282,731.2483333333,58.3333333333,0.9167040402,1.3575686863,1.2094747316,1.2331238301,3.0804776184,751.88,677.57,725.7477634409,672.9024946237,723.5912473118,13.7507587286,1
583205.83230914,747.12,741.7666666667,66.6666666667,1.8473759047,1.8587572433,2.0909508128,3.4435411983,3.8066047782,784.19,702.26,723.6602150538,674.9635698925,724.1996344086,13.5254281595,1
598066.09513734,763.4,757.5,66.6666666667,2.1198436849,2.3592604725,3.3504239493,3.4853971148,3.1641894514,808.24,682.22,724.2705806452,679.1990537634,727.0168602151,13.4783709003,1
609056.23808494,781.856,774.2983333333,66.6666666667,2.360879845,3.1046572959,3.1127171883,2.7657733934,2.3673573354,828.79,703.45,727.0149462366,685.5030967742,731.7788387097,13.323879952,1
633132.18768134,816.456,802.38,75,4.2430885948,4.5337413389,4.7761201924,5.5820855629,8.7968137905,905,722.81,731.787827957,694.2465376344,741.8771182796,13.2256633628,1
