btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_low_30,btc_close_30,trfee_value_30,class_y0
306272.12979091,442.724,444.835,41.6666666667,-0.416704853,0.3386056277,0.2626162524,0.7773113889,0,446.27,437.71,450.3702580645,439.5175483871,449.3719354839,12.4912320102,1
309939.21090056,444.186,443.4883333333,50,0.3295427927,0.2702850525,0.6159714103,0.1466457265,0.2932914529,447.55,449.79,449.2272688172,439.1999784946,448.4547311828,12.4475397761,1
312234.28441702,445.498,444.9983333333,58.3333333333,0.2943208931,0.5595946216,0.2279185695,0.3418778542,0.3904642555,449.07,429.6,448.3320860215,439.0218064516,447.8282580645,12.2664173349,0
309735.54136165,447.056,445.7333333333,58.3333333333,0.3516901564,0.050957001,0.067942668,-0.0447317245,-0.4799277044,446.91,431.56,447.710688172,438.8907741935,447.1728172043,12.0412196291,1
314459.03075449,447.524,447.27,58.3333333333,0.1046584225,0.1308230281,0.0766668865,-0.0802317979,0.3194641086,448.34,430.61,447.059655914,438.615827957,446.687483871,11.9388044424,1
342669.11582089,456.124,454.4366666667,66.6666666667,1.8408707491,2.2277655731,2.8401993457,4.5002628708,8.6810616329,489,438.36,446.5765591398,438.7760860215,448.9446451613,11.9694492667,1
349781.01540779,465.458,462.4333333333,66.6666666667,1.9848632798,2.3834630359,3.337926616,4.8471578696,1.0132541064,493.98,444.02,448.8389247312,441.6136774194,451.5467526882,12.033207509,1
367220.05033309,481.644,476.2133333333,66.6666666667,3.3140325868,4.2625226596,5.5768755099,4.0247824484,7.0363107905,529.99,444.5,451.4485376344,444.8149032258,456.4780215054,12.0573084975,0
347600.48808719,497.016,488.665,66.6666666667,3.1739084921,3.887519588,2.2896722397,2.9278813063,-1.1805481779,523.75,445.01,456.3899784946,449.6710752688,460.922,12.1049890193,1
353129.00970296,513.036,502.2533333333,66.6666666667,3.2875479373,1.9391695134,2.2478079824,-0.1464434217,0.8876613345,528.44,444.52,460.8428387097,454.2510322581,465.5989462366,12.0981866974,1
372911.60487926,530.016,523.18,75,3.2018535128,3.7490033644,2.6532342224,4.5701254225,8.2525895104,573.5,441.44,465.5298709677,459.5090537634,473.1523655914,11.9324615802,1
384545.32476516,547.596,538.66,75,3.2753842073,2.3351525615,3.507052808,4.8167485448,1.3809075791,581.87,447.14,473.0674623656,467.0588172043,480.9896989247,11.9283391141,0
364740.06697936,556.138,551.78,75,1.5500776191,2.2327340684,2.6810916463,-0.1046572857,-1.5902221505,572.7,487.11,480.9153978495,473.3713548387,487.970516129,11.9481241817,1
373720.61843732,567.516,560.225,75,2.0622546191,2.3559029403,0.3903407503,-0.1049426642,1.3803368222,580.66,492.65,487.9079569892,480.2787956989,495.158,12.0245992077,0
365610.30039548,576.302,568.325,66.6666666667,1.5971273079,-0.0667382427,-0.5492868499,-0.0288191996,-1.4379752215,572.37,518.55,495.1071827957,486.6669892473,501.5143870968,12.0439817348,1
388113.24393088,585.722,583.7516666667,75,1.5775183364,1.6266710257,2.6989687511,3.3582847156,8.1545446526,621,515.4,501.4699569892,493.3288817204,510.7407311828,12.0418021048,1
397809.9514054,594.906,592.735,75,1.5191480701,2.2964906252,2.6018752262,4.62180045,1.0890562474,627.8,527.09,510.702688172,502.437483871,520.0355698925,11.9034413861,1
421959.9308634,606.564,600.92,75,1.9385599031,2.0781156733,3.2501459716,0.7979466311,0.5068370147,630.99,565.58,520.0042365591,511.6812903226,529.1774408602,11.8176128677,1
442047.2065863,622.676,615.6733333333,75,2.598424518,3.6075244529,2.091851053,2.5932484558,4.6796598968,662,550.22,529.1528172043,520.1960215054,539.8900860215,11.7484917507,1
455620.0156744,642.23,630.5866666667,75,3.1540202075,1.9038890962,2.1755000458,3.0098315613,1.3400032258,668.9,563.45,539.9171182796,530.6792903226,550.7003225806,11.8604822488,0
438244.4476223,646.148,641.9566666667,75,0.6211708951,0.504199557,0.5033204044,-1.5848493418,-4.5097019093,640.55,560.05,550.6470107527,538.8989892473,559.1049677419,11.8707171472,1
448969.2604381,652.884,648.7033333333,75,1.0451620875,1.1797433557,0.0131045086,-0.6503448499,3.2090122094,661.46,568.56,559.0467526882,547.845655914,568.4109247312,11.8798535403,0
442517.07655256,656.118,651.93,66.6666666667,0.5060708916,-0.5373263597,-1.1631028881,0.5101966225,-2.1886189645,647.16,611,568.3462580645,556.8023870968,576.2909247312,11.8355289018,1
448266.38128055,655.3,656.2866666667,66.6666666667,-0.1240949102,-0.4901194442,0.8497413775,-0.3298940384,1.5288308876,657.13,618.53,576.2232688172,564.5550537634,584.3686451613,11.6538733952,1
450867.23167635,652.872,655.75,75,-0.3656342891,0.6703826159,-0.1758272486,0.8305686094,0.1323063312,658,613.03,584.3011612903,572.9019784946,592.0305806452,11.4552757595,0
444068.96476227,654.52,652.1983333333,66.6666666667,0.2556222851,-0.482725196,0.0859060602,-0.6355563535,-1.4034190382,648.83,649.61,591.9673763441,580.0293548387,598.658688172,11.3731449112,0
438159.3718452,651.934,653.525,66.6666666667,-0.3948129399,0.0536385662,-0.4380922075,-0.7232914769,-0.0431639156,648.55,621.86,598.6006451613,586.9104086022,604.8527311828,11.4159674032,0
427729.7478798,646.602,646.695,58.3333333333,-0.8413590898,-1.4339065842,-1.955977556,-2.2322568149,-4.4213497142,623.81,639.69,604.8048172043,591.5627526882,608.7886021505,11.3728016814,0
402907.2580381,628.996,633.685,50,-2.8765140481,-3.6287191429,-4.3704858445,-6.5341468089,-8.6469439036,569.98,647.16,608.9593548387,591.6270537634,609.0255483871,11.410720043,1
421577.8713371,615.796,622.83,50,-2.1139659288,-2.2916026515,-3.0410822301,-2.350948488,3.9450469275,592,635.88,609.2510322581,592.273311828,610.4603870968,11.4551476463,0
405009.8996872,599.346,607.5933333333,41.6666666667,-2.7110490488,-3.3780203321,-3.0302438714,-0.2218938553,-4.3888346381,566.58,651.7,610.6819354839,591.0631397849,609.9412473118,11.3525846117,1
413817.59888612,587.346,597.5466666667,41.6666666667,-1.9415443386,-1.3215929947,1.1201906416,-0.2922375013,3.8043596355,592,639.93,610.1547096774,590.5358494624,610.5802150538,11.2164765088,0
403049.77171802,580.628,587.2733333333,41.6666666667,-1.113082371,0.7703830122,-0.2878382929,1.7626598797,-0.2790398762,587,642.45,611.0087526882,591.706172043,610.8096344086,11.2016274369,1
409638.08059957,588.104,584.9366666667,41.6666666667,1.2723117228,0.6041279216,2.2684487748,1.5004933445,3.2800265651,606.48,615,611.2295698925,592.4521935484,612.0051827957,11.239374034,1
416382.98243939,591.104,591.2533333333,50,0.5004431235,1.7227625639,1.0288968734,1.6828652481,0.0857039311,607.99,550,612.4105376344,594.1907311828,612.8911182796,11.2862845455,0
411744.83948902,596.468,591.4866666667,41.6666666667,0.9250083871,0.205170575,0.3665740587,-1.0901521946,-2.2660083203,593.41,563,613.3457634409,594.9497849462,612.5584301075,11.3560353687,0
405034.85999478,596.362,595.06,33.3333333333,-0.0180184787,0.0472368707,-1.0303596941,-1.5883915067,-0.9107746931,590,538.38,612.9970107527,594.7893548387,611.6541290323,11.3366417212,1
407984.05025244,597.238,595.5166666667,41.6666666667,0.148702094,-0.6341290238,-0.8740733422,-0.1781058531,0.5545629869,591.33,552.11,612.2037204301,594.3951612903,610.7585591398,11.1839621539,1
411841.03928457,596.01,597.755,50,-0.2035118072,-0.2758157418,0.3875817844,1.0367600231,1.5189570593,600.34,582.01,611.2897419355,594.3176344086,610.3150322581,11.0587240897,0
406545.0943015,592.254,594.7116666667,50,-0.6285552696,-0.2191920069,0.0113355552,-0.2602781606,-2.0395133806,588.22,580,610.8251397849,593.6163010753,608.9249032258,10.9731111123,0
400042.94918731,588.098,588.9816666667,50,-0.7129277481,-0.6634660119,-1.0694756781,-2.3636920469,-2.6878707131,574,599.9,609.4138924731,592.2356989247,606.3997634409,11.0032859866,0
391149.49221455,582.574,583.4816666667,41.6666666667,-0.9622029293,-1.3413944083,-2.2948448975,-2.422510656,-2.1571505988,560.4,590,606.9566666667,589.6195913979,603.0889892473,11.0234126861,1
395824.37114289,580.314,582.1433333333,50,-0.3859145756,-0.8621324844,-0.4696721856,0.6394270781,3.436004755,580.09,580.51,603.6209462366,587.2048387097,601.0882795699,11.0328199703,1
405007.70269312,580.244,583.5933333333,50,-0.0116634595,0.4952990207,1.5563555987,3.4131086974,3.3902126398,599.99,580,601.6017204301,585.8589462366,600.3622150538,10.9744667545,0
401923.01321425,580.512,581.7966666667,50,0.0455093677,0.7288543879,1.6908560502,0.8182816978,-1.7536492442,591.46,587.82,600.8504731183,585.4942365591,598.9216774194,10.8955555684,1
403516.34501394,585.966,583.7416666667,50,0.9304796925,1.7023872653,1.1245147688,-0.0083341668,1.7369809107,599.86,580.46,599.5073333333,585.0660645161,598.1106236559,10.7553285145,1
419032.47105044,602.108,595.1566666667,50,2.691004692,2.5047546762,2.2096020217,4.1912276547,6.6454743987,640,572.1,598.6650752688,584.9766021505,600.0043225806,10.7552721891,0
409534.73128748,613.76,608.1316666667,50,1.9143838822,1.5454266928,2.6451186718,3.0991875523,-0.4470992941,638.25,554.45,600.4579569892,587.6617419355,601.6848817204,10.8469249934,1
414840.28401516,623.862,619.8833333333,58.3333333333,1.6165661908,2.4591200496,2.6998330959,0.7270124445,1.9011241831,650.49,557.2,602.1116989247,590.3050107527,604.1401505376,11.0233625511,0
409870.37222535,635.148,627.55,50,1.8281505564,1.8509429678,0.2527658241,0.6026983833,-0.6957274166,648.48,574,604.5395053763,592.9455483871,606.3275053763,11.0226720105,0
401131.325802,640.97,634.1233333333,41.6666666667,0.9476990325,-0.476744809,-0.4866266474,-1.6805020626,-2.6652767086,628.81,589.56,606.8623870968,594.1583870968,607.4706666667,10.9958051752,1
402961.90566186,638.748,639.1416666667,50,-0.3496245935,-0.3252559184,-1.0673826189,-1.2532102201,0.1588562685,630.9,589.56,607.9601505376,595.8302795699,608.7032688172,10.8223866088,1
406296.84920345,637.212,637.385,58.3333333333,-0.2421176776,-0.7779281428,-0.8053283849,0.124645777,0.0904352854,633.87,595.51,609.218,597.5136989247,610.040344086,10.7213105884,0
399187.77130834,631.53,634.6916666667,58.3333333333,-0.8931304229,-0.9424811745,-0.3682159965,-0.631752129,-1.3539395434,622.09,638,610.7331827957,598.6067956989,610.866,10.7018961705,1
401862.94460433,627.128,630.2716666667,58.3333333333,-0.6933141443,-0.2003235032,-0.3200500937,-0.5252927833,0.3033539768,623.98,638,611.5169462366,600.0067311828,611.8889462366,10.7938785657,0
399559.18900984,625.722,626.2683333333,50,-0.2247879327,-0.320698983,-0.4577437392,-0.009645837,-0.3226456509,621.96,638.79,612.498,601.5989462366,612.8553763441,10.8602094699,0
393223.47700887,623.096,624.2466666667,50,-0.421230292,-0.5491466864,-0.2808824007,-0.5730005894,-0.823355528,616.87,616.3,613.4218924731,602.5393763441,613.5505376344,10.87716143,1
399318.01068435,623.982,625.08,50,0.1400165331,0.5135055522,0.5835560773,1.0366569414,2.8966694108,634.99,623.23,614.0751827957,603.9128172043,615.4835053763,10.8895666439,1
403112.26823194,627.184,626.335,50,0.5082046814,0.5594173575,0.8534383603,1.6918353045,0.4870011982,637.9,622.86,615.9656344086,606.2727956989,617.5852903226,10.7655967553,0
398953.47710685,628.564,627.8,50,0.2199470711,0.3555952516,0.7485788448,-0.3254664382,-1.1379340745,630.88,612.9,618.0197849462,608.2951397849,619.0728817204,10.6682725406,0
395126.05258095,628.404,627.3316666667,41.6666666667,-0.0257412716,0.1736622925,-0.734006747,-1.3445107196,-1.5510873646,621.15,616.89,619.4749677419,609.5850322581,619.8504086022,10.7079344415,1
398661.8006515,629.61,627.4866666667,50,0.1945537495,-0.4809751658,-0.8036339538,-0.6364838935,0.2781195777,622.9,618.71,620.2187956989,610.6578064516,620.6221505376,10.7786326387,0
393312.86769843,625.982,627.485,50,-0.5796581022,-0.8463229273,-0.7491192116,-0.348135135,-0.9743898477,617.39,607.9,620.958172043,611.2007311828,620.930344086,10.8731670406,1
398215.01027743,622.802,625.3516666667,50,-0.5046685282,-0.3463521416,0.055226266,-0.0562203898,0.8619490681,626.3,613.46,621.2756129032,611.6827956989,621.5186451613,10.9915470732,1
403241.35042844,623.146,624.435,50,0.0544528148,0.4558378597,0.515077287,1.2598108544,1.6576726408,632.59,628.7,622.1025376344,612.6461505376,622.7441075269,11.0350168397,0
401317.75878237,624.638,624.06,50,0.2387610369,0.2289214017,0.6300251515,0.5140631932,-0.6295462543,630,626.09,623.2926451613,613.9915268817,623.6583870968,11.0057108584,0
399850.16738063,625.458,625.0316666667,41.6666666667,0.1312109675,0.4076111713,0.2561652056,-0.4445885119,-0.2596307695,626.98,616.84,624.2627526882,614.9390537634,624.3917419355,10.9197538411,0
395890.51193603,626.632,625.0033333333,41.6666666667,0.1894188846,0.0212863387,-0.524175762,-0.4714905159,-0.6833502623,622.63,616.09,624.9593333333,615.4790752688,624.7657849462,10.8707390067,0
392526.40747797,625.844,625.2366666667,41.6666666667,-0.1270500701,-0.5732307479,-0.5544589124,-0.7018729838,-0.7203957053,619.99,610.01,625.2957419355,616.1541505376,624.783827957,10.9383053766,1
396567.14451886,623.524,625.0366666667,41.6666666667,-0.3701445788,-0.3052941599,-0.32051529,-0.1390978038,0.4422000976,620.95,610,625.394516129,616.586344086,624.9401075269,10.9604939985,0
386326.13593266,618.13,619.88,33.3333333333,-0.8770069325,-1.0313509732,-1.1473512102,-1.3608289626,-3.1638580228,603.96,618.46,625.5129677419,615.3696129032,623.7781505376,10.9410112508,1
391169.9147355,613.316,615.5966666667,41.6666666667,-0.7829087376,-0.8077983564,-0.8369325735,-1.476498909,0.2108602048,602.93,625,624.4649032258,614.2313333333,622.6356774194,10.8956586196,0
387561.93851796,608.016,610.4683333333,41.6666666667,-0.8697307869,-0.9070645574,-1.3568194423,-0.4533001521,-1.117460509,596.23,620,623.2859569892,612.8186021505,620.969483871,10.8087010951,0
383769.15324431,602.424,605.0633333333,33.3333333333,-0.9255639742,-1.2675049922,-0.6353873153,-1.0585110753,-0.9995616416,592.61,615,621.5832903226,611.2708172043,618.8857849462,10.6784991574,0
373229.22113021,595.53,599.775,33.3333333333,-1.1421452851,-0.6367171006,-0.9192428691,-0.8201340491,-0.6407064566,589.88,618.26,619.6123655914,608.4972258065,616.5796989247,10.6114649977,0
369145.11345693,592.388,593.9333333333,25,-0.5291608,-0.7141660512,-0.5797345653,-0.3698210271,-0.0989355976,585.93,615.51,617.4811827957,606.2484946237,614.2427096774,10.6060399025,0
358646.37141423,584.57,587.63,16.6666666667,-1.3406116089,-1.3963993839,-1.5286786313,-1.9726647186,-3.8463938397,563.83,591.12,615.0985591398,602.6775268817,610.5092473118,10.6100587945,1
368029.78491359,581.732,584.1483333333,25,-0.4817464954,-0.3522927089,-0.2561547929,-0.3347643906,3.1768650584,583.54,592.97,611.3200860215,599.1104086022,608.1161505376,10.6248239745,1
379969.37983499,583.312,584.4766666667,33.3333333333,0.265885279,0.4925332129,0.689689483,2.9577311444,2.7385972304,597.84,590,608.9770322581,597.3888817204,606.886516129,10.6331007725,0
376439.66128975,583.924,584.3583333333,33.3333333333,0.104071248,0.1548229594,1.4885618924,0.6444103094,-1.4497766116,589.6,589,607.6742150538,595.9934408602,605.2138709677,10.5495705054,0
373636.74010728,584.516,584.755,33.3333333333,0.1007781783,1.0875711828,0.3911398909,-0.7825887789,-0.1154009462,588.96,570.5,605.9530107527,594.2789462366,603.6186451613,10.4055775863,0
368377.11227217,589.448,585.18,25,0.8561280679,0.2759438202,-0.5449406499,-0.092522669,-0.0696443918,588.5,578,604.3171397849,592.8779784946,602.0831827957,10.3786189508,0
361471.75935027,589.392,588.1666666667,25,-0.0096236469,-0.6966788662,-0.4456462844,-0.6107689534,-1.1518935151,581.75,557.12,602.7372903226,591.3370752688,600.2021290323,10.4795642649,0
353891.52963015,585.984,588.02,16.6666666667,-0.5779807999,-0.3600318469,-0.4415754805,-0.6275410249,-0.1031885346,581.16,555.9,600.8131397849,589.7753333333,598.3873333333,10.6246314574,1
358327.55501939,585.234,585.96,25,-0.1276133065,-0.1306663966,-0.1510070649,0.3494361602,0.802060855,585.84,581.77,598.9630107527,588.4571612903,596.9624946237,10.653743698,1
362694.61725612,585.056,585.6983333333,33.3333333333,-0.0302481938,-0.0203991444,0.3567656459,0.5867427361,0.3714246173,588.99,584.95,597.5028387097,587.5430537634,595.7603225806,10.6765310607,0
361067.99141035,584.95,585.5416666667,33.3333333333,-0.0180200102,0.265448366,0.3883273329,0.1814605718,-0.0085034737,589.82,578.21,596.3279139785,586.781655914,594.6279354839,10.6244316205,1
364279.08282974,586.79,585.9516666667,41.6666666667,0.3138068334,0.4180556754,0.2900539489,0.2493686147,0.5072407032,590.98,581.8,595.2774408602,586.1200215054,593.7506021505,10.557719298,0
358192.47991577,585.354,584.655,41.6666666667,-0.2486310739,-0.5113040561,-0.8055469473,-1.2040686841,-2.9153780714,574.55,578.25,594.3599784946,584.5496989247,591.8724946237,10.6270654837,0
351728.67597934,581.524,582.2433333333,33.3333333333,-0.6646859551,-0.9237135982,-1.2287836397,-2.0967958111,-1.2782135508,569.39,576.44,592.4771612903,582.5163655914,589.6619569892,10.7387264995,0
326219.57854944,573.682,576.0716666667,25,-1.3801732621,-1.7230907092,-2.4665345133,-2.2421127343,-3.2060119179,549.85,579,590.3976774194,578.2113978495,586.4359139785,10.854666095,0
300392.85642944,557.686,562.7333333333,25,-2.9242832769,-3.7821642719,-4.0710930054,-5.4675327327,-7.7290535475,507.99,584,587.1897849462,572.327483871,580.7319354839,10.9698441268,0
283798.26979384,539.544,548.1133333333,25,-3.3328071951,-3.4371644761,-4.1568147845,-4.6322162178,-1.5353788882,502.48,585.21,581.4345806452,565.7029032258,574.7757204301,10.9765769247,1
296456.19286124,529.142,536.615,33.3333333333,-1.8996887508,-2.0550575508,-1.6714060951,1.3574176311,4.2502141503,523.47,586,575.5710107527,559.5771612903,570.4715698925,11.2265707525,0
286141.70040594,515.176,523.7616666667,33.3333333333,-2.6300824145,-2.4861000387,-0.7384488691,-0.3399838595,-4.9301818693,498,571,571.3087526882,553.7453978495,564.7629677419,12.9303650905,0
257290.66644434,500.458,508.5166666667,33.3333333333,-2.8794888623,-1.667097691,-1.7110039586,-4.6916130131,-4.4530441569,474.74,561.9,565.6244086022,545.4004516129,557.9501505376,12.8616663565,1
275097.72327404,497.256,499.045,33.3333333333,-0.6404739417,-0.4167477051,-1.9724016569,-0.4935115507,3.4660210555,491.98,524.55,558.7288602151,538.1593763441,552.5485376344,12.9341961085,1
294317.79979874,500.484,500.445,33.3333333333,0.6350864098,-0.2686955254,1.2851332559,4.1542219623,4.8424228692,516.39,497,553.2794623656,532.115483871,549.0121290323,12.9441963118,1
308505.09731474,499.946,503.6166666667,41.6666666667,-0.1033375648,1.1033735113,2.955512734,2.7002585733,0.5580942774,519.29,481.55,549.6952258065,529.2307311828,545.8908602151,12.9449570681,0
293112.05164304,503.504,502.3966666667,33.3333333333,0.703575234,1.9927300817,1.5016330904,-0.1687617989,-0.8956178753,514.65,485,546.5265591398,525.9342795699,542.6837419355,12.8749479373,0
284679.77512646,507.86,502.42,33.3333333333,0.8962434278,0.2537990209,-1.2757422618,-2.1926605314,-3.4897031876,496.96,485.39,543.2750967742,522.0468602151,538.5666236559,12.7003440388,1
290445.13244616,511.034,507.8583333333,41.6666666667,0.6349612625,-0.4169041392,-0.7419036113,-0.6650464794,2.1596102289,507.84,442,539.1109462366,518.9007741935,535.3745806452,12.4927144584,0
284671.21616887,508.52,509.8316666667,41.6666666667,-0.4928646506,-0.7556043825,-0.7089332183,0.6814517663,-0.7967066962,503.74,453.01,535.8788387097,516.0795268817,532.1270107527,12.6544559505,1
291387.37643654,507.1,509.13,50,-0.2753422194,-0.1202733054,1.0028699886,0.4244998685,1.6457064332,514.4,466,532.5867096774,513.8122795699,529.6175268817,12.726413896,0
283595.41174832,506.544,507.895,50,-0.1083274285,0.7370165113,0.2628186055,0.7925812563,-0.0605439206,511.87,510,530.1812258065,512.2302580645,527.2560430108,12.6930962035,0
276476.38823133,508.344,506.4533333333,41.6666666667,0.3589328638,-0.0912364775,0.1439202621,-0.6069728234,-1.1534017262,506.94,500.01,527.7807096774,510.5157634409,524.6764086022,12.5943638088,1
283722.99484801,508.634,508.5033333333,50,0.0570221101,0.2704543117,-0.1879630622,-0.251672633,0.6500564603,509.3,487,525.2298924731,508.6543225806,522.4816129032,12.4671130575,0
279319.59259056,508.04,507.3366666667,50,-0.1182481273,-0.5592367675,-0.7254677164,-0.5115007115,-1.6730578833,501.49,495.02,523.0012043011,506.7117419355,519.8589462366,12.3106915143,0
268029.75735326,501.412,503.2066666667,41.6666666667,-1.3378404905,-1.657164633,-1.8250856019,-3.062656633,-4.4522553827,479.01,496.79,520.3859139785,503.2933978495,516.0037849462,12.1103196783,0
258937.88541252,493.946,496.9333333333,33.3333333333,-1.5144954558,-1.6047688882,-2.3563773377,-2.6980370649,-0.9438187472,475.89,502.27,516.4967526882,500.0230967742,512.1145591398,11.9966901829,0
251604.37227214,487.646,490.705,25,-1.2855010247,-1.769390396,-1.8015012336,-0.4761241591,-0.0084295709,474.5,510,512.6618494624,496.8930967742,508.470172043,11.9524507739,1
256347.25673305,480.764,485.52,33.3333333333,-1.3990807124,-1.3305864197,-0.2900300988,0.0368642255,0.0821580219,474.86,505.93,508.9818064516,494.0323225806,505.0969892473,11.8933685506,1
267140.85991925,478.08,481.875,41.6666666667,-0.5431992935,0.4340647288,0.8933592208,1.3442536167,2.6063492116,489.61,501.25,505.5711397849,491.4124086022,502.7771612903,11.8235220208,0
261928.42496768,477.802,478.0083333333,33.3333333333,-0.0581170903,0.1633083239,0.2205542889,0.2897524224,-2.0268443668,477.65,498.13,503.3564731183,489.1514408602,500.0292258065,11.7272861408,1
264699.22124186,478.85,478.1316666667,41.6666666667,0.2196350348,0.2766511863,0.3414822411,-0.7909512441,0.4449418786,479.99,473.33,500.568344086,487.379311828,497.641311828,11.6213639031,0
261840.56948907,479.036,478.28,33.3333333333,0.0391607928,0.0284114855,-0.8309010898,-0.2329294514,-0.9108007813,477.4,472.01,498.1537849462,485.6836129032,495.2008387097,12.0960832792,0
247272.60791007,477.724,477.2516666667,33.3333333333,-0.2782004526,-0.9993378687,-0.6568357026,-1.2077244933,-1.5046482052,468.32,470.42,495.7997634409,483.0192043011,492.5444301075,12.0274926776,1
256394.4391677,474.878,476.97,41.6666666667,-0.5925711656,-0.2340028653,-0.4603177799,-0.2350762792,1.0344956468,473.34,471,493.0999139785,480.817827957,490.4595053763,12.0643761543,1
267904.0336409,474.662,475.16,41.6666666667,-0.045272598,-0.1678262171,0.0798319709,0.872072059,0.7096484713,477.78,471.04,490.9852258065,479.8014408602,488.8452473118,12.2009970991,0
259967.30504664,473.886,474.8683333333,41.6666666667,-0.1623983475,0.024702261,0.5344857497,0.2844808011,-0.140686869,477.43,473.03,489.4099784946,478.458344086,487.3972473118,12.0479524851,0
253869.59347596,473.724,474.0083333333,41.6666666667,-0.0341034765,0.3335327057,0.099878392,-0.2050066477,-0.2693264263,473.08,477.16,488.0202580645,477.1300860215,486.0619139785,11.9106240401,1
259697.85712498,475.654,474.4333333333,50,0.4079142995,0.2512689627,0.0984757932,0.2180571242,0.7054406748,477.99,474.95,486.547655914,476.2866666667,485.1029032258,11.741257468,0
255813.18059841,476.112,475.6266666667,50,0.0965543833,-0.0567191387,-0.0287298952,0.0915683703,-0.5223039342,475.47,456.3,485.5569247312,475.9042580645,484.0477849462,11.612556646,0
249591.33012295,474.692,475.005,41.6666666667,-0.3002043595,-0.3400837321,-0.3636695007,-0.8982245884,-1.2741452427,469.47,459.18,484.4681290323,475.1628387097,482.6575268817,11.5838022229,0
243642.57112225,471.916,472.58,33.3333333333,-0.5919913588,-0.6726575919,-1.1320236808,-1.4368835541,-1.5996218655,463.48,473.32,483.0503225806,474.0868817204,480.8995268817,11.7407746006,0
231164.79674325,467.41,468.6116666667,33.3333333333,-0.9726641762,-1.3921903889,-1.6821525405,-1.8861561894,-2.1726905132,452.99,465,481.3621935484,471.8721935484,478.5758064516,11.7876890064,0
209100.91205155,456.814,460.3416666667,25,-2.3495944337,-2.8064170586,-3.3171743306,-4.1759505632,-6.1792106131,426.62,462,479.0715268817,467.3554193548,474.5540860215,11.8430266557,0
179368.19168955,440.888,446.655,25,-3.6657047575,-4.2635946363,-5.1515855598,-6.6410330832,-7.1028555532,395.86,467.43,475.126344086,461.0542795699,468.7964086022,11.8146504375,1
199284.71662415,428.746,435.5333333333,33.3333333333,-2.769524242,-3.0619998361,-3.3584362771,-1.948049109,3.2067573351,410.92,473.59,469.3372043011,455.6645806452,464.1301935484,11.7121106407,0
185102.00097225,416.252,423.88,25,-2.9053853274,-3.0885590309,-2.0583418368,0.4639150214,-2.2789272924,400.77,467.76,464.7788817204,450.5329462366,459.1074623656,11.603536635,1
195905.01855185,405.848,413.555,25,-2.4448348652,-1.5112409282,0.3526306135,-1.0744327473,0.1300617977,399.77,462,459.7987741935,446.0417634409,454.3658064516,11.5666588305,1
222904.31240185,408.642,411.3683333333,33.3333333333,0.6468380937,2.5842615054,2.3767628955,4.7046079895,9.2791541813,440.85,443.57,454.9990537634,441.5741075269,452.3422795699,11.5727246514,0
208763.11347665,414.206,411.1483333333,33.3333333333,1.3583567983,0.8962566641,1.9546513163,2.8669460756,-3.5452620302,423.57,407.94,453.0586666667,438.9523010753,449.4804301075,11.6894137913,0
193746.24442265,414.206,413.2983333333,25,0,0.5697318231,0.7162884982,-3.5651443433,-3.5850266565,410,378.78,450.1475053763,435.283311828,445.828344086,11.7859396753,0
183825.12742778,415.01,412.4333333333,25,0.2002208175,0.2177605725,-2.8027039638,-2.4314249306,-1.2778232048,405.08,390,446.5332688172,431.6103870968,442.063827957,14.099367926,0
178352.5276352,415.35,412.8033333333,25,0.0848050757,-2.2137822007,-1.7699555909,-0.8624200581,-0.4470169115,399.16,390,442.8261290323,428.1840645161,438.4160860215,14.0072893129,0
162212.7627069,402.626,408.6833333333,25,-3.1314429918,-3.0279882322,-2.8423087575,-3.6245515338,-6.8020861562,375.35,396.26,438.9667096774,423.2077634409,433.2879784946,13.8964806546,0
142186.2555765,392.73,397.8883333333,25,-2.4837607894,-2.2084443226,-2.5186513619,-3.5544685871,-0.3068510179,374.17,393.6,433.8029462366,418.2773763441,428.3737419355,13.8080714629,1
156476.2148717,389.196,392.4566666667,33.3333333333,-0.8838094844,-0.7853060542,-0.8980691018,2.0539394254,4.4147298686,389.56,418.83,428.8511182796,414.0586666667,424.8215483871,13.7725202958,0
143438.6164222,385.454,388.4733333333,33.3333333333,-0.9494064581,-1.0750038447,0.8340235924,1.4044608976,-1.6058080734,384.85,400,425.166,410.3944301075,421.0565591398,13.74929814,0
133024.4192993,380.036,383.6583333333,25,-1.3961491448,-0.044664892,0.0427304834,-2.1432692093,-2.6807303451,376.29,396.53,421.3693763441,406.6112688172,416.827655914,13.6676473468,0
112615.4442453,376.714,376.4866666667,25,-0.905220638,-1.054813043,-2.8779940135,-3.5140869836,-4.347443622,358.71,396.57,417.2162795699,401.862344086,411.7850322581,13.5779677047,0
83633.6401792996,367.116,368.2966666667,16.6666666667,-2.7449813617,-4.5349091693,-5.5112762012,-6.9265491292,-9.5056546365,326.24,368.9,412.1401935484,395.3197634409,404.893483871,13.5780455943,0
21907.2685705996,353.602,359.85,8.3333333333,-3.7935355339,-4.340467399,-4.8937130836,-5.1668478144,-0.8280409924,322.82,365.2,405.2190537634,386.0627741935,398.1750967742,13.4663468172,1
